idx,input,generated_text,expected_text,wrong GPT3,Problem type,USAGE FLAG
659," Vorausgesetzt wird, dass du <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Interesse an Arbeiten für den Bau, den Betrieb und den Unterhalt von Stromtransport- und Verteilanlagen hast</SoftSkill>. ->"," Vorausgesetzt wird, dass du <SoftSkill>Freude an Arbeiten für den Bau, den Betrieb und den Unterhalt von Stromtransport- und Verteilanlagen hast</SoftSkill> und <SoftSkill>Interesse an Arbeiten für den Bau, den Betrieb und den Unterhalt von Stromtransport- und Verteilanlagen hast</SoftSkill>."," Vorausgesetzt wird, dass du <SoftSkill>Freude an Arbeiten für den Bau, den Betrieb und den Unterhalt von Stromtransport- und Verteilanlagen hast</SoftSkill> und <SoftSkill>Interesse an Arbeiten für den Bau, den Betrieb und den Unterhalt von Stromtransport- und Verteilanlagen hast</SoftSkill>.",1,MWA,1
660," Mit einer <SoftSkill_C>vielseitigen</SoftSkill_C>, <SoftSkill_C>dynamischen</SoftSkill_C> sowie <SoftSkill>flexiblen Persönlichkeit</SoftSkill> gelangen Sie ans Ziel. ->"," Mit einer <SoftSkill>vielseitigen Persönlichkeit</SoftSkill>, <SoftSkill>dynamischen Persönlichkeit</SoftSkill> sowie <SoftSkill>flexiblen Persönlichkeit</SoftSkill> gelangen Sie ans Ziel."," Mit einer <SoftSkill>vielseitigen Persönlichkeit</SoftSkill>, <SoftSkill>dynamischen Persönlichkeit</SoftSkill> sowie <SoftSkill>flexiblen Persönlichkeit</SoftSkill> gelangen Sie ans Ziel.",1,MC,1
661,Dank Deinem <SoftSkill>Interesse an Technik</SoftSkill> und <SoftSkill_C>Automation</SoftSkill_C> macht Dir die regelmässige Arbeit an Maschinen und Anlagen so richtig Spass. ->,Dank Deinem <SoftSkill>Interesse an Technik</SoftSkill> und <SoftSkill>Interesse an Automation</SoftSkill> macht Dir die regelmässige Arbeit an Maschinen und Anlagen so richtig Spass.,Dank Deinem <SoftSkill>Interesse an Technik</SoftSkill> und <SoftSkill>Interesse an Automation</SoftSkill> macht Dir die regelmässige Arbeit an Maschinen und Anlagen so richtig Spass.,1,MOWA,1
662," <SoftSkill_C>Effizientes</SoftSkill_C>, <SoftSkill_C>exaktes</SoftSkill_C> und <SoftSkill>prozessorentiertes Handeln</SoftSkill> gepaart mit <SoftSkill_C>Überzeugungs-</SoftSkill_C> und <SoftSkill>Durchsetzungsvermögen</SoftSkill> können täglich unter Beweis gestellt werden. ->"," <SoftSkill>Effizientes Handeln</SoftSkill>, <SoftSkill>exaktes Handeln</SoftSkill> und <SoftSkill>prozessorentiertes Handeln</SoftSkill> gepaart mit <SoftSkill>Überzeugungsvermögen</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill> können täglich unter Beweis gestellt werden."," <SoftSkill>Effizientes Handeln</SoftSkill>, <SoftSkill>exaktes Handeln</SoftSkill> und <SoftSkill>prozessorentiertes Handeln</SoftSkill> gepaart mit <SoftSkill>Überzeugungsvermögen</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill> können täglich unter Beweis gestellt werden.",1,HMDC,1
663," Sie sind eine <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>kritikfähige Führungspersönlichkeit</SoftSkill> mit <SoftSkill>viel Eigeninitiative</SoftSkill>, die Massnahmen nicht nur plant, sondern auch bis zum Ende umsetzt. ->","  Sie sind eine <SoftSkill>selbständige Führungspersönlichkeit</SoftSkill>, <SoftSkill>flexible Führungspersönlichkeit</SoftSkill>, <SoftSkill>motivierte Führungspersönlichkeit</SoftSkill> und <SoftSkill>kritikfähige Führungspersönlichkeit</SoftSkill> mit <SoftSkill>viel Eigeninitiative</SoftSkill>, die Massnahmen nicht nur plant, sondern auch bis zum Ende umsetzt.","  Sie sind eine <SoftSkill>selbständige Führungspersönlichkeit</SoftSkill>, <SoftSkill>flexible Führungspersönlichkeit</SoftSkill>, <SoftSkill>motivierte Führungspersönlichkeit</SoftSkill> und <SoftSkill>kritikfähige Führungspersönlichkeit</SoftSkill> mit <SoftSkill>viel Eigeninitiative</SoftSkill>, die Massnahmen nicht nur plant, sondern auch bis zum Ende umsetzt.",1,MC,1
664,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Geschick in der pädagogischen Arbeit</SoftSkill> ->,<SoftSkill>Freude in der pädagogischen Arbeit</SoftSkill> und <SoftSkill>Geschick in der pädagogischen Arbeit</SoftSkill>,<SoftSkill>Freude in der pädagogischen Arbeit</SoftSkill> und <SoftSkill>Geschick in der pädagogischen Arbeit</SoftSkill>,1,MWA,1
665," Sie <SoftSkill>arbeiten exakt</SoftSkill>, <SoftSkill_C>initiativ</SoftSkill_C> und <SoftSkill_C>äusserst selbständig</SoftSkill_C>. ->"," Sie <SoftSkill>arbeiten exakt</SoftSkill>, <SoftSkill>arbeiten initiativ</SoftSkill> und <SoftSkill>arbeiten äusserst selbständig</SoftSkill>."," Sie <SoftSkill>arbeiten exakt</SoftSkill>, <SoftSkill>arbeiten initiativ</SoftSkill> und <SoftSkill>arbeiten äusserst selbständig</SoftSkill>.",1,MC,1
666,•  <SoftSkill_C>Innovatives</SoftSkill_C> und <SoftSkill>kreatives Organisationstalent</SoftSkill>. ->,<SoftSkill>Innovatives Organisationstalent</SoftSkill> und <SoftSkill>kreatives Organisationstalent</SoftSkill>.,<SoftSkill>Innovatives Organisationstalent</SoftSkill> und <SoftSkill>kreatives Organisationstalent</SoftSkill>.,1,OWA,1
667,Sie <SoftSkill>übernehmen gerne Verantwortung</SoftSkill> und <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill_C>selbständig</SoftSkill_C>. ->,Sie <SoftSkill>übernehmen gerne Verantwortung</SoftSkill> und <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten selbständig</SoftSkill>.,Sie <SoftSkill>übernehmen gerne Verantwortung</SoftSkill> und <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten selbständig</SoftSkill>.,1,OWA,1
668," Persönlich <SoftSkill>schätzen wir sehr teamorientierte,</SoftSkill> <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill>manuell begabte und körperlich fitte Personen</SoftSkill> mit sehr guten mündlichen Deutschkenntnissen. ->"," Persönlich <SoftSkill>schätzen wir sehr teamorientierte,</SoftSkill> <SoftSkill>flexible Personen</SoftSkill>, <SoftSkill>manuell begabte und körperlich fitte Personen</SoftSkill> mit sehr guten mündlichen Deutschkenntnissen."," Persönlich <SoftSkill>schätzen wir sehr teamorientierte,</SoftSkill> <SoftSkill>flexible Personen</SoftSkill>, <SoftSkill>manuell begabte und körperlich fitte Personen</SoftSkill> mit sehr guten mündlichen Deutschkenntnissen.",1,OWA,1
669,Sie bringen <SoftSkill>grosses Interesse an interdisziplinären Fragestellungen</SoftSkill> wie auch an der <SoftSkill_C>Erschliessung neuer Besuchergruppen</SoftSkill_C> mit. ->,Sie bringen <SoftSkill>grosses Interesse an interdisziplinären Fragestellungen</SoftSkill> wie auch <SoftSkill>grosses Interesse an der Erschliessung neuer Besuchergruppen</SoftSkill> mit.,Sie bringen <SoftSkill>grosses Interesse an interdisziplinären Fragestellungen</SoftSkill> wie auch <SoftSkill>grosses Interesse an der Erschliessung neuer Besuchergruppen</SoftSkill> mit.,1,MWA,1
670," Sie konnten bereits in einer leitenden Position Ihre <SoftSkill>ausgeprägte Führungskompetenz</SoftSkill> unter Beweis stellen, <SoftSkill>verstehen es andere mitzureißen</SoftSkill>, zu <SoftSkill>begeistern</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->","  Sie konnten bereits in einer leitenden Position Ihre <SoftSkill>ausgeprägte Führungskompetenz</SoftSkill> unter Beweis stellen, <SoftSkill>verstehen es andere mitzureißen</SoftSkill>, <SoftSkill>verstehen es andere zu begeistern</SoftSkill> und <SoftSkill>verstehen es andere zu motivieren</SoftSkill>.","  Sie konnten bereits in einer leitenden Position Ihre <SoftSkill>ausgeprägte Führungskompetenz</SoftSkill> unter Beweis stellen, <SoftSkill>verstehen es andere mitzureißen</SoftSkill>, <SoftSkill>verstehen es andere zu begeistern</SoftSkill> und <SoftSkill>verstehen es andere zu motivieren</SoftSkill>.",1,MC/MWA,1
671,Dank Ihrer <SoftSkill_C>fliessenden</SoftSkill_C> und <SoftSkill>stilsicheren Kenntnisse</SoftSkill> in Deutsch und Englisch (weitere Sprachen sind von Vorteil) <SoftSkill>fällt Ihnen die Kommunikation mit unseren internationalen Gästen leicht</SoftSkill>. ->,Dank Ihrer <SoftSkill>fliessenden Kenntnisse</SoftSkill> und <SoftSkill>stilsicheren Kenntnisse</SoftSkill> in Deutsch und Englisch (weitere Sprachen sind von Vorteil) <SoftSkill>fällt Ihnen die Kommunikation mit unseren internationalen Gästen leicht</SoftSkill>.,Dank Ihrer <SoftSkill>fliessenden Kenntnisse</SoftSkill> und <SoftSkill>stilsicheren Kenntnisse</SoftSkill> in Deutsch und Englisch (weitere Sprachen sind von Vorteil) <SoftSkill>fällt Ihnen die Kommunikation mit unseren internationalen Gästen leicht</SoftSkill>.,1,OWA,1
672," Ihre weitreichenden Kenntnisse der rechtlichen Rahmenbedingungen der Schweiz sowie Ihre <SoftSkill_C>ausgeprägten</SoftSkill_C> und <SoftSkill>vielseitigen Fähigkeiten</SoftSkill>/Erfahrungen in den Bereichen Projekt-, Risiko- und Beschaffungsmanagement zeichnen Sie zusätzlich aus. ->"," Ihre weitreichenden Kenntnisse der rechtlichen Rahmenbedingungen der Schweiz sowie Ihre <SoftSkill>ausgeprägten Fähigkeiten</SoftSkill> und <SoftSkill>vielseitigen Fähigkeiten</SoftSkill>/Erfahrungen in den Bereichen Projekt-, Risiko- und Beschaffungsmanagement zeichnen Sie zusätzlich aus."," Ihre weitreichenden Kenntnisse der rechtlichen Rahmenbedingungen der Schweiz sowie Ihre <SoftSkill>ausgeprägten Fähigkeiten</SoftSkill> und <SoftSkill>vielseitigen Fähigkeiten</SoftSkill>/Erfahrungen in den Bereichen Projekt-, Risiko- und Beschaffungsmanagement zeichnen Sie zusätzlich aus.",1,OWA,1
673,Besonders liegt Ihnen <SoftSkill_C>selbstständiges</SoftSkill_C> und <SoftSkill>genaues Arbeiten</SoftSkill> sowie das <SoftSkill>Organisieren und Planen von verschiedenen Projekten</SoftSkill>. ->,Besonders liegt Ihnen <SoftSkill>selbstständiges Arbeiten</SoftSkill> und <SoftSkill>genaues Arbeiten</SoftSkill> sowie das <SoftSkill>Organisieren und Planen von verschiedenen Projekten</SoftSkill>.,Besonders liegt Ihnen <SoftSkill>selbstständiges Arbeiten</SoftSkill> und <SoftSkill>genaues Arbeiten</SoftSkill> sowie das <SoftSkill>Organisieren und Planen von verschiedenen Projekten</SoftSkill>.,1,OWA,1
674," Diplom in Pflege HF oder FH
Erfahrung im Umgang mit Neugeborenen
<SoftSkill>Fähigkeit zu teamorientiertem Arbeiten</SoftSkill>
<SoftSkill>Flexibilität in der Arbeitsorganisation</SoftSkill>
<SoftSkill>Bereitschaft, Entscheidungen zu treffen</SoftSkill> und <SoftSkill_C>mitzutragen</SoftSkill_C> ->"," Diplom in Pflege HF oder FH
Erfahrung im Umgang mit Neugeborenen
<SoftSkill>Fähigkeit zu teamorientiertem Arbeiten</SoftSkill>
<SoftSkill>Flexibilität in der Arbeitsorganisation</SoftSkill>
<SoftSkill>Bereitschaft, Entscheidungen zu treffen</SoftSkill> und <SoftSkill>Bereitschaft, Entscheidungen mitzutragen</SoftSkill>"," Diplom in Pflege HF oder FH
Erfahrung im Umgang mit Neugeborenen
<SoftSkill>Fähigkeit zu teamorientiertem Arbeiten</SoftSkill>
<SoftSkill>Flexibilität in der Arbeitsorganisation</SoftSkill>
<SoftSkill>Bereitschaft, Entscheidungen zu treffen</SoftSkill> und <SoftSkill>Bereitschaft, Entscheidungen mitzutragen</SoftSkill>",1,MWA,1
675," Magst du es, <SoftSkill_C>konzentriert</SoftSkill_C>, <SoftSkill_C>präzise</SoftSkill_C> und <SoftSkill_C>mit grosser Sorgfalt</SoftSkill_C>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich zu betätigen</SoftSkill>? ->"," Magst du es, <SoftSkill>konzentriert zu arbeiten</SoftSkill>, <SoftSkill>präzise zu arbeiten</SoftSkill> und <SoftSkill>mit grosser Sorgfalt zu arbeiten</SoftSkill>, <SoftSkill>verantwortungsbewusst zu arbeiten</SoftSkill> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich zu betätigen</SoftSkill>?"," Magst du es, <SoftSkill>konzentriert zu arbeiten</SoftSkill>, <SoftSkill>präzise zu arbeiten</SoftSkill> und <SoftSkill>mit grosser Sorgfalt zu arbeiten</SoftSkill>, <SoftSkill>verantwortungsbewusst zu arbeiten</SoftSkill> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich zu betätigen</SoftSkill>?",1,MC/MWA,1
676," Sie <SoftSkill>arbeiten pragmatisch</SoftSkill> und <SoftSkill_C>zielorientiert</SoftSkill_C>, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren. ->"," Sie <SoftSkill>arbeiten pragmatisch</SoftSkill> und <SoftSkill>arbeiten zielorientiert</SoftSkill>, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren."," Sie <SoftSkill>arbeiten pragmatisch</SoftSkill> und <SoftSkill>arbeiten zielorientiert</SoftSkill>, ohne dabei wichtige Themen wie Energie- und Kosteneffizienz aus den Augen zu verlieren.",1,OWA,1
677," •  Die <SoftSkill>Fähigkeit, den Fokus beizubehalten</SoftSkill> und <SoftSkill_C>mit dem Druck eines dynamischen Tages umgehen können</SoftSkill_C> ->"," • Die <SoftSkill>Fähigkeit, den Fokus beizubehalten</SoftSkill> und <SoftSkill>Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können</SoftSkill>."," • Die <SoftSkill>Fähigkeit, den Fokus beizubehalten</SoftSkill> und <SoftSkill>Fähigkeit, mit dem Druck eines dynamischen Tages umgehen können</SoftSkill>.",1,OWA,1
678,Die pädagogische Arbeit planen Sie <SoftSkill_C>zielorientiert</SoftSkill_C> und <SoftSkill>einfühlsam in Partner-schaft mit den Eltern und dem Team</SoftSkill>. ->,Die pädagogische Arbeit planen Sie <SoftSkill>zielorientiert in Partner-schaft mit den Eltern und dem Team</SoftSkill> und <SoftSkill>einfühlsam</SoftSkill>.,Die pädagogische Arbeit planen Sie <SoftSkill>zielorientiert in Partner-schaft mit den Eltern und dem Team</SoftSkill> und <SoftSkill>einfühlsam in Partner-schaft mit den Eltern und dem Team</SoftSkill>.,0,MWA,1
679,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer <SoftSkill_C>praxis-</SoftSkill_C> und <SoftSkill>lösungsorientierten Herangehensweise</SoftSkill> und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims. ->,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer <SoftSkill>praxisorientierten Herangehensweise</SoftSkill> und <SoftSkill>lösungsorientierten Herangehensweise</SoftSkill> und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims.,Vielfältige Herausforderungen – diesen stellen Sie sich mit Ihrer <SoftSkill>praxisorientierten Herangehensweise</SoftSkill> und <SoftSkill>lösungsorientierten Herangehensweise</SoftSkill> und bekommen so tiefe Einblicke in den internationalen und dynamischen Geschäftsleitungsbereich Interclaims.,1,HOWA,1
680,Sie sind <SoftSkill>bestrebt sich fachlich weiterzubilden</SoftSkill> und <SoftSkill_C>-entwickeln</SoftSkill_C> ->,Sie sind <SoftSkill>bestrebt sich fachlich weiterzubilden</SoftSkill> und <SoftSkill>bestrebt sich fachlich weiterzuentwickeln</SoftSkill>.,Sie sind <SoftSkill>bestrebt sich fachlich weiterzubilden</SoftSkill> und <SoftSkill>weiterzuentwickeln</SoftSkill>.,0,HOWA,
681," <SoftSkill_C>selbstständig</SoftSkill_C>, <SoftSkill_C>strukturiert</SoftSkill_C>, <SoftSkill>gewissenhaft in Ihrer Arbeitsweise</SoftSkill> und <SoftSkill>übernehmen gerne Verantwortung</SoftSkill>? ->"," <SoftSkill>selbstständig in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>strukturiert in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>gewissenhaft in Ihrer Arbeitsweise</SoftSkill> und <SoftSkill>übernehmen gerne Verantwortung</SoftSkill>?"," <SoftSkill>selbstständig in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>strukturiert in Ihrer Arbeitsweise</SoftSkill>, <SoftSkill>gewissenhaft in Ihrer Arbeitsweise</SoftSkill> und <SoftSkill>übernehmen gerne Verantwortung</SoftSkill>?",1,MC/MWA,1
682,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein <SoftSkill_C>sehr gutes mündli-ches</SoftSkill_C> und <SoftSkill>schriftliches Verständnis</SoftSkill> der französischen Sprache. ->,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein <SoftSkill>sehr gutes mündliches Verständnis</SoftSkill> und <SoftSkill>schriftliches Verständnis</SoftSkill> der französischen Sprache.,Deutsch sprechen und schreiben Sie auf muttersprachlichem Niveau und haben ein <SoftSkill>sehr gutes mündliches Verständnis</SoftSkill> und <SoftSkill>schriftliches Verständnis</SoftSkill> der französischen Sprache.,1,MWA,1
683," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>teamorientierte Arbeitsweise</SoftSkill>. ->"," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre <SoftSkill>engagierte Arbeitsweise</SoftSkill>, <SoftSkill>kommunikative Arbeitsweise</SoftSkill> und <SoftSkill>teamorientierte Arbeitsweise</SoftSkill>."," Bei der interdisziplinären Zusammenarbeit mit den medizinischen Bereichen sowie der Pflege und der Verwaltung zeigt sich Ihre <SoftSkill>engagierte Arbeitsweise</SoftSkill>, <SoftSkill>kommunikative Arbeitsweise</SoftSkill> und <SoftSkill>teamorientierte Arbeitsweise</SoftSkill>.",1,MC,1
684," Lehrpatent für die Sekundarschulstufe
<SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Kompetenz für individualisierende Unterrichtsformen</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Hohe Kummunikationsbereitschaft</SoftSkill> ->"," Lehrpatent für die Sekundarschulstufe
<SoftSkill>Freude für individualisierende Unterrichtsformen</SoftSkill> und <SoftSkill>Kompetenz für individualisierende Unterrichtsformen</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Hohe Kummunikationsbereitschaft</SoftSkill>"," Lehrpatent für die Sekundarschulstufe
<SoftSkill>Freude für individualisierende Unterrichtsformen</SoftSkill> und <SoftSkill>Kompetenz für individualisierende Unterrichtsformen</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Belastbarkeit</SoftSkill>
<SoftSkill>Hohe Kummunikationsbereitschaft</SoftSkill>",1,MWA,1
685,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in <SoftSkill_C>genauer</SoftSkill_C> und <SoftSkill>zuverlässiger Arbeitsweise eigenständig</SoftSkill>. ->,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in <SoftSkill>genauer Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässiger Arbeitsweise eigenständig</SoftSkill>.,Sie verwalten die Kostenstelle und führen die Truppenbuchhaltung in <SoftSkill>genauer Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässiger Arbeitsweise eigenständig</SoftSkill>.,1,OWA,1
686," •  <SoftSkill>Bereitschaft, Neues zu lernen</SoftSkill> und dich <SoftSkill_C>ständig zu verbessern</SoftSkill_C> ->"," <SoftSkill>Bereitschaft, Neues zu lernen</SoftSkill> und <SoftSkill>Bereitschaft, ständig zu verbessern</SoftSkill>."," <SoftSkill>Bereitschaft, Neues zu lernen</SoftSkill> und <SoftSkill>Bereitschaft, ständig zu verbessern</SoftSkill>.",1,OWA,1
687,•  <SoftSkill_C>hohe Integrations-</SoftSkill_C> und <SoftSkill>Kommunikationsbereitschaft</SoftSkill> ->,<SoftSkill>hohe Integrationsbereitschaft</SoftSkill> und <SoftSkill>Kommunikationsbereitschaft</SoftSkill>,<SoftSkill>hohe Integrationsbereitschaft</SoftSkill> und <SoftSkill>Kommunikationsbereitschaft</SoftSkill>,1,HOWA,1
688," Zudem zeichnen Sie sich durch Ihre <SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Motivationsfähigkeit</SoftSkill> sowie <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Kreativität</SoftSkill> und <SoftSkill>hohe Belastbarkeit</SoftSkill> aus. ->"," Zudem zeichnen Sie sich durch Ihre <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Motivationsfähigkeit</SoftSkill> sowie <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Kreativität</SoftSkill> und <SoftSkill>hohe Belastbarkeit</SoftSkill> aus."," Zudem zeichnen Sie sich durch Ihre <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Motivationsfähigkeit</SoftSkill> sowie <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Kreativität</SoftSkill> und <SoftSkill>hohe Belastbarkeit</SoftSkill> aus.",1,HOWA,1
689," Sie <SoftSkill_C>kommunizieren</SoftSkill_C> und <SoftSkill>beraten klar</SoftSkill>, <SoftSkill_C>stufen-</SoftSkill_C> und <SoftSkill_C>empfängergerecht</SoftSkill_C>. ->"," Sie <SoftSkill>kommunizieren klar</SoftSkill> und <SoftSkill>beraten klar</SoftSkill>, <SoftSkill>stufengerecht</SoftSkill> und <SoftSkill>empfängergerecht</SoftSkill>."," Sie <SoftSkill>kommunizieren klar</SoftSkill> und <SoftSkill>beraten klar</SoftSkill>, <SoftSkill>stufengerecht</SoftSkill> und <SoftSkill>empfängergerecht</SoftSkill>.",1,HMC/HMDC,1
690,Als <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>zuvorkommende Persönlichkeit</SoftSkill> <SoftSkill>macht Ihnen der Patientenkontakt grosse Freude</SoftSkill>. ->,Als <SoftSkill>freundliche Persönlichkeit</SoftSkill> und <SoftSkill>zuvorkommende Persönlichkeit</SoftSkill> <SoftSkill>macht Ihnen der Patientenkontakt grosse Freude</SoftSkill>.,Als <SoftSkill>freundliche Persönlichkeit</SoftSkill> und <SoftSkill>zuvorkommende Persönlichkeit</SoftSkill> <SoftSkill>macht Ihnen der Patientenkontakt grosse Freude</SoftSkill>.,1,OWA,1
691,<SoftSkill_C>Organisiert</SoftSkill_C> und <SoftSkill>methodisch arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>tragen durch Ihr Verhalten zur Aufrechterhaltung eines hervorragenden Arbeitsklimas bei</SoftSkill>. ->,<SoftSkill>Organisiert arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>methodisch arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>tragen durch Ihr Verhalten zur Aufrechterhaltung eines hervorragenden Arbeitsklimas bei</SoftSkill>.,<SoftSkill>Organisiert arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>methodisch arbeiten Sie gerne im Team</SoftSkill> und <SoftSkill>tragen durch Ihr Verhalten zur Aufrechterhaltung eines hervorragenden Arbeitsklimas bei</SoftSkill>.,1,MWA,1
692,Stellen Sie sich mit Ihrer <SoftSkill_C>praxis-</SoftSkill_C> und <SoftSkill>lösungsorientierten Vorgehens- und Arbeitsweise</SoftSkill> den vielfältigen Herausforderungen und profitieren Sie von unseren Stärken: ->,Stellen Sie sich mit Ihrer <SoftSkill>praxisorientierten Vorgehensweise und Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierten Vorgehens- und Arbeitsweise</SoftSkill> den vielfältigen Herausforderungen und profitieren Sie von unseren Stärken:,Stellen Sie sich mit Ihrer <SoftSkill>praxisorientierten Vorgehensweise und Arbeitsweise</SoftSkill> und <SoftSkill>lösungsorientierten Vorgehens- und Arbeitsweise</SoftSkill> den vielfältigen Herausforderungen und profitieren Sie von unseren Stärken:,1,HMDC,1
693," Dann freuen wir uns auf eine <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>loyale Persönlichkeit</SoftSkill>. ->"," Dann freuen wir uns auf eine <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>loyale Persönlichkeit</SoftSkill>."," Dann freuen wir uns auf eine <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>loyale Persönlichkeit</SoftSkill>.",1,MC,1
694," •  <SoftSkill>Freude an der Arbeit im Team</SoftSkill>, an <SoftSkill_C>vielseitigen Herausforderungen</SoftSkill_C> und <SoftSkill_C>Kontakten mit Forschern und Doktoranden</SoftSkill_C>
Sprachkenntnisse / Language requirements ->"," <SoftSkill>Freude an der Arbeit im Team</SoftSkill>, <SoftSkill>Freude an vielseitigen Herausforderungen</SoftSkill> und <SoftSkill>Freude an Kontakten mit Forschern und Doktoranden</SoftSkill>
Sprachkenntnisse / Language requirements"," <SoftSkill>Freude an der Arbeit im Team</SoftSkill>, <SoftSkill>Freude an vielseitigen Herausforderungen</SoftSkill> und <SoftSkill>Freude an Kontakten mit Forschern und Doktoranden</SoftSkill>
Sprachkenntnisse / Language requirements",1,MC/MWA,1
695," Du <SoftSkill>übernimmst gerne Verantwortung</SoftSkill>, kannst <SoftSkill_C>logisch</SoftSkill_C> und <SoftSkill>selbstständig denken</SoftSkill> und deine <SoftSkill>Fähigkeiten richtig einschätzen</SoftSkill>. ->"," Du <SoftSkill>übernimmst gerne Verantwortung</SoftSkill>, kannst <SoftSkill>logisch denken</SoftSkill> und <SoftSkill>selbstständig denken</SoftSkill> und deine <SoftSkill>Fähigkeiten richtig einschätzen</SoftSkill>."," Du <SoftSkill>übernimmst gerne Verantwortung</SoftSkill>, kannst <SoftSkill>logisch denken</SoftSkill> und <SoftSkill>selbstständig denken</SoftSkill> und deine <SoftSkill>Fähigkeiten richtig einschätzen</SoftSkill>.",1,OWA,1
697," Zudem sind Sie <SoftSkill_C>fähig</SoftSkill_C> und <SoftSkill>motiviert, sich an der Begleitung unserer Lernenden FaGe aktiv zu beteiligen</SoftSkill>. ->"," Zudem sind Sie <SoftSkill>fähig</SoftSkill> und <SoftSkill>motiviert, sich an der Begleitung unserer Lernenden FaGe aktiv zu beteiligen</SoftSkill>."," Zudem sind Sie <SoftSkill>fähig, sich an der Begleitung unserer Lernenden FaGe aktiv zu beteiligen</SoftSkill> und <SoftSkill>motiviert, sich an der Begleitung unserer Lernenden FaGe aktiv zu beteiligen</SoftSkill>.",0,MWA,1
