idx,input,expected_text,generated_text,input_skills_all,expected_skills_all,generated_skills_all,num_skills_all,num_gen_skills_all,percent_skills_match_all,num_skills_match_all,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL,Problem type
239," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill_C>Mathematik</SoftSkill_C>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill> ->"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Interesse an Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>"," Guter Sekundar- oder Bezirksschulabschluss
<SoftSkill>Technisches Verständnis</SoftSkill>
Interesse an Elektrotechnik und <SoftSkill>Mathematik</SoftSkill>
<SoftSkill>Verständnis für abstrakte Zusammenhänge</SoftSkill>
<SoftSkill>Gutes handwerkliches Geschick</SoftSkill>
<SoftSkill>Viel Geduld</SoftSkill> und <SoftSkill>grosse Ausdauer</SoftSkill>","['Technisches Verständnis', 'Mathematik', 'Verständnis für abstrakte Zusammenhänge', 'Gutes handwerkliches Geschick', 'Viel Geduld', 'grosse Ausdauer']","['Technisches Verständnis', 'Interesse an Mathematik', 'Verständnis für abstrakte Zusammenhänge', 'Gutes handwerkliches Geschick', 'Viel Geduld', 'grosse Ausdauer']","['Technisches Verständnis', 'Mathematik', 'Verständnis für abstrakte Zusammenhänge', 'Gutes handwerkliches Geschick', 'Viel Geduld', 'grosse Ausdauer']",6,6,83.33333333333334,5.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 0.3333333333333333, 'f': 0.4999999962500001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 0.3333333333333333, 'f': 0.4999999962500001}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 0.27253179303401265, 1.0, 1.0, 1.0, 1.0]",0.916666661875,0.8333333291666666,0.916666661875,0.878755298839002,13,False,MWA
240," Du <SoftSkill_C>denkst</SoftSkill_C> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>. ->"," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>."," Du <SoftSkill>denkst kundenorientiert</SoftSkill> und <SoftSkill>handelst kundenorientiert</SoftSkill>, bist zudem eine <SoftSkill>starke Persönlichkeit</SoftSkill>, verfügst über eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und ein <SoftSkill>hohes Verantwortungsbewusstsein</SoftSkill>.","['denkst', 'handelst kundenorientiert', 'starke Persönlichkeit', 'schnelle Auffassungsgabe', 'hohes Verantwortungsbewusstsein']","['denkst kundenorientiert', 'handelst kundenorientiert', 'starke Persönlichkeit', 'schnelle Auffassungsgabe', 'hohes Verantwortungsbewusstsein']","['denkst kundenorientiert', 'handelst kundenorientiert', 'starke Persönlichkeit', 'schnelle Auffassungsgabe', 'hohes Verantwortungsbewusstsein']",5,5,100.0,5.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.9999999949999999,0.9999999949999999,1.0,0,False,OWA
241," Sie sind eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat. ->"," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat."," Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, die eine  Ausbildung im Bereich Réception absolviert und bereits Berufserfahrung gesammelt hat.","['belastbare', 'motivierte', 'aufgestellte Persönlichkeit']","['belastbare Persönlichkeit', 'motivierte Persönlichkeit', 'aufgestellte Persönlichkeit']","['belastbare Persönlichkeit', 'motivierte Persönlichkeit', 'aufgestellte Persönlichkeit']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
242,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke ->,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,• <SoftSkill>Verkauf ist Ihre Leidenschaft</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft</SoftSkill> und Stärke,"['Verkauf', 'Beratung ist Ihre Leidenschaft']","['Verkauf ist Ihre Leidenschaft', 'Beratung ist Ihre Leidenschaft']","['Verkauf ist Ihre Leidenschaft', 'Beratung ist Ihre Leidenschaft']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MWA
243," Zu Ihren Stärken zählen Ihre <SoftSkill_C>einfühlsame</SoftSkill_C>, <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>. ->"," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>."," Zu Ihren Stärken zählen Ihre <SoftSkill>einfühlsame Kundenbetreuung</SoftSkill>, <SoftSkill>kompetente Kundenbetreuung</SoftSkill> und <SoftSkill>individuelle Kundenbetreuung</SoftSkill> und die <SoftSkill>Leidenschaft am Beruf</SoftSkill>.","['einfühlsame', 'kompetente', 'individuelle Kundenbetreuung', 'Leidenschaft am Beruf']","['einfühlsame Kundenbetreuung', 'kompetente Kundenbetreuung', 'individuelle Kundenbetreuung', 'Leidenschaft am Beruf']","['einfühlsame Kundenbetreuung', 'kompetente Kundenbetreuung', 'individuelle Kundenbetreuung', 'Leidenschaft am Beruf']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
244," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>. ->"," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>."," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>.","['gewinnende', 'extrovertierte Persönlichkeit', 'heissen unsere Kunden mit Freude stets herzlich willkommen']","['gewinnende Persönlichkeit', 'extrovertierte Persönlichkeit', 'heissen unsere Kunden mit Freude stets herzlich willkommen']","['gewinnende Persönlichkeit', 'extrovertierte Persönlichkeit', 'heissen unsere Kunden mit Freude stets herzlich willkommen']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
245,•  <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>zugängliche Art</SoftSkill> ->,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,<SoftSkill>offene Art</SoftSkill> und <SoftSkill>zugängliche Art</SoftSkill>,"['offene', 'zugängliche Art']","['offene Art', 'zugängliche Art']","['offene Art', 'zugängliche Art']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
246,Eine <SoftSkill_C>freundliche</SoftSkill_C> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich. ->,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,Eine <SoftSkill>freundliche Bedienung</SoftSkill> und <SoftSkill>zuvorkommende Bedienung unserer Gäste</SoftSkill> ist für Sie selbstverständlich.,"['freundliche', 'zuvorkommende Bedienung unserer Gäste']","['freundliche Bedienung', 'zuvorkommende Bedienung unserer Gäste']","['freundliche Bedienung', 'zuvorkommende Bedienung unserer Gäste']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
247,•  <SoftSkill>Freude an exaktem</SoftSkill> und <SoftSkill_C>sauberem Arbeiten</SoftSkill_C> ->,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,<SoftSkill>Freude an exaktem Arbeiten</SoftSkill> und <SoftSkill>Freude an sauberem Arbeiten</SoftSkill>,"['Freude an exaktem', 'sauberem Arbeiten']","['Freude an exaktem Arbeiten', 'Freude an sauberem Arbeiten']","['Freude an exaktem Arbeiten', 'Freude an sauberem Arbeiten']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MDC
248,<SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>. ->,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,<SoftSkill>kundenorientiert handelt</SoftSkill> und <SoftSkill>dienstleistungsorientiert handelt</SoftSkill>.,"['kunden-', 'dienstleistungsorientiert handelt']","['kundenorientiert handelt', 'dienstleistungsorientiert handelt']","['kundenorientiert handelt', 'dienstleistungsorientiert handelt']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
249," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill_C>qualitätsbewusst</SoftSkill_C> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>. ->"," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>arbeiten qualitätsbewusst</SoftSkill> und<SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>."," Weiter sind Sie sind ein <SoftSkill>Teamplayer</SoftSkill>, <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten</SoftSkill>.","['Teamplayer', 'arbeiten selbstständig', 'qualitätsbewusst', 'tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten']","['Teamplayer', 'arbeiten selbstständig', 'arbeiten qualitätsbewusst', 'tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten']","['Teamplayer', 'arbeiten selbstständig', 'tragen Ihren Anteil dazu bei, unseren Gästen einen schönen und unvergesslichen Aufenthalt zu bieten']",4,3,75.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[],0.6666666633333334,0.3333333316666667,0.6666666633333334,-1.0,0,True,OWA
250," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill_C>zielgerichtete</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>. ->"," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>."," Sie haben ein <SoftSkill>Auge für das Wesentliche</SoftSkill>, weisen eine <SoftSkill>zielgerichtete Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill> aus und <SoftSkill>schaffen es, stets den Überblick zu behalten</SoftSkill>.","['Auge für das Wesentliche', 'zielgerichtete', 'effiziente Arbeitsweise', 'schaffen es, stets den Überblick zu behalten']","['Auge für das Wesentliche', 'zielgerichtete Arbeitsweise', 'effiziente Arbeitsweise', 'schaffen es, stets den Überblick zu behalten']","['Auge für das Wesentliche', 'zielgerichtete Arbeitsweise', 'effiziente Arbeitsweise', 'schaffen es, stets den Überblick zu behalten']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
251," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill> ->"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>"," Abgeschlossene Volksschule, Niveau A
Eignungstest AGVS
<SoftSkill>Handwerkliches Geschick</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>sorgfältige Arbeitsweise</SoftSkill>
<SoftSkill>Logisches Denken</SoftSkill>","['Handwerkliches Geschick', 'Exakte', 'sorgfältige Arbeitsweise', 'Logisches Denken']","['Handwerkliches Geschick', 'Exakte Arbeitsweise', 'sorgfältige Arbeitsweise', 'Logisches Denken']","['Handwerkliches Geschick', 'Exakte Arbeitsweise', 'sorgfältige Arbeitsweise', 'Logisches Denken']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
252," Ihre <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus. ->"," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus."," Ihre <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>vernetzte Denkweise</SoftSkill>, <SoftSkill>Zielstrebigkeit</SoftSkill> sowie eine <SoftSkill>strukturierte Arbeitsweise</SoftSkill> zeichnen Sie aus.","['analytische', 'vernetzte Denkweise', 'Zielstrebigkeit', 'strukturierte Arbeitsweise']","['analytische Denkweise', 'vernetzte Denkweise', 'Zielstrebigkeit', 'strukturierte Arbeitsweise']","['analytische Denkweise', 'vernetzte Denkweise', 'Zielstrebigkeit', 'strukturierte Arbeitsweise']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.74999999625,0.999999995,1.0,0,False,OWA
