,idx,input,generated_text,expected_text,wrong GPT3,Problem type,USAGE FLAG
207,393," Zudem zeichnen Sie sich durch ein <SoftSkill_C>seriöses</SoftSkill_C>, <SoftSkill_C>kommunikatives</SoftSkill_C> und <SoftSkill>serviceorientiertes Auftreten</SoftSkill> aus. ->"," Zudem zeichnen Sie sich durch ein <SoftSkill>seriöses Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> und <SoftSkill>serviceorientiertes Auftreten</SoftSkill> aus."," Zudem zeichnen Sie sich durch ein <SoftSkill>seriöses Auftreten</SoftSkill>, <SoftSkill>kommunikatives Auftreten</SoftSkill> und <SoftSkill>serviceorientiertes Auftreten</SoftSkill> aus.",1,MC,1.0
208,394,Ausserdem bringen Sie Französisch- und Englischkenntnisse mit und haben <SoftSkill>Freude am Umgang mit Printmedien</SoftSkill> sowie an der <SoftSkill_C>Arbeit am Computer</SoftSkill_C>. ->,Ausserdem bringen Sie Französisch- und Englischkenntnisse mit und haben <SoftSkill>Freude am Umgang mit Printmedien</SoftSkill> sowie <SoftSkill>Freude am Arbeit am Computer</SoftSkill>.,Ausserdem bringen Sie Französisch- und Englischkenntnisse mit und haben <SoftSkill>Freude am Umgang mit Printmedien</SoftSkill> sowie <SoftSkill>Freude am Arbeit am Computer</SoftSkill>.,1,MWA,1.0
209,395,dass Sie <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>selbstverantwortlich arbeiten</SoftSkill> ->,dass Sie <SoftSkill>selbstständig arbeiten</SoftSkill> und <SoftSkill>selbstverantwortlich arbeiten</SoftSkill>,dass Sie <SoftSkill>selbstständig arbeiten</SoftSkill> und <SoftSkill>selbstverantwortlich arbeiten</SoftSkill>,1,OWA,1.0
210,396," Energy in Basel sucht per sofort oder nach Vereinbarung eine <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>junge Persönlichkeit</SoftSkill> für die Stelle als
Account Manager. ->",Energy in Basel sucht per sofort oder nach Vereinbarung eine <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>junge Persönlichkeit</SoftSkill> für die Stelle als Account Manager.,Energy in Basel sucht per sofort oder nach Vereinbarung eine <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>junge Persönlichkeit</SoftSkill> für die Stelle als Account Manager.,1,OWA,1.0
211,397,Wir wenden uns an eine <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>einsatzfreudige Persönlichkeit</SoftSkill> mit <SoftSkill>Freude an der Uhren- und Bijouteriebranche</SoftSkill>. ->,Wir wenden uns an eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>einsatzfreudige Persönlichkeit</SoftSkill> mit <SoftSkill>Freude an der Uhren- und Bijouteriebranche</SoftSkill>.,Wir wenden uns an eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>einsatzfreudige Persönlichkeit</SoftSkill> mit <SoftSkill>Freude an der Uhren- und Bijouteriebranche</SoftSkill>.,1,OWA,1.0
212,398," Obligatorische Schulzeit mit gutem bis sehr gutem Abschluss
<SoftSkill>Bereitschaft, Aufgaben selbstständig zu erledigen</SoftSkill>
<SoftSkill>Wille, Verantwortung zu übernehmen</SoftSkill>
<SoftSkill>Flair für Bewirtschaftung</SoftSkill> und <SoftSkill_C>Verkauf</SoftSkill_C> ->"," Obligatorische Schulzeit mit gutem bis sehr gutem Abschluss
<SoftSkill>Bereitschaft, Aufgaben selbstständig zu erledigen</SoftSkill>
<SoftSkill>Wille, Verantwortung zu übernehmen</SoftSkill>
<SoftSkill>Flair für Bewirtschaftung</SoftSkill> und <SoftSkill>Flair für Verkauf</SoftSkill>"," Obligatorische Schulzeit mit gutem bis sehr gutem Abschluss
<SoftSkill>Bereitschaft, Aufgaben selbstständig zu erledigen</SoftSkill>
<SoftSkill>Wille, Verantwortung zu übernehmen</SoftSkill>
<SoftSkill>Flair für Bewirtschaftung</SoftSkill> und <SoftSkill>Flair für Verkauf</SoftSkill>",1,MWA,1.0
213,399," Im Auftrag
unserer Mandantin suchen wir eine <SoftSkill_C>initiative</SoftSkill_C>
und <SoftSkill>entscheidungsstarke Persönlichkeit</SoftSkill> als
Bauleiter/Stv. ->"," 
Im Auftrag unserer Mandantin suchen wir eine <SoftSkill>initiative Persönlichkeit</SoftSkill>
und <SoftSkill>entscheidungsstarke Persönlichkeit</SoftSkill> als Bauleiter/Stv."," 
Im Auftrag unserer Mandantin suchen wir eine <SoftSkill>initiative Persönlichkeit</SoftSkill>
und <SoftSkill>entscheidungsstarke Persönlichkeit</SoftSkill> als Bauleiter/Stv.",1,OWA,1.0
214,400,Sie zeichnen sich durch eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill> sowie eine <SoftSkill_C>ausgeprägte Leistungs-</SoftSkill_C> und <SoftSkill>Ergebnisorientierung</SoftSkill> aus. ->,Sie zeichnen sich durch eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill> sowie eine <SoftSkill>ausgeprägte Leistungsorientierung</SoftSkill> und <SoftSkill>Ergebnisorientierung</SoftSkill> aus.,Sie zeichnen sich durch eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill> sowie eine <SoftSkill>ausgeprägte Leistungsorientierung</SoftSkill> und <SoftSkill>Ergebnisorientierung</SoftSkill> aus.,1,HMDC,1.0
215,401,Ihre <SoftSkill_C>Kommunikations-</SoftSkill_C> und <SoftSkill>Präsentationsfähigkeiten</SoftSkill> setzen Sie <SoftSkill>gekonnt auf allen Stufen in Deutsch in Szene</SoftSkill>. ->,Ihre <SoftSkill>Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Präsentationsfähigkeiten</SoftSkill> setzen Sie <SoftSkill>gekonnt auf allen Stufen in Deutsch in Szene</SoftSkill>.,Ihre <SoftSkill>Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Präsentationsfähigkeiten</SoftSkill> setzen Sie <SoftSkill>gekonnt auf allen Stufen in Deutsch in Szene</SoftSkill>.,1,HOWA,1.0
216,402,•  <SoftSkill_C>„Biss</SoftSkill_C>“ und <SoftSkill>Agilität im Umgang mit Kunden und Partnern</SoftSkill> ->,<SoftSkill>„Biss“ und Agilität im Umgang mit Kunden und Partnern</SoftSkill>,•  <SoftSkill>„Biss“ im Umgang mit Kunden und Partnern</SoftSkill> und <SoftSkill>Agilität im Umgang mit Kunden und Partnern</SoftSkill>,0,MWA,1.0
217,403," •  Sie zeichnen sich durch <SoftSkill>Pünktlichkeit</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill_C>exakte</SoftSkill_C>,
<SoftSkill>speditive Arbeisweise</SoftSkill> aus ->"," • Sie zeichnen sich durch <SoftSkill>Pünktlichkeit</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>exakte Arbeisweise</SoftSkill>,
<SoftSkill>speditive Arbeisweise</SoftSkill> aus"," • Sie zeichnen sich durch <SoftSkill>Pünktlichkeit</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>exakte Arbeisweise</SoftSkill>,
<SoftSkill>speditive Arbeisweise</SoftSkill> aus",1,OWA,1.0
218,404," Menschen, die <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Spass an der Arbeit haben</SoftSkill>, sich gegenseitig wertschätzen und einander Anerkennung zeigen. ->"," Menschen, die <SoftSkill>Freude an der Arbeit haben</SoftSkill> und <SoftSkill>Spass an der Arbeit haben</SoftSkill>, sich gegenseitig wertschätzen und einander Anerkennung zeigen."," Menschen, die <SoftSkill>Freude an der Arbeit haben</SoftSkill> und <SoftSkill>Spass an der Arbeit haben</SoftSkill>, sich gegenseitig wertschätzen und einander Anerkennung zeigen.",1,MWA,1.0
219,405,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Erfahrung im Umgang mit Menschen mit psychischen Erkrankungen</SoftSkill> ->,<SoftSkill>Freude im Umgang mit Menschen mit psychischen Erkrankungen</SoftSkill> und <SoftSkill>Erfahrung im Umgang mit Menschen mit psychischen Erkrankungen</SoftSkill>,<SoftSkill>Freude im Umgang mit Menschen mit psychischen Erkrankungen</SoftSkill> und <SoftSkill>Erfahrung im Umgang mit Menschen mit psychischen Erkrankungen</SoftSkill>,1,MWA,1.0
220,406," Bringen Sie <SoftSkill_C>Freude</SoftSkill_C>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Begeisterung für den Beruf</SoftSkill> mit und suchen eine Möglichkeit, sich in einem regionalen Unternehmen mit langfristiger Perspektive zu etablieren? ->"," Bringen Sie <SoftSkill>Freude für den Beruf</SoftSkill>, <SoftSkill>Leidenschaft für den Beruf</SoftSkill> und <SoftSkill>Begeisterung für den Beruf</SoftSkill> mit und suchen eine Möglichkeit, sich in einem regionalen Unternehmen mit langfristiger Perspektive zu etablieren?"," Bringen Sie <SoftSkill>Freude für den Beruf</SoftSkill>, <SoftSkill>Leidenschaft für den Beruf</SoftSkill> und <SoftSkill>Begeisterung für den Beruf</SoftSkill> mit und suchen eine Möglichkeit, sich in einem regionalen Unternehmen mit langfristiger Perspektive zu etablieren?",1,MWA,1.0
221,407,Neben einer <SoftSkill>sauberen Arbeitsweise</SoftSkill> gehören ein <SoftSkill_C>freundliches</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten</SoftSkill> zu Ihren Stärken. ->,Neben einer <SoftSkill>sauberen Arbeitsweise</SoftSkill> gehören ein <SoftSkill>freundliches Auftreten</SoftSkill> und <SoftSkill>gepflegtes Auftreten</SoftSkill> zu Ihren Stärken.,Neben einer <SoftSkill>sauberen Arbeitsweise</SoftSkill> gehören ein <SoftSkill>freundliches Auftreten</SoftSkill> und <SoftSkill>gepflegtes Auftreten</SoftSkill> zu Ihren Stärken.,1,OWA,1.0
222,408," Als eine <SoftSkill_C>kontaktfreudige</SoftSkill_C>, <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>ehrliche Person</SoftSkill> bist Du bei uns genau richtig! ->"," Als eine <SoftSkill>kontaktfreudige Person</SoftSkill>, <SoftSkill>offene Person</SoftSkill> und <SoftSkill>ehrliche Person</SoftSkill> bist Du bei uns genau richtig!"," Als eine <SoftSkill>kontaktfreudige Person</SoftSkill>, <SoftSkill>offene Person</SoftSkill> und <SoftSkill>ehrliche Person</SoftSkill> bist Du bei uns genau richtig!",1,MC,1.0
223,409," Abgeschlossene Servicelehre
Erfahrung in der gehobenen Gastronomie
Gastgeber/-in <SoftSkill>mit Herz und Seele</SoftSkill>
Sehr gute Deutsch- und Italienischkenntnisse
<SoftSkill_C>Pflichtbewusste</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> ->","  Abgeschlossene Servicelehre
Erfahrung in der gehobenen Gastronomie
Gastgeber/-in <SoftSkill>mit Herz und Seele</SoftSkill>
Sehr gute Deutsch- und Italienischkenntnisse
<SoftSkill>Pflichtbewusste Arbeitsweise</SoftSkill> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill>","  Abgeschlossene Servicelehre
Erfahrung in der gehobenen Gastronomie
Gastgeber/-in <SoftSkill>mit Herz und Seele</SoftSkill>
Sehr gute Deutsch- und Italienischkenntnisse
<SoftSkill>Pflichtbewusste Arbeitsweise</SoftSkill> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill>",1,OWA,1.0
224,410," Deshalb braucht's dich
Du hast den <SoftSkill_C>fachlichen</SoftSkill_C> wie auch <SoftSkill>technischen Durchblick</SoftSkill> und den Lead, wenn es um das Dokumenten-Management und deren Umsetzung im Bankenumfeld geht. ->"," Deshalb braucht's dich
Du hast den <SoftSkill>fachlichen Durchblick</SoftSkill> wie auch <SoftSkill>technischen Durchblick</SoftSkill> und den Lead, wenn es um das Dokumenten-Management und deren Umsetzung im Bankenumfeld geht."," Deshalb braucht's dich
Du hast den <SoftSkill>fachlichen Durchblick</SoftSkill> wie auch <SoftSkill>technischen Durchblick</SoftSkill> und den Lead, wenn es um das Dokumenten-Management und deren Umsetzung im Bankenumfeld geht.",1,OWA,1.0
225,411," MitarbeiterIn Unterhaltsreinigung
Zur Verstärkung unseres Teams für Unterhaltsreinigungen in der Region Bern suchen wir eine <SoftSkill_C>versierte</SoftSkill_C> und <SoftSkill>motivierte Person</SoftSkill>. ->"," MitarbeiterIn Unterhaltsreinigung
Zur Verstärkung unseres Teams für Unterhaltsreinigungen in der Region Bern suchen wir eine <SoftSkill>versierte Person</SoftSkill> und <SoftSkill>motivierte Person</SoftSkill>."," MitarbeiterIn Unterhaltsreinigung
Zur Verstärkung unseres Teams für Unterhaltsreinigungen in der Region Bern suchen wir eine <SoftSkill>versierte Person</SoftSkill> und <SoftSkill>motivierte Person</SoftSkill>.",1,OWA,1.0
226,412,Ferner überzeugen Sie durch eine <SoftSkill_C>versierte Auftritts-</SoftSkill_C> und <SoftSkill>Moderationskompetenz</SoftSkill> in unterschiedlichen Bildungskontexten. ->,Ferner überzeugen Sie durch eine <SoftSkill>versierte Auftrittskompetenz</SoftSkill> und <SoftSkill>Moderationskompetenz</SoftSkill> in unterschiedlichen Bildungskontexten.,Ferner überzeugen Sie durch eine <SoftSkill>versierte Auftrittskompetenz</SoftSkill> und <SoftSkill>Moderationskompetenz</SoftSkill> in unterschiedlichen Bildungskontexten.,1,HOWA,1.0
227,413," Sie sind eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill>humorvolle Person</SoftSkill> mit einer <SoftSkill_C>positiven Lebens-</SoftSkill_C> und <SoftSkill>Arbeitseinstellung</SoftSkill>, die sich auch <SoftSkill>fachlich gerne weiterentwickelt</SoftSkill>. ->","  Sie sind eine <SoftSkill>kommunikative Person</SoftSkill>, <SoftSkill>humorvolle Person</SoftSkill> mit einer <SoftSkill>positiven Lebens- und Arbeitseinstellung</SoftSkill>, die sich auch <SoftSkill>fachlich gerne weiterentwickelt</SoftSkill>.","  Sie sind eine <SoftSkill>kommunikative Person</SoftSkill>, <SoftSkill>humorvolle Person</SoftSkill> mit einer <SoftSkill>positiven Lebenseinstellung</SoftSkill> und <SoftSkill>Arbeitseinstellung</SoftSkill>, die sich auch <SoftSkill>fachlich gerne weiterentwickelt</SoftSkill>.",0,HMDC,1.0
228,414," Fachausweis als medizinische/r Kodierer/in von Vorteil
<SoftSkill_C>Hohe Sozial-</SoftSkill_C> und <SoftSkill>Kommunikationskompetenz</SoftSkill>
<SoftSkill_C>Zuverlässige</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill> ->"," Fachausweis als medizinische/r Kodierer/in von Vorteil
<SoftSkill>Hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Kommunikationskompetenz</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill>"," Fachausweis als medizinische/r Kodierer/in von Vorteil
<SoftSkill>Hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Kommunikationskompetenz</SoftSkill>
<SoftSkill>Zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill>",1,HMDC,1.0
229,415," Erfahrung als Kommissionierer von Vorteil
Gute mündliche Deutschkenntnisse
<SoftSkill>Körperliche Fitness</SoftSkill>
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill> ->"," Erfahrung als Kommissionierer von Vorteil
Gute mündliche Deutschkenntnisse
<SoftSkill>Körperliche Fitness</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>"," Erfahrung als Kommissionierer von Vorteil
Gute mündliche Deutschkenntnisse
<SoftSkill>Körperliche Fitness</SoftSkill>
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>",1,OWA,1.0
230,416," Sie verfügen über eine <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill_C>ganzheitliche Denk-</SoftSkill_C> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und: ->"," Sie verfügen über eine <SoftSkill>exakte Denkweise</SoftSkill>, <SoftSkill>ganzheitliche Denkweise</SoftSkill> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und:"," Sie verfügen über eine <SoftSkill>exakte Denkweise</SoftSkill>, <SoftSkill>ganzheitliche Denkweise</SoftSkill> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und:",1,HOWA,1.0
231,417,× <SoftSkill_C>Exaktes</SoftSkill_C> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill> ->,× <SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill>,× <SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>kundenorientiertes Arbeiten</SoftSkill>,1,OWA,1.0
232,418," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein <SoftSkill_C>gewinnendes</SoftSkill_C>, <SoftSkill_C>kompetentes</SoftSkill_C> und <SoftSkill>zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen</SoftSkill>. ->"," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein <SoftSkill>gewinnendes Auftreten</SoftSkill>, <SoftSkill>kompetentes Auftreten</SoftSkill> und <SoftSkill>zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen</SoftSkill>."," Ihre Erfahrung in der Projektleitung von komplexen Anlagen gibt Ihnen die notwendige Sicherheit für ein <SoftSkill>gewinnendes Auftreten</SoftSkill>, <SoftSkill>kompetentes Auftreten</SoftSkill> und <SoftSkill>zielführendes Auftreten gegenüber den verschiedenen Anspruchsgruppen</SoftSkill>.",1,MC,1.0
233,419," Wir stellen uns eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill_C>kreative</SoftSkill_C> und <SoftSkill>äusserst teamfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill_C>intensive Team-</SoftSkill_C> und <SoftSkill>Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill>. ->"," Wir stellen uns eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kreative Persönlichkeit</SoftSkill> und <SoftSkill>äusserst teamfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>intensive Teamarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill> und <SoftSkill>Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill>."," Wir stellen uns eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kreative Persönlichkeit</SoftSkill> und <SoftSkill>äusserst teamfähige Persönlichkeit</SoftSkill> vor, welche <SoftSkill>intensive Teamarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill> und <SoftSkill>Zusammenarbeit mit der zukünftigen Stellenpartnerin schätzt</SoftSkill>.",1,HMDC,1.0
234,420," •  Eine <SoftSkill_C>teamfähige</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>verlässliche Persönlichkeit</SoftSkill> ->"," Eine <SoftSkill>teamfähige Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>verlässliche Persönlichkeit</SoftSkill>"," Eine <SoftSkill>teamfähige Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>verlässliche Persönlichkeit</SoftSkill>",1,MC,1.0
235,421," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill_C>stylen</SoftSkill_C> und zudem ->"," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill>liebst es Personen zu stylen</SoftSkill> und zudem"," Lover’s aufgepasst – Du <SoftSkill>liebst es Personen zu schminken</SoftSkill>, <SoftSkill>liebst es Personen zu stylen</SoftSkill> und zudem",1,MWA,1.0
236,422," Verfügen Sie über <SoftSkill>gestalterische Fähigkeiten</SoftSkill>, sind <SoftSkill>proaktiv</SoftSkill>, <SoftSkill_C>Kunden-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne exakt</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>? ->"," Verfügen Sie über <SoftSkill>gestalterische Fähigkeiten</SoftSkill>, sind <SoftSkill>proaktiv</SoftSkill>, <SoftSkill>Kundenorientiert</SoftSkill> und <SoftSkill>Dienstleistungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne exakt</SoftSkill> und <SoftSkill>arbeiten gerne zuverlässig</SoftSkill>?"," Verfügen Sie über <SoftSkill>gestalterische Fähigkeiten</SoftSkill>, sind <SoftSkill>proaktiv</SoftSkill>, <SoftSkill>Kundenorientiert</SoftSkill> und <SoftSkill>Dienstleistungsorientiert</SoftSkill> und <SoftSkill>arbeiten gerne exakt</SoftSkill> und <SoftSkill>arbeiten gerne zuverlässig</SoftSkill>?",1,HMDC,1.0
237,423," Sie haben die <SoftSkill>Fähigkeit zu analytischem und vernetztem Denken</SoftSkill>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus. ->"," Sie haben die <SoftSkill>Fähigkeit zu analytischem und vernetztem Denken</SoftSkill>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus."," Sie haben die <SoftSkill>Fähigkeit zu analytischem und vernetztem Denken</SoftSkill>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus.",1,OWA,1.0
238,424," 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich
<SoftSkill>Bereitschaft 3-Schicht zu arbeiten</SoftSkill>
<SoftSkill>Hohes Qualitätsbewusstsein</SoftSkill> und Kenntnisse im Hygienebereich
<SoftSkill_C>Gewissenhaftes</SoftSkill_C> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill> ->"," 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich
<SoftSkill>Bereitschaft 3-Schicht zu arbeiten</SoftSkill>
<SoftSkill>Hohes Qualitätsbewusstsein</SoftSkill> und Kenntnisse im Hygienebereich
<SoftSkill>Gewissenhaftes Arbeiten</SoftSkill> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill>"," 3 Jahre Produktionserfahrung im Pharma- oder Chemiebereich
<SoftSkill>Bereitschaft 3-Schicht zu arbeiten</SoftSkill>
<SoftSkill>Hohes Qualitätsbewusstsein</SoftSkill> und Kenntnisse im Hygienebereich
<SoftSkill>Gewissenhaftes Arbeiten</SoftSkill> und <SoftSkill>eigenverantwortliches Arbeiten</SoftSkill>",1,OWA,1.0
239,425," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter <SoftSkill>Vorbild</SoftSkill>, <SoftSkill_C>Ausbildender</SoftSkill_C> und <SoftSkill>Förderer in einer Person</SoftSkill>. ->"," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter <SoftSkill>Vorbild</SoftSkill>, <SoftSkill>Ausbildender</SoftSkill> und <SoftSkill>Förderer in einer Person</SoftSkill>."," In Ihrer Rolle als Projektleiter sind Sie für die anderen Mitarbeiter <SoftSkill>Vorbild</SoftSkill>, <SoftSkill>Ausbildender</SoftSkill> und <SoftSkill>Förderer in einer Person</SoftSkill>.",1,NONE,1.0
240,426," Ausbildung als Velomechaniker oder ähnliches Umfeld
Erfahrungen im Verkauf von Vorteil
Sehr gute Deutschkenntnisse
<SoftSkill>Freude am Verkaufen</SoftSkill> und <SoftSkill_C>Umgang mit Menschen
Kontaktfreudigkeit und</SoftSkill_C> <SoftSkill>gute Umgangsformen</SoftSkill> ->"," Ausbildung als Velomechaniker oder ähnliches Umfeld
Erfahrungen im Verkauf von Vorteil
Sehr gute Deutschkenntnisse
<SoftSkill>Freude am Verkaufen</SoftSkill> und <SoftSkill>Freude am Umgang mit Menschen</SoftSkill>
Kontaktfreudigkeit und</SoftSkill> <SoftSkill>gute Umgangsformen</SoftSkill>"," Ausbildung als Velomechaniker oder ähnliches Umfeld
Erfahrungen im Verkauf von Vorteil
Sehr gute Deutschkenntnisse
<SoftSkill>Freude am Verkaufen</SoftSkill> und <SoftSkill>Freude am Umgang mit Menschen</SoftSkill>
<SoftSkill>Kontaktfreudigkeit</SoftSkill> und <SoftSkill>gute Umgangsformen</SoftSkill>",0,MWA,1.0
241,427," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill_C>vernetzt</SoftSkill_C>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>interdisziplinär</SoftSkill_C>. ->"," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln interdisziplinär</SoftSkill>."," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln interdisziplinär</SoftSkill>.",1,MDC,1.0
242,428," Auch <SoftSkill>arbeiten Sie selbstständig</SoftSkill>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>setzen Aufgaben konsequent und zielgerichtet um</SoftSkill>. ->"," Auch <SoftSkill>arbeiten Sie selbstständig</SoftSkill>, <SoftSkill>arbeiten Sie verantwortungsbewusst</SoftSkill> und <SoftSkill>setzen Aufgaben konsequent und zielgerichtet um</SoftSkill>."," Auch <SoftSkill>arbeiten Sie selbstständig</SoftSkill>, <SoftSkill>arbeiten Sie verantwortungsbewusst</SoftSkill> und <SoftSkill>setzen Aufgaben konsequent und zielgerichtet um</SoftSkill>.",1,MWA,1.0
243,429,<SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill> sind für Sie keine Fremdwörter. ->,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill> sind für Sie keine Fremdwörter.,<SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill> sind für Sie keine Fremdwörter.,1,OWA,1.0
