idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
485," •  <SoftSkill_C>Freude</SoftSkill_C>, <SoftSkill>Begabung</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team
zu leiten</SoftSkill> ->"," • <SoftSkill>Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>, <SoftSkill>Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>"," • <SoftSkill>Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>, <SoftSkill>Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill> und <SoftSkill>Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten</SoftSkill>"," • Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten, Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten und Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten"," • Freude in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten, Begabung in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten und Kompetenz in der Arbeit mit Patientinnen und Patienten und ein Team zu leiten",0,MDC
487," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill_C>Kommunikations-</SoftSkill_C> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill_C>Zielfokussierte</SoftSkill_C>, <SoftSkill_C>analytische Denk-</SoftSkill_C> und <SoftSkill>Handlungsweise</SoftSkill> ->"," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill>Kommunikationsflair</SoftSkill> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill>Zielfokussierte Denkweise</SoftSkill>, <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>analytische Handlungsweise</SoftSkill>"," Naturwissenschaftliche Ausbildung (Master Degree)
Profunder Leistungsausweis im internationalen Produktmanagement
Praktische Marketingerfahrung von Vorteil
<SoftSkill>Kommunikationsflair</SoftSkill> und <SoftSkill>Präsentationsflair</SoftSkill> (e/d) sowie Projektmanagementerfahrung
<SoftSkill>Zielfokussierte Denkweise</SoftSkill>, <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>handlungsweise</SoftSkill>"," Naturwissenschaftliche Ausbildung (Master Degree) Profunder Leistungsausweis im internationalen Produktmanagement Praktische Marketingerfahrung von Vorteil Kommunikationsflair und Präsentationsflair (e/d) sowie Projektmanagementerfahrung Zielfokussierte Denkweise, analytische Denkweise und handlungsweise"," Naturwissenschaftliche Ausbildung (Master Degree) Profunder Leistungsausweis im internationalen Produktmanagement Praktische Marketingerfahrung von Vorteil Kommunikationsflair und Präsentationsflair (e/d) sowie Projektmanagementerfahrung Zielfokussierte Denkweise, analytische Denkweise und analytische Handlungsweise",12,HMDC
488,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill> ->,<SoftSkill>Freude im Umgang mit kranken Menschen</SoftSkill> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill>,<SoftSkill>Freude im Umgang mit kranken Menschen</SoftSkill> und <SoftSkill>Geschick im Umgang mit kranken Menschen</SoftSkill>,Freude im Umgang mit kranken Menschen und Geschick im Umgang mit kranken Menschen,Freude im Umgang mit kranken Menschen und Geschick im Umgang mit kranken Menschen,0,MWA
489,•  <SoftSkill_C>verständlich sprechen</SoftSkill_C> und <SoftSkill>gerne singen</SoftSkill> ->,<SoftSkill>verständlich sprechen</SoftSkill> und <SoftSkill>gerne singen</SoftSkill>,<SoftSkill>verständlich sprechen</SoftSkill> und <SoftSkill>gerne singen</SoftSkill>,verständlich sprechen und gerne singen,verständlich sprechen und gerne singen,0,OWA
490," •  Ihr <SoftSkill_C>äusserst ergebnis-</SoftSkill_C>, <SoftSkill_C>service-</SoftSkill_C> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill> ->"," • Ihr <SoftSkill>äusserst ergebnisorientierter Arbeitsstil</SoftSkill>, <SoftSkill>serviceorientierter Arbeitsstil</SoftSkill> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill>"," • Ihr <SoftSkill>äusserst ergebnisorientierter Arbeitsstil</SoftSkill>, <SoftSkill>serviceorientierter Arbeitsstil</SoftSkill> sowie <SoftSkill>teamorientierter Arbeitsstil</SoftSkill> wird ergänzt durch <SoftSkill>ausgezeichnete analytische Fähigkeiten</SoftSkill>"," • Ihr äusserst ergebnisorientierter Arbeitsstil, serviceorientierter Arbeitsstil sowie teamorientierter Arbeitsstil wird ergänzt durch ausgezeichnete analytische Fähigkeiten"," • Ihr äusserst ergebnisorientierter Arbeitsstil, serviceorientierter Arbeitsstil sowie teamorientierter Arbeitsstil wird ergänzt durch ausgezeichnete analytische Fähigkeiten",0,HMC
491,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch die <SoftSkill_C>Zusammenarbeit in einem grösseren Team</SoftSkill_C>. ->,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch <SoftSkill>schätzen die Zusammenarbeit in einem grösseren Team</SoftSkill>.,Ihre <SoftSkill>Rolle leben Sie mit viel Engagement</SoftSkill> und <SoftSkill>schätzen sowohl den Umgang mit Menschen</SoftSkill> als auch die <SoftSkill>Zusammenarbeit in einem grösseren Team</SoftSkill>.,Ihre Rolle leben Sie mit viel Engagement und schätzen sowohl den Umgang mit Menschen als auch die Zusammenarbeit in einem grösseren Team.,Ihre Rolle leben Sie mit viel Engagement und schätzen sowohl den Umgang mit Menschen als auch schätzen die Zusammenarbeit in einem grösseren Team.,9,OWA
492," Eine <SoftSkill_C>gut organisierte</SoftSkill_C>, <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus. ->"," Eine <SoftSkill>gut organisierte Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus."," Eine <SoftSkill>gut organisierte Arbeitsweise</SoftSkill>, <SoftSkill>strukturierte Arbeitsweise</SoftSkill> und <SoftSkill>saubere Arbeitsweise</SoftSkill> setzen wir voraus."," Eine gut organisierte Arbeitsweise, strukturierte Arbeitsweise und saubere Arbeitsweise setzen wir voraus."," Eine gut organisierte Arbeitsweise, strukturierte Arbeitsweise und saubere Arbeitsweise setzen wir voraus.",0,MC
493," •  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill>"," • <SoftSkill>Selbständige Arbeitsweise</SoftSkill>, <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> und <SoftSkill>kostenbewusste Arbeitsweise</SoftSkill>"," • Selbständige Arbeitsweise, zuverlässige Arbeitsweise und kostenbewusste Arbeitsweise"," • Selbständige Arbeitsweise, zuverlässige Arbeitsweise und kostenbewusste Arbeitsweise",0,MC
494,•  <SoftSkill_C>Analytische</SoftSkill_C> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill> ->,<SoftSkill>Analytische Fähigkeiten</SoftSkill> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill>,<SoftSkill>Analytische Fähigkeiten</SoftSkill> und <SoftSkill>strategisch-konzeptionelle Fähigkeiten</SoftSkill>,Analytische Fähigkeiten und strategisch-konzeptionelle Fähigkeiten,Analytische Fähigkeiten und strategisch-konzeptionelle Fähigkeiten,0,OWA
495," •  sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill_C>exakt</SoftSkill_C> und <SoftSkill_C>sorgfältig</SoftSkill_C> ->"," • sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten sorgfältig</SoftSkill>."," • sind <SoftSkill>feinmotorisch begabt</SoftSkill> und <SoftSkill>arbeiten gründlich</SoftSkill>, <SoftSkill>arbeiten exakt</SoftSkill> und <SoftSkill>arbeiten sorgfältig</SoftSkill>."," • sind feinmotorisch begabt und arbeiten gründlich, arbeiten exakt und arbeiten sorgfältig."," • sind feinmotorisch begabt und arbeiten gründlich, arbeiten exakt und arbeiten sorgfältig.",0,MC
496," •  eine <SoftSkill_C>Resultat-orientierte</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill> ->"," • eine <SoftSkill>Resultat-orientierte Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill>"," • eine <SoftSkill>Resultat-orientierte Persönlichkeit</SoftSkill>, <SoftSkill>engagierte Persönlichkeit</SoftSkill>, <SoftSkill>selbständige Persönlichkeit</SoftSkill> aber auch <SoftSkill>vermittelnde Persönlichkeit</SoftSkill> mit einer <SoftSkill>gesunden Balance zwischen Hartnäckigkeit</SoftSkill> und <SoftSkill>Pragmatismus</SoftSkill>"," • eine Resultat-orientierte Persönlichkeit, engagierte Persönlichkeit, selbständige Persönlichkeit aber auch vermittelnde Persönlichkeit mit einer gesunden Balance zwischen Hartnäckigkeit und Pragmatismus"," • eine Resultat-orientierte Persönlichkeit, engagierte Persönlichkeit, selbständige Persönlichkeit aber auch vermittelnde Persönlichkeit mit einer gesunden Balance zwischen Hartnäckigkeit und Pragmatismus",0,MC
497," Sie zeichnen sich durch eine <SoftSkill_C>flexible</SoftSkill_C> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>. ->"," Sie zeichnen sich durch eine <SoftSkill>flexible Art</SoftSkill> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>."," Sie zeichnen sich durch eine <SoftSkill>flexible Art</SoftSkill> sowie <SoftSkill>verantwortungsbewusste Art</SoftSkill> aus, <SoftSkill>gehen offen auf Neues zu</SoftSkill> und sind <SoftSkill>bereit, die Verbesserung der Qualität mitzugestalten</SoftSkill>."," Sie zeichnen sich durch eine flexible Art sowie verantwortungsbewusste Art aus, gehen offen auf Neues zu und sind bereit, die Verbesserung der Qualität mitzugestalten."," Sie zeichnen sich durch eine flexible Art sowie verantwortungsbewusste Art aus, gehen offen auf Neues zu und sind bereit, die Verbesserung der Qualität mitzugestalten.",0,OWA
498," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>. ->"," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill>betreuen Sie die langjährige Kundschaft zuverlässig</SoftSkill>."," Mit <SoftSkill>Eigeninitiative</SoftSkill>, <SoftSkill>Leidenschaft</SoftSkill> und <SoftSkill>Freude</SoftSkill> <SoftSkill>betreuen Sie die langjährige Kundschaft kompetent</SoftSkill> und <SoftSkill>betreuen Sie die langjährige Kundschaft zuverlässig</SoftSkill>."," Mit Eigeninitiative, Leidenschaft und Freude betreuen Sie die langjährige Kundschaft kompetent und betreuen Sie die langjährige Kundschaft zuverlässig."," Mit Eigeninitiative, Leidenschaft und Freude betreuen Sie die langjährige Kundschaft kompetent und betreuen Sie die langjährige Kundschaft zuverlässig.",0,MWA
499," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill_C>charmante</SoftSkill_C> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>. ->"," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill>charmante Gastgeber/in unserer Casinobar</SoftSkill> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>."," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%)
Ihre Aufgaben
Sie sind der/die <SoftSkill>charmante Gastgeber/in unserer Casinobar</SoftSkill> und <SoftSkill>sympathische Gastgeber/in unserer Casinobar</SoftSkill>."," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%) Ihre Aufgaben Sie sind der/die charmante Gastgeber/in unserer Casinobar und sympathische Gastgeber/in unserer Casinobar."," Mitarbeiter/-in Bar, im Stundenlohn (ca. 50%) Ihre Aufgaben Sie sind der/die charmante Gastgeber/in unserer Casinobar und sympathische Gastgeber/in unserer Casinobar.",0,MWA
500," 2 Jahre Berufserfahrung
<SoftSkill_C>Gutes technisches</SoftSkill_C> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill> ->"," 2 Jahre Berufserfahrung
<SoftSkill>Gutes technisches Verständnis</SoftSkill> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>"," 2 Jahre Berufserfahrung
<SoftSkill>Gutes technisches Verständnis</SoftSkill> und <SoftSkill>planerisches Verständnis</SoftSkill> sowie eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>
Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP)
<SoftSkill>Engagement</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>", 2 Jahre Berufserfahrung Gutes technisches Verständnis und planerisches Verständnis sowie eine zuverlässige Arbeitsweise Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP) Engagement und Einsatzbereitschaft, 2 Jahre Berufserfahrung Gutes technisches Verständnis und planerisches Verständnis sowie eine zuverlässige Arbeitsweise Gute CAD Kenntnisse (Plancal Nova / Autodesc MEP) Engagement und Einsatzbereitschaft,0,OWA
501," Sind Sie eine <SoftSkill_C>aufgestellte</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill_C>zuverlässig</SoftSkill_C>? ->"," Sind Sie eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill>erledigen Ihre Aufgaben zuverlässig</SoftSkill>?"," Sind Sie eine <SoftSkill>aufgestellte Persönlichkeit</SoftSkill>, <SoftSkill>motivierte Persönlichkeit</SoftSkill> und <SoftSkill>fröhliche Persönlichkeit</SoftSkill>, <SoftSkill>erledigen Ihre Aufgaben gerne effizient</SoftSkill> und <SoftSkill>erledigen Ihre Aufgaben zuverlässig</SoftSkill>?"," Sind Sie eine aufgestellte Persönlichkeit, motivierte Persönlichkeit und fröhliche Persönlichkeit, erledigen Ihre Aufgaben gerne effizient und erledigen Ihre Aufgaben zuverlässig?"," Sind Sie eine aufgestellte Persönlichkeit, motivierte Persönlichkeit und fröhliche Persönlichkeit, erledigen Ihre Aufgaben gerne effizient und erledigen Ihre Aufgaben zuverlässig?",0,MC
502," Sie  haben  sich  in  den  Bereichen  Organisati
on,	EDV-Kenntnissen
und  im  Prozessmanagement  weitergebildet
und
<SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und
<SoftSkill_C>speditiv</SoftSkill_C>. ->"," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und <SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und <SoftSkill>erledigen Arbeiten speditiv</SoftSkill>."," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und <SoftSkill>erledigen Arbeiten kompetent</SoftSkill> und <SoftSkill>erledigen Arbeiten speditiv</SoftSkill>."," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und erledigen Arbeiten kompetent und erledigen Arbeiten speditiv."," Sie  haben  sich  in  den  Bereichen  Organisation, EDV-Kenntnissen und im Prozessmanagement weitergebildet und erledigen Arbeiten kompetent und erledigen Arbeiten speditiv.",0,MWA
503," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill_C>effizient</SoftSkill_C> und verständigen sich sicher in Deutsch und Englisch. ->"," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill>arbeiten effizient</SoftSkill> und verständigen sich sicher in Deutsch und Englisch."," Sie <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>arbeiten sowohl exakt</SoftSkill> wie auch <SoftSkill>arbeiten effizient</SoftSkill> und verständigen sich sicher in Deutsch und Englisch."," Sie denken vernetzt, arbeiten sowohl exakt wie auch arbeiten effizient und verständigen sich sicher in Deutsch und Englisch."," Sie denken vernetzt, arbeiten sowohl exakt wie auch arbeiten effizient und verständigen sich sicher in Deutsch und Englisch.",0,OWA
504," •  <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill_C>dienstleistungsorientierte</SoftSkill_C>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus. ->"," • <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill>dienstleistungsorientierte Verhaltensweise</SoftSkill>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus."," • <SoftSkill>Stilsicheres Deutsch</SoftSkill>
Als <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill>
zeichnen Sie sich durch eine <SoftSkill>dienstleistungsorientierte Verhaltensweise</SoftSkill>
und <SoftSkill>loyale Verhaltensweise</SoftSkill> aus.", • Stilsicheres Deutsch Als teamfähige Persönlichkeit und mental bewegliche Persönlichkeit zeichnen Sie sich durch eine dienstleistungsorientierte Verhaltensweise und loyale Verhaltensweise aus., • Stilsicheres Deutsch Als teamfähige Persönlichkeit und mental bewegliche Persönlichkeit zeichnen Sie sich durch eine dienstleistungsorientierte Verhaltensweise und loyale Verhaltensweise aus.,0,MDC
505," Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>lösungsorientiert</SoftSkill_C>. ->","  Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill>arbeiten lösungsorientiert</SoftSkill>.","  Sie verfügen über eine <SoftSkill>hohe Sozialkompetenz</SoftSkill>, <SoftSkill>engagieren sich sehr dienstleistungs- und kundenorientiert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, <SoftSkill>arbeiten strukturiert</SoftSkill> und <SoftSkill>arbeiten lösungsorientiert</SoftSkill>.","  Sie verfügen über eine hohe Sozialkompetenz, engagieren sich sehr dienstleistungs- und kundenorientiert und arbeiten selbstständig, arbeiten strukturiert und arbeiten lösungsorientiert.","  Sie verfügen über eine hohe Sozialkompetenz, engagieren sich sehr dienstleistungs- und kundenorientiert und arbeiten selbstständig, arbeiten strukturiert und arbeiten lösungsorientiert.",0,MC
506," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und zu <SoftSkill_C>beurteilen</SoftSkill_C> sowie dazu <SoftSkill>Lösungen zu erarbeiten</SoftSkill>. ->"," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen</SoftSkill> sowie dazu <SoftSkill>in der Lage, Lösungen zu erarbeiten</SoftSkill>."," Sie sind <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu analysieren</SoftSkill> und <SoftSkill>in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen</SoftSkill> sowie dazu <SoftSkill>in der Lage, Lösungen zu erarbeiten</SoftSkill>."," Sie sind in der Lage, komplexe Themen weitgehend selbstständig zu analysieren und in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen sowie dazu in der Lage, Lösungen zu erarbeiten."," Sie sind in der Lage, komplexe Themen weitgehend selbstständig zu analysieren und in der Lage, komplexe Themen weitgehend selbstständig zu beurteilen sowie dazu in der Lage, Lösungen zu erarbeiten.",0,MWA
507,•  <SoftSkill_C>Verkauf</SoftSkill_C> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill> ->,<SoftSkill>Verkauf ist Ihre Leidenschaft und Stärke</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill>,<SoftSkill>Verkauf ist Ihre Leidenschaft und Stärke</SoftSkill> und <SoftSkill>Beratung ist Ihre Leidenschaft und Stärke</SoftSkill>,Verkauf ist Ihre Leidenschaft und Stärke und Beratung ist Ihre Leidenschaft und Stärke,Verkauf ist Ihre Leidenschaft und Stärke und Beratung ist Ihre Leidenschaft und Stärke,0,MWA
508," •  <SoftSkill_C>Belastbare</SoftSkill_C>, <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>sozialkompetente</SoftSkill_C> und <SoftSkill>integre Persönlichkeit</SoftSkill> ->"," • <SoftSkill>Belastbare Persönlichkeit</SoftSkill>, <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>sozialkompetente Persönlichkeit</SoftSkill> und <SoftSkill>integre Persönlichkeit</SoftSkill>"," • <SoftSkill>Belastbare Persönlichkeit</SoftSkill>, <SoftSkill>initiative Persönlichkeit</SoftSkill>, <SoftSkill>selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>sozialkompetente Persönlichkeit</SoftSkill> und <SoftSkill>integre Persönlichkeit</SoftSkill>"," • Belastbare Persönlichkeit, initiative Persönlichkeit, selbstständige Persönlichkeit, sozialkompetente Persönlichkeit und integre Persönlichkeit"," • Belastbare Persönlichkeit, initiative Persönlichkeit, selbstständige Persönlichkeit, sozialkompetente Persönlichkeit und integre Persönlichkeit",0,MC
509," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill_C>Engagierte</SoftSkill_C> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill> ->"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill>Engagierte Mitarbeit im Laborteam</SoftSkill> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill>"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF
Fachlich fundierte Kenntnisse
<SoftSkill>Engagierte Mitarbeit im Laborteam</SoftSkill> und <SoftSkill>selbständige Mitarbeit im Laborteam</SoftSkill>
<SoftSkill>Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten</SoftSkill>"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF Fachlich fundierte Kenntnisse Engagierte Mitarbeit im Laborteam und selbständige Mitarbeit im Laborteam Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten"," Diplomabschluss als Biomedizinische/-r Analytiker/-in HF Fachlich fundierte Kenntnisse Engagierte Mitarbeit im Laborteam und selbständige Mitarbeit im Laborteam Bereitschaft, im Turnus Nacht-/Wochenenddienst zu leisten",0,MWA
510,<SoftSkill_C>Ausgeprägtes Motivations-</SoftSkill_C> und <SoftSkill>Coachingtalent</SoftSkill> ->,<SoftSkill>Ausgeprägtes Motivationstalent</SoftSkill> und <SoftSkill>Coachingtalent</SoftSkill>,<SoftSkill>Ausgeprägtes Motivationstalent</SoftSkill> und <SoftSkill>Coachingtalent</SoftSkill>,Ausgeprägtes Motivationstalent und Coachingtalent,Ausgeprägtes Motivationstalent und Coachingtalent,0,HOWA
