idx,input,expected_text,generated_text,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,Problem type
271," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill_C>begeistern</SoftSkill_C> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>. ->"," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern das Gegenüber mit Zusatzleistungen</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>."," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>."," Sie suchen stets nach Lösungen im Interesse aller Beteiligten, partizipieren rege an der Erarbeitung gemeinsamer Ziele und begeistern sowie überraschen das Gegenüber mit Zusatzleistungen."," Sie suchen stets nach Lösungen im Interesse aller Beteiligten, partizipieren rege an der Erarbeitung gemeinsamer Ziele und begeistern das Gegenüber mit Zusatzleistungen sowie überraschen das Gegenüber mit Zusatzleistungen.",35,MWA
272," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>gewissenhaft</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>. ->"," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>ihre Arbeitsweise ist gewissenhaft</SoftSkill> und <SoftSkill>ihre Arbeitsweise ist genau</SoftSkill>."," Ihre <SoftSkill>Arbeitsweise ist zielorientiert</SoftSkill>, <SoftSkill>gewissenhaft</SoftSkill> und <SoftSkill>genau</SoftSkill>."," Ihre Arbeitsweise ist zielorientiert, gewissenhaft und genau."," Ihre Arbeitsweise ist zielorientiert, ihre Arbeitsweise ist gewissenhaft und ihre Arbeitsweise ist genau.",44,MC
273," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill_C>stetig auszubauen</SoftSkill_C>. ->"," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk stetig auszubauen</SoftSkill>."," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>stetig auszubauen</SoftSkill>."," Sie sind eine unternehmerisch denkende Persönlichkeit, welche offen auf Menschen zugehen kann und in der Lage ist ein Netzwerk zu pflegen und stetig auszubauen."," Sie sind eine unternehmerisch denkende Persönlichkeit, welche offen auf Menschen zugehen kann und in der Lage ist ein Netzwerk zu pflegen und in der Lage ist ein Netzwerk stetig auszubauen.",29,MWA
274," •  <SoftSkill_C>Ausgeprägte Sozial-</SoftSkill_C> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill_C>Organisations-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill> ->"," • <SoftSkill>Ausgeprägte Sozialkompetenz</SoftSkill> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill>Organisationsfähigkeiten</SoftSkill> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill>"," • <SoftSkill>Ausgeprägte Sozialkompetenz</SoftSkill> und <SoftSkill>Führungskompetenz</SoftSkill> in Kombination mit <SoftSkill>Organisationskompetenz</SoftSkill> und <SoftSkill>Kommunikationsfähigkeiten</SoftSkill>
(<SoftSkill>Überzeugungskraft</SoftSkill> sowie <SoftSkill>Verhandlungsgeschick</SoftSkill>", • Ausgeprägte Sozialkompetenz und Führungskompetenz in Kombination mit Organisationskompetenz und Kommunikationsfähigkeiten (Überzeugungskraft sowie Verhandlungsgeschick, • Ausgeprägte Sozialkompetenz und Führungskompetenz in Kombination mit Organisationsfähigkeiten und Kommunikationsfähigkeiten (Überzeugungskraft sowie Verhandlungsgeschick,8,HMDC
275," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill_C>ehrlich</SoftSkill_C> sowie <SoftSkill_C>transparent</SoftSkill_C>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus. ->"," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill>kommunizieren stets ehrlich</SoftSkill> sowie <SoftSkill>kommunizieren stets transparent</SoftSkill>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus."," Sie <SoftSkill>kommunizieren stets angemessen</SoftSkill>, <SoftSkill>kommunizieren ehrlich</SoftSkill> sowie <SoftSkill>kommunizieren transparent</SoftSkill>, <SoftSkill>unterstützen ein wohlwollendes Gesprächsklima</SoftSkill> und zeichnen sich als <SoftSkill>Teamplayer</SoftSkill> aus."," Sie kommunizieren stets angemessen, kommunizieren ehrlich sowie kommunizieren transparent, unterstützen ein wohlwollendes Gesprächsklima und zeichnen sich als Teamplayer aus."," Sie kommunizieren stets angemessen, kommunizieren stets ehrlich sowie kommunizieren stets transparent, unterstützen ein wohlwollendes Gesprächsklima und zeichnen sich als Teamplayer aus.",12,MC
276," Sie <SoftSkill_C>lieben</SoftSkill_C> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>. ->"," Sie <SoftSkill>lieben den Kontakt zu Kunden</SoftSkill> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>."," Sie <SoftSkill>lieben den Kontakt zu Kunden</SoftSkill> und <SoftSkill>leben den Kontakt zu Kunden</SoftSkill>, <SoftSkill>treffen rasche Entscheidungen</SoftSkill> und <SoftSkill>entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter</SoftSkill>."," Sie lieben den Kontakt zu Kunden und leben den Kontakt zu Kunden, treffen rasche Entscheidungen und entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter."," Sie lieben den Kontakt zu Kunden und leben den Kontakt zu Kunden, treffen rasche Entscheidungen und entwicklen sich, Ihr Team und Ihr Businessbereich stetig weiter.",0,MWA
277," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und zu <SoftSkill_C>motivieren</SoftSkill_C>. ->"," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und ihrer <SoftSkill>Fähigkeit, Menschen zu motivieren</SoftSkill>."," Sie überzeugen mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>gesundem Durchsetzungsvermögen</SoftSkill> und Ihrer <SoftSkill>Fähigkeit, Menschen zu begeistern</SoftSkill> und zu <SoftSkill>motivieren</SoftSkill>."," Sie überzeugen mit einem sicheren Auftreten, gesundem Durchsetzungsvermögen und Ihrer Fähigkeit, Menschen zu begeistern und zu motivieren."," Sie überzeugen mit einem sicheren Auftreten, gesundem Durchsetzungsvermögen und Ihrer Fähigkeit, Menschen zu begeistern und ihrer Fähigkeit, Menschen zu motivieren.",26,MWA
278,Ausserdem gehören <SoftSkill_C>richtiges Zeit-</SoftSkill_C> und <SoftSkill>Selbstma nagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>. ->,Ausserdem gehören <SoftSkill>richtiges Zeitmanagement</SoftSkill> und <SoftSkill>Selbstmanagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>.,Ausserdem gehören <SoftSkill>richtiges Zeitmanagement</SoftSkill> und <SoftSkill>Selbstmanagement</SoftSkill> sowie <SoftSkill>gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken</SoftSkill>.,Ausserdem gehören richtiges Zeitmanagement und Selbstmanagement sowie gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken.,Ausserdem gehören richtiges Zeitmanagement und Selbstmanagement sowie gute Arbeitsorganisation in hektischen Situationen zu Ihren Stärken.,0,HOWA
279,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill_C>gemeinsame Entscheide mittragen</SoftSkill_C>. ->,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill>können gemeinsame Entscheide mittragen</SoftSkill>.,Sie <SoftSkill>können sich in Teams einbringen</SoftSkill> und <SoftSkill>können gemeinsame Entscheide mittragen</SoftSkill>.,Sie können sich in Teams einbringen und können gemeinsame Entscheide mittragen.,Sie können sich in Teams einbringen und können gemeinsame Entscheide mittragen.,0,OWA
280,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill>arbeiten gerne effizient</SoftSkill>.,Sie <SoftSkill>arbeiten gerne selbständig</SoftSkill> und <SoftSkill>arbeiten gerne effizient</SoftSkill>.,Sie arbeiten gerne selbständig und arbeiten gerne effizient.,Sie arbeiten gerne selbständig und arbeiten gerne effizient.,0,MWA
281," •  <SoftSkill_C>Motivierte</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>lösungsorientierte</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert? ->"," <SoftSkill>Motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert?"," <SoftSkill>Motivierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>lösungsorientierte Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill>, <SoftSkill>unternehmerische Persönlichkeit</SoftSkill>
Sind Sie interessiert?"," Motivierte Persönlichkeit, kommunikative Persönlichkeit, lösungsorientierte Persönlichkeit, flexible Persönlichkeit, unternehmerische Persönlichkeit Sind Sie interessiert?"," Motivierte Persönlichkeit, kommunikative Persönlichkeit, lösungsorientierte Persönlichkeit, flexible Persönlichkeit, unternehmerische Persönlichkeit Sind Sie interessiert?",0,MC
282," •  Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill_C>ausgesprochen teamfähige</SoftSkill_C> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill_C>fachliche</SoftSkill_C> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus. ->"," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill>ausgesprochen teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill>fachliche Kompetenzen</SoftSkill> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus."," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc
Als <SoftSkill>ausgesprochen teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>mental bewegliche Persönlichkeit</SoftSkill> zeichnen Sie sich durch <SoftSkill>fachliche Kompetenzen</SoftSkill> und <SoftSkill>soziale Kompetenzen</SoftSkill> aus."," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc Als ausgesprochen teamfähige Persönlichkeit und mental bewegliche Persönlichkeit zeichnen Sie sich durch fachliche Kompetenzen und soziale Kompetenzen aus."," • Gute EDV-Kenntnisse: MS-Of ce, P ege- doc Als ausgesprochen teamfähige Persönlichkeit und mental bewegliche Persönlichkeit zeichnen Sie sich durch fachliche Kompetenzen und soziale Kompetenzen aus.",0,MDC
283," <SoftSkill_C>Hohe Kunden-</SoftSkill_C>, <SoftSkill_C>Qualitäts-</SoftSkill_C> und <SoftSkill>Serviceorientierung</SoftSkill> ->"," <SoftSkill>Hohe Kundenorientierung</SoftSkill>, <SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Serviceorientierung</SoftSkill>"," <SoftSkill>Hohe Kundenorientierung</SoftSkill>, <SoftSkill>Qualitätsorientierung</SoftSkill> und <SoftSkill>Serviceorientierung</SoftSkill>"," Hohe Kundenorientierung, Qualitätsorientierung und Serviceorientierung"," Hohe Kundenorientierung, Qualitätsorientierung und Serviceorientierung",0,HMC
284," <SoftSkill_C>Sorgfältiges</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise. ->"," <SoftSkill>sorgfältiges Arbeiten</SoftSkill>, <SoftSkill>genaues Arbeiten</SoftSkill> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise."," <SoftSkill>sorgfältiges Arbeiten</SoftSkill>, <SoftSkill>genaues Arbeiten</SoftSkill> und <SoftSkill>effizientes Arbeiten</SoftSkill> ist Ihre Devise."," sorgfältiges Arbeiten, genaues Arbeiten und effizientes Arbeiten ist Ihre Devise."," sorgfältiges Arbeiten, genaues Arbeiten und effizientes Arbeiten ist Ihre Devise.",0,MC
285,•  <SoftSkill_C>Hohe Kunden-</SoftSkill_C> und <SoftSkill>Teamorientierung</SoftSkill> ->,<SoftSkill>Hohe Kundenorientierung</SoftSkill> und <SoftSkill>Teamorientierung</SoftSkill>,<SoftSkill>Hohe Kundenorientierung</SoftSkill> und <SoftSkill>Teamorientierung</SoftSkill>,Hohe Kundenorientierung und Teamorientierung,Hohe Kundenorientierung und Teamorientierung,0,HOWA
