,input,output,ind_skill,input_EN,output_EN
915, Du bist <SoftSkill>zuverlässig</SoftSkill> und kannst <SoftSkill_C>sorgfältig</SoftSkill_C> und <SoftSkill>selbständig arbeiten</SoftSkill>., Du bist <SoftSkill>zuverlässig</SoftSkill> und kannst <SoftSkill>sorgfältig arbeiten</SoftSkill> und <SoftSkill>selbständig arbeiten</SoftSkill>.,"['zuverlässig', 'sorgfältig arbeiten', 'selbständig arbeiten']", You are <SoftSkill>reliable</SoftSkill> and can work <SoftSkill_C>carefully</SoftSkill_C> and <SoftSkill>independently</SoftSkill>., You are <SoftSkill>reliable</SoftSkill> and can <SoftSkill>work carefully</SoftSkill> and <SoftSkill>work independently</SoftSkill>.
864," <SoftSkill>vielseitig</SoftSkill> <SoftSkill>interessiert</SoftSkill>
<SoftSkill>lernfreudig</SoftSkill>
<SoftSkill>zahlensicher</SoftSkill>
ein <SoftSkill>Schnelldenker</SoftSkill>
<SoftSkill>gerne am PC tätig</SoftSkill>
<SoftSkill>eigeninitiativ</SoftSkill>
<SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>organisationsfähig</SoftSkill>
<SoftSkill>mündlich und schriftlich sprachgewandt</SoftSkill"," <SoftSkill>vielseitig interessiert</SoftSkill> <SoftSkill>interessiert</SoftSkill>
<SoftSkill>lernfreudig</SoftSkill>
<SoftSkill>zahlensicher</SoftSkill>
ein <SoftSkill>Schnelldenker</SoftSkill>
<SoftSkill>gerne am PC tätig</SoftSkill>
<SoftSkill>eigeninitiativ</SoftSkill>
<SoftSkill>teamfähig</SoftSkill> und <SoftSkill>organisationsfähig</SoftSkill>
<SoftSkill>mündlich und schriftlich sprachgewandt</SoftSkill>","['vielseitig interessiert', 'interessiert', 'lernfreudig', 'zahlensicher', 'Schnelldenker', 'gerne am PC tätig', 'eigeninitiativ', 'teamfähig', 'organisationsfähig', 'mündlich und schriftlich sprachgewandt']"," <SoftSkill>Versatile</SoftSkill> <SoftSkill>Interested</SoftSkill>
<SoftSkill>eager to learn</SoftSkill>
<SoftSkill>confident in numbers</SoftSkill>
a <SoftSkill>quick thinker</SoftSkill>.
<SoftSkill>likes to work on the PC</SoftSkill>.
<SoftSkill>having initiative</SoftSkill>
<SoftSkill_C>team-</SoftSkill_C> and <SoftSkill>organisational</SoftSkill>
<SoftSkill> verbally and in writing articulate</SoftSkill"," <SoftSkill>multi-interested</SoftSkill> <SoftSkill>interested</SoftSkill>
<SoftSkill>eager to learn</SoftSkill>
<SoftSkill>confident in numbers</SoftSkill>
a <SoftSkill>quick thinker</SoftSkill>.
<SoftSkill>likes to work on the PC</SoftSkill>.
<SoftSkill>proactive</SoftSkill>
<SoftSkill>team-oriented</SoftSkill> and <SoftSkill>organisational</SoftSkill>.
<SoftSkill>verbal and written fluency</SoftSkill>."
1924," Wenn Sie <SoftSkill_C>zielgerichtet</SoftSkill_C>, <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>effizient arbeiten</SoftSkill>, wenn Sie <SoftSkill>hartnäckig nachfragen</SoftSkill>, dann freuen wir uns auf Ihre Unterlagen inklusive Arbeitsproben."," Wenn Sie <SoftSkill>zielgerichtet arbeiten</SoftSkill>, <SoftSkill>selbstständig arbeiten</SoftSkill> und <SoftSkill>effizient arbeiten</SoftSkill>, wenn Sie <SoftSkill>hartnäckig nachfragen</SoftSkill>, dann freuen wir uns auf Ihre Unterlagen inklusive Arbeitsproben.","['zielgerichtet arbeiten', 'selbstständig arbeiten', 'effizient arbeiten', 'hartnäckig nachfragen']"," If you are <SoftSkill_C>goal-oriented</SoftSkill_C>, <SoftSkill_C>self-reliant</SoftSkill_C> and <SoftSkill>efficient</SoftSkill>, if you <SoftSkill>are persistent in your enquiries</SoftSkill>, then we look forward to receiving your documents including work samples."," If you are <SoftSkill>target-oriented</SoftSkill>, <SoftSkill>self-reliant</SoftSkill> and <SoftSkill>efficient</SoftSkill>, if you <SoftSkill>stubbornly ask questions</SoftSkill>, then we look forward to receiving your documents including work samples."
674," Du <SoftSkill>übernimmst gerne Verantwortung</SoftSkill>, kannst <SoftSkill_C>logisch</SoftSkill_C> und <SoftSkill>selbstständig denken</SoftSkill> und deine <SoftSkill>Fähigkeiten richtig einschätzen</SoftSkill>."," Du <SoftSkill>übernimmst gerne Verantwortung</SoftSkill>, kannst <SoftSkill>logisch denken</SoftSkill> und <SoftSkill>selbstständig denken</SoftSkill> und deine <SoftSkill>Fähigkeiten richtig einschätzen</SoftSkill>.","['übernimmst gerne Verantwortung', 'logisch denken', 'selbstständig denken', 'Fähigkeiten richtig einschätzen']"," You <SoftSkill>like to take responsibility</SoftSkill>, can <SoftSkill_C>think logically</SoftSkill_C> and <SoftSkill>self-reliantly</SoftSkill> and correctly assess your <SoftSkill>abilities</SoftSkill>."," You <SoftSkill>like to take responsibility</SoftSkill>, can <SoftSkill>think logically</SoftSkill> and <SoftSkill>think independently</SoftSkill> and correctly assess your <SoftSkill>abilities</SoftSkill>."
982," Beschreibung:
Hast du <SoftSkill>Interesse am Umgang mit dem Computer</SoftSkill> und am <SoftSkill_C>Kontakt mit anderen Menschen</SoftSkill_C>?"," Beschreibung:
Hast du <SoftSkill>Interesse am Umgang mit dem Computer</SoftSkill> und <SoftSkill>Interesse am Kontakt mit anderen Menschen</SoftSkill>?","['Interesse am Umgang mit dem Computer', 'Interesse am Kontakt mit anderen Menschen']"," Description:
Do you have <SoftSkill>interest in using the computer</SoftSkill> and in <SoftSkill_C>contact with other people</SoftSkill_C>?"," Description:
Do you have <SoftSkill>interest in using the computer</SoftSkill> and <SoftSkill>interest in contact with other people</SoftSkill>?"
426," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill_C>vernetzt</SoftSkill_C>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill_C>strukturiert</SoftSkill_C> und <SoftSkill_C>interdisziplinär</SoftSkill_C>."," Sie <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>, <SoftSkill>handeln selbstbewusst</SoftSkill>, <SoftSkill>handeln strukturiert</SoftSkill> und <SoftSkill>handeln interdisziplinär</SoftSkill>.","['denken analytisch', 'denken vernetzt', 'handeln selbstbewusst', 'handeln strukturiert', 'handeln interdisziplinär']"," They <SoftSkill>think analytically</SoftSkill> and <SoftSkill_C>networked</SoftSkill_C>, <SoftSkill>act self-confidently</SoftSkill>, <SoftSkill_C>structured</SoftSkill_C> and <SoftSkill_C>interdisciplinary</SoftSkill_C>."," They <SoftSkill>think analytically</SoftSkill> and <SoftSkill>think networked</SoftSkill>, <SoftSkill>act self-confidently</SoftSkill>, <SoftSkill>act structured</SoftSkill> and <SoftSkill>act interdisciplinary</SoftSkill>."
567," Eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>Empathie</SoftSkill>, <SoftSkill>Geduld</SoftSkill> und <SoftSkill>Verständnis im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill> sind für Sie selbstverständlich."," Eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>dienstleistungsorientierte Arbeitsweise</SoftSkill> sowie <SoftSkill>Empathie im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill>, <SoftSkill>Geduld im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill> und <SoftSkill>Verständnis im Umgang mit betagten und pflegebedürftigen Menschen</SoftSkill> sind für Sie selbstverständlich.","['selbstständige Arbeitsweise', 'dienstleistungsorientierte Arbeitsweise', 'Empathie im Umgang mit betagten und pflegebedürftigen Menschen', 'Geduld im Umgang mit betagten und pflegebedürftigen Menschen', 'Verständnis im Umgang mit betagten und pflegebedürftigen Menschen']"," A <SoftSkill_C>self-reliant</SoftSkill_C> and <SoftSkill>service-oriented way of working</SoftSkill> as well as <SoftSkill>empathy</SoftSkill>, <SoftSkill>patience</SoftSkill> and <SoftSkill>understanding in dealing with elderly people and people in need of care</SoftSkill> are a matter of course for you."," A <SoftSkill>self-reliant way of working</SoftSkill> and <SoftSkill>service-oriented way of working</SoftSkill> as well as <SoftSkill>empathy in dealing with elderly people and people in need of care</SoftSkill>, <SoftSkill>patience in dealing with elderly people and people in need of care</SoftSkill> and <SoftSkill>understanding in dealing with elderly people and people in need of care</SoftSkill> are a matter of course for you."
943," •  <SoftSkill_C>Tatkräftiger</SoftSkill_C>, <SoftSkill_C>innovativer</SoftSkill_C> und selbst <SoftSkill>motivierter Teamplayer</SoftSkill> mit einer <SoftSkill>ausgeprägten Can-Do
Attitude</SoftSkill> und der <SoftSkill>Fähigkeit, sich rasch neues Wissen anzueignen</SoftSkill"," • <SoftSkill>Tatkräftiger Teamplayer</SoftSkill>, <SoftSkill>innovativer Teamplayer</SoftSkill> und selbst <SoftSkill>motivierter Teamplayer</SoftSkill> mit einer <SoftSkill>ausgeprägten Can-Do Attitude</SoftSkill> und der <SoftSkill>Fähigkeit, sich rasch neues Wissen anzueignen</SoftSkill>","['Tatkräftiger Teamplayer', 'innovativer Teamplayer', 'motivierter Teamplayer', 'ausgeprägten Can-Do Attitude', 'Fähigkeit, sich rasch neues Wissen anzueignen']"," - <SoftSkill_C>Efficient</SoftSkill_C>, <SoftSkill_C>innovative</SoftSkill_C> and even <SoftSkill>motivated team player</SoftSkill> with a <SoftSkill>strong Can-Do.
Attitude</SoftSkill> and the <SoftSkill>ability to quickly acquire new knowledge</SoftSkill"," - <SoftSkill>Effective team player</SoftSkill>, <SoftSkill>innovative team player</SoftSkill> and even <SoftSkill>motivated team player</SoftSkill> with a <SoftSkill>strong can-do attitude</SoftSkill> and the <SoftSkill>ability to quickly acquire new knowledge</SoftSkill>."
1947, Sie können <SoftSkill>Menschen für Ihre Sache überzeugen</SoftSkill> und <SoftSkill_C>gewinnen</SoftSkill_C>., Sie können <SoftSkill>Menschen für Ihre Sache überzeugen</SoftSkill> und <SoftSkill>Menschen für Ihre Sache gewinnen</SoftSkill>.,"['Menschen für Ihre Sache überzeugen', 'Menschen für Ihre Sache gewinnen']", You can <SoftSkill>convince people for your cause</SoftSkill> and <SoftSkill_C>win them over</SoftSkill_C>., You can <SoftSkill>Convince people for your cause</SoftSkill> and <SoftSkill>Win people for your cause</SoftSkill>.
1733," Leidenschaft für eine präzisen Fertigung im tausendstel Millimeter
Erfahrung in der Uhrenindustrie ist ein Vorteil
Technisches Verständnis auf konventionellen Maschinen
<SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>qualitätsbewusste</SoftSkill_C> und <SoftSkill>praxisorientierte Person</SoftSkill"," Leidenschaft für eine präzisen Fertigung im tausendstel Millimeter
Erfahrung in der Uhrenindustrie ist ein Vorteil
Technisches Verständnis auf konventionellen Maschinen
<SoftSkill>Selbständige Person</SoftSkill>, <SoftSkill>qualitätsbewusste Person</SoftSkill> und <SoftSkill>praxisorientierte Person</SoftSkill>","['Selbständige Person', 'qualitätsbewusste Person', 'praxisorientierte Person']"," Passion for precision manufacturing to the thousandth of a millimetre
Experience in the watch industry is an advantage
Technical understanding on conventional machines
<SoftSkill_C>Self-motivated</SoftSkill_C>, <SoftSkill_C>quality-conscious</SoftSkill_C> and <SoftSkill>practically oriented person</SoftSkill"," Passion for precision manufacturing to the thousandth of a millimetre
Experience in the watch industry is an advantage
Technical understanding on conventional machines
<SoftSkill>Self-reliant person</SoftSkill>, <SoftSkill>Quality conscious person</SoftSkill> and <SoftSkill>practice oriented person</SoftSkill>."
1216," <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill>Bereitschaft zur Schichtarbeit</SoftSkill> sowie zu <SoftSkill_C>Einsätzen ausserhalb der Arbeitszeit</SoftSkill_C> runden Ihr Profil ab."," <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill>Bereitschaft zur Schichtarbeit</SoftSkill> sowie <SoftSkill>Bereitschaft zu Einsätzen ausserhalb der Arbeitszeit</SoftSkill> runden Ihr Profil ab.","['Belastbarkeit', 'Bereitschaft zur Schichtarbeit', 'Bereitschaft zu Einsätzen ausserhalb der Arbeitszeit']"," <SoftSkill>Ability to work under pressure</SoftSkill>, <SoftSkill>Willingness to work shifts</SoftSkill> as well as <SoftSkill_C>Out-of-hours assignments</SoftSkill_C> complete your profile."," <SoftSkill>Ability to work under pressure</SoftSkill>, <SoftSkill>Willingness to work shifts</SoftSkill> as well as <SoftSkill>Willingness to work outside working hours</SoftSkill> complete your profile."
398," Im Auftrag
unserer Mandantin suchen wir eine <SoftSkill_C>initiative</SoftSkill_C>
und <SoftSkill>entscheidungsstarke Persönlichkeit</SoftSkill> als
Bauleiter/Stv."," 
Im Auftrag unserer Mandantin suchen wir eine <SoftSkill>initiative Persönlichkeit</SoftSkill>
und <SoftSkill>entscheidungsstarke Persönlichkeit</SoftSkill> als Bauleiter/Stv.","['initiative Persönlichkeit', 'entscheidungsstarke Persönlichkeit']"," On behalf
our client we are looking for an <SoftSkill_C>initiative</SoftSkill_C>
and <SoftSkill>decision-making personality</SoftSkill> as a
Site Manager/Stv."," 
On behalf of our client we are looking for a <SoftSkill>initiative personality</SoftSkill>.
and <SoftSkill>decision-making personality</SoftSkill> as Site Manager/Deputy Site Manager."
1389," Die Ausbildung verlangt <SoftSkill>Spass an Mathematik</SoftSkill>, am <SoftSkill_C>Experimentieren</SoftSkill_C> und <SoftSkill_C>Tüfteln</SoftSkill_C>, <SoftSkill>Interesse am Arbeiten mit dem Computer</SoftSkill>, <SoftSkill>technisches Verständnis</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>."," Die Ausbildung verlangt <SoftSkill>Spass an Mathematik</SoftSkill>, <SoftSkill>Spass an Experimentieren</SoftSkill> und <SoftSkill>Spass an Tüfteln</SoftSkill>, <SoftSkill>Interesse am Arbeiten mit dem Computer</SoftSkill>, <SoftSkill>technisches Verständnis</SoftSkill>, <SoftSkill>analytisches Denkvermögen</SoftSkill>, <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>.","['Spass an Mathematik', 'Spass an Experimentieren', 'Spass an Tüfteln', 'Interesse am Arbeiten mit dem Computer', 'technisches Verständnis', 'analytisches Denkvermögen', 'exakte Arbeitsweise', 'Zuverlässigkeit', 'Verantwortungsbewusstsein']"," The training requires <SoftSkill>enjoyment of mathematics</SoftSkill>, <SoftSkill_C>experimentation</SoftSkill_C> and <SoftSkill_C>tinkering</SoftSkill_C>, <SoftSkill>interest in working with computers</SoftSkill>, <SoftSkill>technical understanding</SoftSkill>, <SoftSkill>analytical thinking</SoftSkill>, <SoftSkill>exact way of working</SoftSkill>, <SoftSkill>reliability</SoftSkill> and <SoftSkill>sense of responsibility</SoftSkill>."," The training requires <SoftSkill>enjoyment of mathematics</SoftSkill>, <SoftSkill>enjoyment of experimenting</SoftSkill> and <SoftSkill>enjoyment of tinkering</SoftSkill>, <SoftSkill>interest in working with computers</SoftSkill>, <SoftSkill>technical understanding</SoftSkill>, <SoftSkill>analytical thinking</SoftSkill>, <SoftSkill>exact way of working</SoftSkill>, <SoftSkill>reliability</SoftSkill> and <SoftSkill>sense of responsibility</SoftSkill>."
192," Sie können <SoftSkill>vernetzt denken</SoftSkill>, <SoftSkill>selbständig handeln</SoftSkill> und sind <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>kundenorientiert</SoftSkill>."," Sie können <SoftSkill>vernetzt denken</SoftSkill>, <SoftSkill>selbständig handeln</SoftSkill> und sind <SoftSkill>teamorientiert</SoftSkill> und <SoftSkill>kundenorientiert</SoftSkill>.","['vernetzt denken', 'selbständig handeln', 'teamorientiert', 'kundenorientiert']"," You can think <SoftSkill>networked</SoftSkill>, <SoftSkill>act independently</SoftSkill> and are <SoftSkill_C>team</SoftSkill_C> and <SoftSkill>customer-oriented</SoftSkill>."," You can think <SoftSkill>networked</SoftSkill>, <SoftSkill>act independently</SoftSkill> and are <SoftSkill>team-oriented</SoftSkill> and <SoftSkill>customer-oriented</SoftSkill>."
590,•  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Freude am Umgang mit Kleinkindern</SoftSkill,<SoftSkill>Interesse am Umgang mit Kleinkindern</SoftSkill> und <SoftSkill>Freude am Umgang mit Kleinkindern</SoftSkill>,"['Interesse am Umgang mit Kleinkindern', 'Freude am Umgang mit Kleinkindern']",- <SoftSkill_C>Interest</SoftSkill_C> and <SoftSkill>Enjoyment in dealing with young children</SoftSkill,<SoftSkill>Interest in dealing with young children</SoftSkill> and <SoftSkill>Enjoyment in dealing with young children</SoftSkill>.
471," Lass deinem <SoftSkill_C>strategischen</SoftSkill_C> und <SoftSkill>kreativen Talent</SoftSkill> freien Lauf, um die Produkte zum Leben zu erwecken, ihre Vorteile hervorzuheben und sie spannend zu präsentieren."," Lass deinem <SoftSkill>strategischen Talent</SoftSkill> und <SoftSkill>kreativen Talent</SoftSkill> freien Lauf, um die Produkte zum Leben zu erwecken, ihre Vorteile hervorzuheben und sie spannend zu präsentieren.","['strategischen Talent', 'kreativen Talent']"," Let your <SoftSkill_C>strategic</SoftSkill_C> and <SoftSkill>creative talent</SoftSkill> run free to bring the products to life, highlight their benefits and present them in an exciting way."," Let your <SoftSkill>strategic talent</SoftSkill> and <SoftSkill>creative talent</SoftSkill> run wild to bring the products to life, highlight their benefits and present them in an exciting way."
1773," <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Erfahrung im täglichen, persönlichen Kundenkontakt</SoftSkill"," <SoftSkill>Freude im täglichen, persönlichen Kundenkontakt</SoftSkill> und <SoftSkill>Erfahrung im täglichen, persönlichen Kundenkontakt</SoftSkill>","['Freude im täglichen, persönlichen Kundenkontakt', 'Erfahrung im täglichen, persönlichen Kundenkontakt']"," <SoftSkill_C>Enjoyment</SoftSkill_C> and <SoftSkill>Experience in daily, personal customer contact</SoftSkill"," <SoftSkill>Enjoyment in daily, personal customer contact</SoftSkill> and <SoftSkill>Experience in daily, personal customer contact</SoftSkill>."
1023," Schüler der OBS werden ermutigt zu fragen, zu <SoftSkill_C>forschen</SoftSkill_C>, <SoftSkill>selbständig zu denken</SoftSkill> und <SoftSkill>Verantwortung zu tragen</SoftSkill>."," Schüler der OBS werden ermutigt zu fragen, zu <SoftSkill>forschen</SoftSkill>, <SoftSkill>selbständig zu denken</SoftSkill> und <SoftSkill>Verantwortung zu tragen</SoftSkill>.","['forschen', 'selbständig zu denken', 'Verantwortung zu tragen']"," OBS students are encouraged to question, <SoftSkill_C>research</SoftSkill_C>, <SoftSkill>think independently</SoftSkill> and <SoftSkill>take responsibility</SoftSkill>."," OBS students are encouraged to question, <SoftSkill>investigate</SoftSkill>, <SoftSkill>think independently</SoftSkill> and <SoftSkill>take responsibility</SoftSkill>."
617," Des Weiteren besitzen Sie die <SoftSkill>Bereitschaft, sich in ein («unbekanntes») Arbeitsgebiet einzuarbeiten</SoftSkill> und <SoftSkill_C>sich stetig weiterzubilden</SoftSkill_C>."," Des Weiteren besitzen Sie die <SoftSkill>Bereitschaft, sich in ein («unbekanntes») Arbeitsgebiet einzuarbeiten</SoftSkill> und <SoftSkill>Bereitschaft, sich stetig weiterzubilden</SoftSkill>.","['Bereitschaft, sich in ein («unbekanntes») Arbeitsgebiet einzuarbeiten', 'Bereitschaft, sich stetig weiterzubilden']"," Furthermore, you have the <SoftSkill>willingness to familiarise yourself with an (""unknown"") field of work</SoftSkill> and <SoftSkill_C>to continuously further your education</SoftSkill_C>."," Furthermore, you have the <SoftSkill>willingness to familiarise yourself with an (""unknown"") field of work</SoftSkill> and <SoftSkill>willingness to continuously further your education</SoftSkill>."
464,Sie verfügen über einen Studienabschluss in juristischer Richtung mit Erfahrung in Informatikrecht und Datenschutz und bringen <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Motivation für Informationssicherheit</SoftSkill> mit.,Sie verfügen über einen Studienabschluss in juristischer Richtung mit Erfahrung in Informatikrecht und Datenschutz und bringen <SoftSkill>Interesse für Informationssicherheit</SoftSkill> und <SoftSkill>Motivation für Informationssicherheit</SoftSkill> mit.,"['Interesse für Informationssicherheit', 'Motivation für Informationssicherheit']",You have a degree in law with experience in IT law and data protection and bring <SoftSkill_C>interest</SoftSkill_C> and <SoftSkill>motivation for information security</SoftSkill>.,You have a degree in law with experience in IT law and data protection and bring <SoftSkill>interest in information security</SoftSkill> and <SoftSkill>motivation for information security</SoftSkill>.
141,"•  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Freude an einer Funktion als Bezugsperson</SoftSkill>, mit der Aufgabe, Kinder auf eine möglichst erfolgreiche Reintegration in die Regelschule hinzuführen","
• <SoftSkill>Interesse an einer Funktion als Bezugsperson</SoftSkill> und <SoftSkill>Freude an einer Funktion als Bezugsperson</SoftSkill>, mit der Aufgabe, Kinder auf eine möglichst erfolgreiche Reintegration in die Regelschule hinzuführen.","['Interesse an einer Funktion als Bezugsperson', 'Freude an einer Funktion als Bezugsperson']","- <SoftSkill_C>Interest</SoftSkill_C> and <SoftSkill>Enjoyment in a role as a caregiver</SoftSkill>, with the task of guiding children towards reintegration into mainstream school as successfully as possible.","
- <SoftSkill>Interest in being a caregiver</SoftSkill> and <SoftSkill>Enjoyment in being a caregiver</SoftSkill>, with the task of guiding children towards reintegration into mainstream school as successfully as possible."
2,"•  <SoftSkill_C>freundliches</SoftSkill_C>, <SoftSkill_C>sauberes</SoftSkill_C> und <SoftSkill>motiviertes Auftreten</SoftSkill","<SoftSkill>Freundliches Auftreten</SoftSkill>, <SoftSkill>sauberes Auftreten</SoftSkill> und <SoftSkill>motiviertes Auftreten</SoftSkill>","['Freundliches Auftreten', 'sauberes Auftreten', 'motiviertes Auftreten']","- <SoftSkill_C>friendly</SoftSkill_C>, <SoftSkill_C>clean</SoftSkill_C> and <SoftSkill>motivated appearance</SoftSkill","<SoftSkill>Friendly demeanour</SoftSkill>, <SoftSkill>Clean demeanour</SoftSkill> and <SoftSkill>Motivated demeanour</SoftSkill>."
1225, •  <SoftSkill_C>Vertrauenswürdiger</SoftSkill_C> und <SoftSkill>ambitionierter Verhandlungspartner</SoftSkill> mit <SoftSkill_C>Durchsetzungs-</SoftSkill_C> und <SoftSkill>Überzeugungsvermögen</SoftSkill> sowie <SoftSkill_C>Verkaufs-</SoftSkill_C> und <SoftSkill>Verhandlungsgeschick</SoftSkill, • <SoftSkill>Vertrauenswürdiger Verhandlungspartner</SoftSkill> und <SoftSkill>ambitionierter Verhandlungspartner</SoftSkill> mit <SoftSkill>Durchsetzungsvermögen</SoftSkill> und <SoftSkill>Überzeugungsvermögen</SoftSkill> sowie <SoftSkill>Verkaufsgeschick</SoftSkill> und <SoftSkill>Verhandlungsgeschick</SoftSkill>,"['Vertrauenswürdiger Verhandlungspartner', 'ambitionierter Verhandlungspartner', 'Durchsetzungsvermögen', 'Überzeugungsvermögen', 'Verkaufsgeschick', 'Verhandlungsgeschick']", - <SoftSkill_C>Trustworthy</SoftSkill_C> and <SoftSkill>ambitious negotiator</SoftSkill> with <SoftSkill_C>assertiveness</SoftSkill_C> and <SoftSkill>persuasiveness</SoftSkill> as well as <SoftSkill_C>sales</SoftSkill_C> and <SoftSkill>negotiation</SoftSkill, - <SoftSkill>Trustworthy negotiator</SoftSkill> and <SoftSkill>ambitious negotiator</SoftSkill> with <SoftSkill>assertiveness</SoftSkill> and <SoftSkill>persuasiveness</SoftSkill> as well as <SoftSkill>salesmanship</SoftSkill> and <SoftSkill>negotiation skills</SoftSkill>.
1911," Kenntnisse der dritten Amtssprache sind von Vorteil
<SoftSkill_C>Hohes Abstraktions-</SoftSkill_C> und <SoftSkill>Analysevermögen</SoftSkill>, <SoftSkill>Koordinationsfähigkeit</SoftSkill>, <SoftSkill>vernetztes Denken</SoftSkill> und <SoftSkill>starke Lösungsorientierung</SoftSkill> (Methode z. B. arc42) und <SoftSkill>Durchsetzungsfähigkeit</SoftSkill"," Kenntnisse der dritten Amtssprache sind von Vorteil
<SoftSkill>Hohes Abstraktionsvermögen</SoftSkill> und <SoftSkill>Analysevermögen</SoftSkill>, <SoftSkill>Koordinationsfähigkeit</SoftSkill>, <SoftSkill>vernetztes Denken</SoftSkill> und <SoftSkill>starke Lösungsorientierung</SoftSkill> (Methode z. B. arc42) und <SoftSkill>Durchsetzungsfähigkeit</SoftSkill>","['Hohes Abstraktionsvermögen', 'Analysevermögen', 'Koordinationsfähigkeit', 'vernetztes Denken', 'starke Lösungsorientierung', 'Durchsetzungsfähigkeit']"," Knowledge of the third official language is an advantage
<SoftSkill_C>High abstraction</SoftSkill_C> and <SoftSkill>analysis skills</SoftSkill>, <SoftSkill>coordination skills</SoftSkill>, <SoftSkill>networked thinking</SoftSkill> and <SoftSkill>strong solution orientation</SoftSkill> (method e.g. arc42) and <SoftSkill>assertiveness</SoftSkill"," Knowledge of the third official language is an advantage
<SoftSkill>High abstraction ability</SoftSkill> and <SoftSkill>Analysis ability</SoftSkill>, <SoftSkill>Coordination ability</SoftSkill>, <SoftSkill>Networked thinking</SoftSkill> and <SoftSkill>Strong solution orientation</SoftSkill> (method e.g. arc42) and <SoftSkill>Assertiveness</SoftSkill>."
1442, Sie sind <SoftSkill_C>Abschluss-</SoftSkill_C> und <SoftSkill>Akquise stark</SoftSkill>?, Sie sind <SoftSkill>Abschluss stark</SoftSkill> und <SoftSkill>Akquise stark</SoftSkill>?,"['Abschluss stark', 'Akquise stark']", Are you <SoftSkill_C>Acquisition strong</SoftSkill_C> and <SoftSkill>Acquisition strong</SoftSkill>?, Are you <SoftSkill>Acquisition strong</SoftSkill> and <SoftSkill>Acquisition strong</SoftSkill>?
339,Eine <SoftSkill_C>ausgeprägte Mitarbeiter-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus.,Eine <SoftSkill>ausgeprägte Mitarbeiterorientierung</SoftSkill> und <SoftSkill>Dienstleistungsorientierung</SoftSkill> zeichnet Sie aus.,"['ausgeprägte Mitarbeiterorientierung', 'Dienstleistungsorientierung']",A <SoftSkill_C>strong employee</SoftSkill_C> and <SoftSkill>service orientation</SoftSkill> distinguishes you.,A <SoftSkill>strong employee orientation</SoftSkill> and <SoftSkill>service orientation</SoftSkill> distinguish you.
607,<SoftSkill_C>Fachliche</SoftSkill_C> sowie <SoftSkill>soziale Kompetenz</SoftSkill> im Umgang mit Patienten und Angehörigen ?,<SoftSkill>Fachliche Kompetenz</SoftSkill> sowie <SoftSkill>soziale Kompetenz</SoftSkill> im Umgang mit Patienten und Angehörigen ?,"['Fachliche Kompetenz', 'soziale Kompetenz']",<SoftSkill_C>Technical</SoftSkill_C> as well as <SoftSkill>Social competence</SoftSkill> in dealing with patients and relatives ?,<SoftSkill>professional competence</SoftSkill> as well as <SoftSkill>social competence</SoftSkill> in dealing with patients and relatives ?
767,•  <SoftSkill_C>Stilvolles</SoftSkill_C> und <SoftSkill>bestimmtes Auftreten</SoftSkill,<SoftSkill>Stilvolles Auftreten</SoftSkill> und <SoftSkill>bestimmtes Auftreten</SoftSkill>,"['Stilvolles Auftreten', 'bestimmtes Auftreten']",- <SoftSkill_C>Stylish</SoftSkill_C> and <SoftSkill>Determined appearance</SoftSkill,<SoftSkill>Stylish Appearance</SoftSkill> and <SoftSkill>Determined Appearance</SoftSkill>.
