,Unnamed: 0,input,output
23872,59500,"Sekundarschulabschluss A, B oder gleichwertige Schulbildung
	<SoftSkill>Kontaktfreude</SoftSkill>
	<SoftSkill>Gute Umgangsformen</SoftSkill>
	<SoftSkill>Flair für das Beraten</SoftSkill> und <SoftSkill_C>Verkaufen</SoftSkill_C>
	<SoftSkill>Gepflegte Erscheinung</SoftSkill>
	<SoftSkill>Belastbar</SoftSkill>
	Erfahrungen aus Berufserkundungstage oder Schnuppertage (Bewertungen beilegen)

","Sekundarschulabschluss A, B oder gleichwertige Schulbildung
	<SoftSkill>Kontaktfreude</SoftSkill>
	<SoftSkill>Gute Umgangsformen</SoftSkill>
	<SoftSkill>Flair für das Beraten</SoftSkill> und <SoftSkill_C>Verkaufen</SoftSkill_C>
	<SoftSkill>Gepflegte Erscheinung</SoftSkill>
	<SoftSkill>Belastbar</SoftSkill>
	Erfahrungen aus Berufserkundungstage oder Schnuppertage (Bewertungen beilegen)

"
10337,23769,"Als <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>berufserfahrene</SoftSkill_C> und <SoftSkill>zuverlässige Person</SoftSkill> arbeiten Sie vor Ort bei einem unserer Kunden.","Als <SoftSkill_C>selbstständige</SoftSkill_C>, <SoftSkill_C>berufserfahrene</SoftSkill_C> und <SoftSkill>zuverlässige Person</SoftSkill> arbeiten Sie vor Ort bei einem unserer Kunden."
1346,3072,"Wenn Sie zudem eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>flexible Person</SoftSkill> sind, die <SoftSkill>gerne in einem kleinen Team arbeitet</SoftSkill>, entsprechen Sie unserem Wunschprofil.","Wenn Sie zudem eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>flexible Person</SoftSkill> sind, die <SoftSkill>gerne in einem kleinen Team arbeitet</SoftSkill>, entsprechen Sie unserem Wunschprofil."
4771,10764,Für diese interessante Herausforderung suchen wir eine <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> mit einer abgeschlossenen kaufmänn ischen Ausbildung und einigen Jahren Berufserfahrung im Sekretariatsbereich.,Für diese interessante Herausforderung suchen wir eine <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> mit einer abgeschlossenen kaufmänn ischen Ausbildung und einigen Jahren Berufserfahrung im Sekretariatsbereich.
22676,56194,"Ihre Arbeitsweise zeichnet sich durch <SoftSkill>hohe Selbständigkeit</SoftSkill> und <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill>ausgeprägtes analytisches Denken</SoftSkill>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>lösungsorientiertes Verhandlungsgeschick</SoftSkill> sowie durch <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>hohe Sozialkompetenz</SoftSkill> aus.","Ihre Arbeitsweise zeichnet sich durch <SoftSkill>hohe Selbständigkeit</SoftSkill> und <SoftSkill>Eigenverantwortung</SoftSkill>, <SoftSkill>ausgeprägtes analytisches Denken</SoftSkill>, <SoftSkill_C>ziel-</SoftSkill_C> und <SoftSkill>lösungsorientiertes Verhandlungsgeschick</SoftSkill> sowie durch <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>hohe Sozialkompetenz</SoftSkill> aus."
821,1873,Sie bringen Ihr <SoftSkill_C>technisches</SoftSkill_C> und <SoftSkill>naturwissenschaftliches Verständnis</SoftSkill> in interdisziplinär zusammengesetzten Teams ein.,Sie bringen Ihr <SoftSkill_C>technisches</SoftSkill_C> und <SoftSkill>naturwissenschaftliches Verständnis</SoftSkill> in interdisziplinär zusammengesetzten Teams ein.
5638,12732,"<SoftSkill>Freude am Umgang mit Milchprodukten</SoftSkill>, <SoftSkill>technisches Verständnis</SoftSkill> für den Umgang mit unseren computergesteuerten Produktionsanlagen, einen <SoftSkill_C>guten Geruchs-</SoftSkill_C> und <SoftSkill>Geschmackssinn</SoftSkill>, <SoftSkill>gutes Hygienebewusstsein</SoftSkill> sowie <SoftSkill>Teamfähigkeit</SoftSkill> sind unabdingbar.","<SoftSkill>Freude am Umgang mit Milchprodukten</SoftSkill>, <SoftSkill>technisches Verständnis</SoftSkill> für den Umgang mit unseren computergesteuerten Produktionsanlagen, einen <SoftSkill_C>guten Geruchs-</SoftSkill_C> und <SoftSkill>Geschmackssinn</SoftSkill>, <SoftSkill>gutes Hygienebewusstsein</SoftSkill> sowie <SoftSkill>Teamfähigkeit</SoftSkill> sind unabdingbar."
8450,19243,"Zur Ergänzung unseres Teams in der Filiale Winterthur suchen wir eine <SoftSkill_C>aufgeweckte</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> als
Immobilienbewirtschafter/in
Wincasa AG
Grüzefeldstrasse 41
Postfach
8401 Winterthur
[wwwadr]

","Zur Ergänzung unseres Teams in der Filiale Winterthur suchen wir eine <SoftSkill_C>aufgeweckte</SoftSkill_C> und <SoftSkill>motivierte Persönlichkeit</SoftSkill> als
Immobilienbewirtschafter/in
Wincasa AG
Grüzefeldstrasse 41
Postfach
8401 Winterthur
[wwwadr]

"
24556,61448,"•  <SoftSkill_C>Fachliche</SoftSkill_C> sowie <SoftSkill>soziale Kompetenz im Umgang mit Patienten und Angehörigen</SoftSkill> 

	","•  <SoftSkill_C>Fachliche</SoftSkill_C> sowie <SoftSkill>soziale Kompetenz im Umgang mit Patienten und Angehörigen</SoftSkill> 

	"
12536,29123,"Daneben pflegen Sie durch
Ihre <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>kommunikative Art</SoftSkill> einen guten
Kontakt zu den Hauptlieferanten, Kunden sowie
	internen Stellen.","Daneben pflegen Sie durch
Ihre <SoftSkill_C>offene</SoftSkill_C> und <SoftSkill>kommunikative Art</SoftSkill> einen guten
Kontakt zu den Hauptlieferanten, Kunden sowie
	internen Stellen."
2117,4836,"Sie wissen um Ihre Verantwortung gegenüber Kunden, Mitarbeitern und Arbeitgeber und treten <SoftSkill_C>kompetent</SoftSkill_C>, <SoftSkill_C>verhandlungssicher</SoftSkill_C>, <SoftSkill>freundlich</SoftSkill> und <SoftSkill>vertrauenswürdig auf</SoftSkill>.","Sie wissen um Ihre Verantwortung gegenüber Kunden, Mitarbeitern und Arbeitgeber und treten <SoftSkill_C>kompetent</SoftSkill_C>, <SoftSkill_C>verhandlungssicher</SoftSkill_C>, <SoftSkill>freundlich</SoftSkill> und <SoftSkill>vertrauenswürdig auf</SoftSkill>."
4285,9740,"Zur Vervollständigung unserer Teams suchen wir eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>
Ihre Aufgaben:

	","Zur Vervollständigung unserer Teams suchen wir eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>
Ihre Aufgaben:

	"
16414,39330,"<SoftSkill>Freude an praktischer Tätigkeit</SoftSkill> und am <SoftSkill_C>Kundenkontakt</SoftSkill_C>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Merkfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Selbständigkeit</SoftSkill>
<SoftSkill>Verantwortungsbewusstsein</SoftSkill>
<SoftSkill>Gute Konstitution</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>
	Interessiert?","<SoftSkill>Freude an praktischer Tätigkeit</SoftSkill> und am <SoftSkill_C>Kundenkontakt</SoftSkill_C>
<SoftSkill>Technisches Verständnis</SoftSkill>
<SoftSkill>Merkfähigkeit</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill>
<SoftSkill>Selbständigkeit</SoftSkill>
<SoftSkill>Verantwortungsbewusstsein</SoftSkill>
<SoftSkill>Gute Konstitution</SoftSkill>
<SoftSkill>Teamplayer</SoftSkill>
	Interessiert?"
24400,61056,"Zur Ergänzung des Teams in Visp VS suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als Mitarbeiter/in Kundendienst Wallis 40%.Angebot

	","Zur Ergänzung des Teams in Visp VS suchen wir eine <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als Mitarbeiter/in Kundendienst Wallis 40%.Angebot

	"
5405,12204,Zudem zeichnet Sie ein <SoftSkill_C>tech-nisches</SoftSkill_C> und <SoftSkill>organisatorisches Geschick</SoftSkill> sowie die <SoftSkill>Freude am Umgang mit verschiedenen Menschen aus</SoftSkill>.,Zudem zeichnet Sie ein <SoftSkill_C>tech-nisches</SoftSkill_C> und <SoftSkill>organisatorisches Geschick</SoftSkill> sowie die <SoftSkill>Freude am Umgang mit verschiedenen Menschen aus</SoftSkill>.
3792,8602,"Sind Sie über zeitgemässe Technologien (Adobe Indesign und Acrobat, Workflow, usw.) informiert und sind eine <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> mit <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>zielorientierter Denkweise</SoftSkill>?","Sind Sie über zeitgemässe Technologien (Adobe Indesign und Acrobat, Workflow, usw.) informiert und sind eine <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> mit <SoftSkill_C>lösungs-</SoftSkill_C> und <SoftSkill>zielorientierter Denkweise</SoftSkill>?"
3707,8408,Sie zeichnen sich durch Ihre <SoftSkill>Teamfähigkeit</SoftSkill> sowie Ihre <SoftSkill>Belastbarkeit</SoftSkill> aus und <SoftSkill>arbeiten gerne lösungsorientiert</SoftSkill> sowie <SoftSkill_C>vernetzt</SoftSkill_C>.,Sie zeichnen sich durch Ihre <SoftSkill>Teamfähigkeit</SoftSkill> sowie Ihre <SoftSkill>Belastbarkeit</SoftSkill> aus und <SoftSkill>arbeiten gerne lösungsorientiert</SoftSkill> sowie <SoftSkill_C>vernetzt</SoftSkill_C>.
16249,38850,Als <SoftSkill_C>initiative</SoftSkill_C> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill> mit <SoftSkill>überzeugendem Auftreten</SoftSkill> gehören auch <SoftSkill>Verhandlungsgeschick</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill> zu Ihren Stärken.,Als <SoftSkill_C>initiative</SoftSkill_C> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill> mit <SoftSkill>überzeugendem Auftreten</SoftSkill> gehören auch <SoftSkill>Verhandlungsgeschick</SoftSkill> und <SoftSkill>Durchsetzungsvermögen</SoftSkill> zu Ihren Stärken.
15974,38067,"Durch Ihren <SoftSkill_C>kundenorientierten</SoftSkill_C>, <SoftSkill_C>professionellen</SoftSkill_C> und <SoftSkill>überzeugenden Auftritt</SoftSkill> gelingt es Ihnen, die Bedürfnisse unserer Kundschaft zu erkennen und massgeschneiderte Lösungen zu erarbeiten.","Durch Ihren <SoftSkill_C>kundenorientierten</SoftSkill_C>, <SoftSkill_C>professionellen</SoftSkill_C> und <SoftSkill>überzeugenden Auftritt</SoftSkill> gelingt es Ihnen, die Bedürfnisse unserer Kundschaft zu erkennen und massgeschneiderte Lösungen zu erarbeiten."
24577,61513,"
	Als <SoftSkill_C>engagierter</SoftSkill_C> und <SoftSkill>kommunikativer Teamplayer</SoftSkill> punkten Sie mit ihrem <SoftSkill>räumlichen Vorstellungsvermögen</SoftSkill> und <SoftSkill>Organisationstalent</SoftSkill>.","
	Als <SoftSkill_C>engagierter</SoftSkill_C> und <SoftSkill>kommunikativer Teamplayer</SoftSkill> punkten Sie mit ihrem <SoftSkill>räumlichen Vorstellungsvermögen</SoftSkill> und <SoftSkill>Organisationstalent</SoftSkill>."
14982,35474,"Als <SoftSkill>flexible teamfähige Persönlichkeit</SoftSkill> verfügen Sie über eine <SoftSkill>hohe Kommunikationsfähigkeit</SoftSkill>, eine <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>, sowie über einen <SoftSkill_C>verantwortungsbewussten</SoftSkill_C> und <SoftSkill>selbständigen Arbeitsstil</SoftSkill>.","Als <SoftSkill>flexible teamfähige Persönlichkeit</SoftSkill> verfügen Sie über eine <SoftSkill>hohe Kommunikationsfähigkeit</SoftSkill>, eine <SoftSkill>ausgeprägte Kundenorientierung</SoftSkill>, sowie über einen <SoftSkill_C>verantwortungsbewussten</SoftSkill_C> und <SoftSkill>selbständigen Arbeitsstil</SoftSkill>."
26708,67897,"Abgeschlossene Berufslehre als Automobil-Fachmann
	Von Vorteil Erfahrung mit der Marke Mercedes-Benz oder smart
	<SoftSkill_C>Motiviert</SoftSkill_C>, <SoftSkill_C>speditives</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>
	<SoftSkill>Teamplayer</SoftSkill>
	Führerausweis Kat.","Abgeschlossene Berufslehre als Automobil-Fachmann
	Von Vorteil Erfahrung mit der Marke Mercedes-Benz oder smart
	<SoftSkill_C>Motiviert</SoftSkill_C>, <SoftSkill_C>speditives</SoftSkill_C>, <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>zuverlässiges Arbeiten</SoftSkill>
	<SoftSkill>Teamplayer</SoftSkill>
	Führerausweis Kat."
24150,60270,"Ausserdem <SoftSkill>arbeiten Sie exakt</SoftSkill>, <SoftSkill_C>selbstständig</SoftSkill_C> und sind <SoftSkill>stilsicher in der deutschen Kommunikation</SoftSkill>.","Ausserdem <SoftSkill>arbeiten Sie exakt</SoftSkill>, <SoftSkill_C>selbstständig</SoftSkill_C> und sind <SoftSkill>stilsicher in der deutschen Kommunikation</SoftSkill>."
14860,35168,"Ein <SoftSkill_C>kundenorientiertes</SoftSkill_C>,
	<SoftSkill_C>gepflegtes</SoftSkill_C> und <SoftSkill>freundliches Auftreten gegenüber der Kundschaft</SoftSkill> ist
	zwingend 

","Ein <SoftSkill_C>kundenorientiertes</SoftSkill_C>,
	<SoftSkill_C>gepflegtes</SoftSkill_C> und <SoftSkill>freundliches Auftreten gegenüber der Kundschaft</SoftSkill> ist
	zwingend 

"
4421,10069,Der <SoftSkill>Austausch im Team</SoftSkill> und der <SoftSkill_C>Umgang mit jungen Menschen bereiten Ihnen Freude</SoftSkill_C>.,Der <SoftSkill>Austausch im Team</SoftSkill> und der <SoftSkill_C>Umgang mit jungen Menschen bereiten Ihnen Freude</SoftSkill_C>.
23467,58371,"
Sie sind eine <SoftSkill_C>kundenorientierte</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägtem Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>Teamgeist</SoftSkill>.","
Sie sind eine <SoftSkill_C>kundenorientierte</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> mit <SoftSkill>ausgeprägtem Verantwortungsbewusstsein</SoftSkill> und <SoftSkill>Teamgeist</SoftSkill>."
7930,18037,"Fähigkeitszeugnis in der Branche Schuhe
	<SoftSkill>Verkäuferisches Flair</SoftSkill>
	Einwandfreie Deutschkenntnisse
	<SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Pflichtbewusstsein</SoftSkill>
	<SoftSkill_C>Ehrlicher</SoftSkill_C> und <SoftSkill>respektvoller Umgang mit Mitarbeitenden und Vorgesetzten</SoftSkill>
	<SoftSkill>Flexibilität bezüglich wechselnden Arbeitszeiten</SoftSkill> 

","Fähigkeitszeugnis in der Branche Schuhe
	<SoftSkill>Verkäuferisches Flair</SoftSkill>
	Einwandfreie Deutschkenntnisse
	<SoftSkill>Zuverlässigkeit</SoftSkill> und <SoftSkill>Pflichtbewusstsein</SoftSkill>
	<SoftSkill_C>Ehrlicher</SoftSkill_C> und <SoftSkill>respektvoller Umgang mit Mitarbeitenden und Vorgesetzten</SoftSkill>
	<SoftSkill>Flexibilität bezüglich wechselnden Arbeitszeiten</SoftSkill> 

"
7606,17276,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>.,Zur Unterstützung unseres motivierten Teams in Zürich-Altstetten suchen wir per sofort oder nach Vereinbarung eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>technisch versierte Persönlichkeit</SoftSkill>.
18022,43690,"Ihr Profil
Sie verfügen über eine abgeschlossene
Berufslehre im mechanischen Bereich
und haben <SoftSkill>Interesse an Hydraulik, Elektrik
</SoftSkill>und <SoftSkill_C>Elektronik</SoftSkill_C>.","Ihr Profil
Sie verfügen über eine abgeschlossene
Berufslehre im mechanischen Bereich
und haben <SoftSkill>Interesse an Hydraulik, Elektrik
</SoftSkill>und <SoftSkill_C>Elektronik</SoftSkill_C>."
2864,6532,"Für eine führende und traditionsreiche Schweizer Privatbank in Zürich rekrutieren wir eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als
Assistent/-in Human Resources (100%, m/w)

","Für eine führende und traditionsreiche Schweizer Privatbank in Zürich rekrutieren wir eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als
Assistent/-in Human Resources (100%, m/w)

"
16319,39048,Die Thematik rund um den Kindes- und Erwachsenenschutz interessiert Sie und Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> mit <SoftSkill_C>guten kommunikativen</SoftSkill_C> und <SoftSkill>redaktionellen Fähigkeiten</SoftSkill>.,Die Thematik rund um den Kindes- und Erwachsenenschutz interessiert Sie und Sie sind eine <SoftSkill>belastbare Persönlichkeit</SoftSkill> mit <SoftSkill_C>guten kommunikativen</SoftSkill_C> und <SoftSkill>redaktionellen Fähigkeiten</SoftSkill>.
9701,22236,"•  <SoftSkill>Komplexe Aufgabenstellungen zu bewältigen</SoftSkill> und den <SoftSkill_C>Inhalt einfach und klar darzustellen</SoftSkill_C> ist eine Ihrer Kernkompetenzen

	","•  <SoftSkill>Komplexe Aufgabenstellungen zu bewältigen</SoftSkill> und den <SoftSkill_C>Inhalt einfach und klar darzustellen</SoftSkill_C> ist eine Ihrer Kernkompetenzen

	"
4913,11112,"Für unseren Dienstleistungsbereich Werkstattbetriebe suchen wir eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als
Metallbauer/in (w/m, 100%)
Aufgaben

	","Für unseren Dienstleistungsbereich Werkstattbetriebe suchen wir eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>initiative Persönlichkeit</SoftSkill> als
Metallbauer/in (w/m, 100%)
Aufgaben

	"
24245,60509,"Netzwerk/Server (z.B. ICT Professional Systems & Networks)
	<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill_C>Überzeugungs-</SoftSkill_C> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>
	<SoftSkill_C>Sehr gute organisatorische</SoftSkill_C> und <SoftSkill>kommunikative Fähigkeiten</SoftSkill> und <SoftSkill>Freude an der Arbeit im Team</SoftSkill>

","Netzwerk/Server (z.B. ICT Professional Systems & Networks)
	<SoftSkill>Selbstständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill>, <SoftSkill_C>Überzeugungs-</SoftSkill_C> und <SoftSkill>Durchsetzungsvermögen</SoftSkill>
	<SoftSkill_C>Sehr gute organisatorische</SoftSkill_C> und <SoftSkill>kommunikative Fähigkeiten</SoftSkill> und <SoftSkill>Freude an der Arbeit im Team</SoftSkill>

"
14332,33748,"Sie sind eine <SoftSkill_C>begeisterungsfähige</SoftSkill_C> und <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> und verfügen über:

	","Sie sind eine <SoftSkill_C>begeisterungsfähige</SoftSkill_C> und <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill> und verfügen über:

	"
16004,38144,"Zudem haben Sie die <SoftSkill>Fähigkeit zu analytischem</SoftSkill> und <SoftSkill_C>vernetztem Denken</SoftSkill_C>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch eine <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus.","Zudem haben Sie die <SoftSkill>Fähigkeit zu analytischem</SoftSkill> und <SoftSkill_C>vernetztem Denken</SoftSkill_C>, besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill> und zeichnen sich durch eine <SoftSkill_C>strukturierte</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill> aus."
10325,23731,"Wir wenden uns an <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>lösungsorientierte Bewerber</SoftSkill>, die mit uns die Zukunft bei SAUTER gestalten wollen.","Wir wenden uns an <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>lösungsorientierte Bewerber</SoftSkill>, die mit uns die Zukunft bei SAUTER gestalten wollen."
18781,45700,"<SoftSkill_C>Genaues</SoftSkill_C>, <SoftSkill_C>systematisches</SoftSkill_C> und <SoftSkill>hygienisch einwandfreies Arbeiten</SoftSkill> ist unerlässlich, um aussagekräftige Resultate zu erzielen.","<SoftSkill_C>Genaues</SoftSkill_C>, <SoftSkill_C>systematisches</SoftSkill_C> und <SoftSkill>hygienisch einwandfreies Arbeiten</SoftSkill> ist unerlässlich, um aussagekräftige Resultate zu erzielen."
10168,23347,"Für unseren modernen Betrieb in Oftringen AG suchen wir eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill>leistungsbereite Persönlichkeit</SoftSkill> als

","Für unseren modernen Betrieb in Oftringen AG suchen wir eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill>leistungsbereite Persönlichkeit</SoftSkill> als

"
7613,17297,Ihr Persönlichkeitsprofil wird abgerundet durch einen <SoftSkill>ausgeprägten Sinn für Organisation</SoftSkill> und <SoftSkill_C>Verantwortung</SoftSkill_C>.,Ihr Persönlichkeitsprofil wird abgerundet durch einen <SoftSkill>ausgeprägten Sinn für Organisation</SoftSkill> und <SoftSkill_C>Verantwortung</SoftSkill_C>.
9509,21784,"Wie alle bei H&M solltest auch du ein <SoftSkill_C>verkaufsorientierter</SoftSkill_C>, <SoftSkill_C>sozialer</SoftSkill_C>, <SoftSkill_C>offener</SoftSkill_C>, <SoftSkill_C>kommunikativer</SoftSkill_C> und <SoftSkill>ehrgeiziger Teamplayer</SoftSkill> sein, der <SoftSkill>äusserst motiviert</SoftSkill> und <SoftSkill>optimistisch</SoftSkill> ist.","Wie alle bei H&M solltest auch du ein <SoftSkill_C>verkaufsorientierter</SoftSkill_C>, <SoftSkill_C>sozialer</SoftSkill_C>, <SoftSkill_C>offener</SoftSkill_C>, <SoftSkill_C>kommunikativer</SoftSkill_C> und <SoftSkill>ehrgeiziger Teamplayer</SoftSkill> sein, der <SoftSkill>äusserst motiviert</SoftSkill> und <SoftSkill>optimistisch</SoftSkill> ist."
19728,48160,"<SoftSkill_C>Sicheres</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten</SoftSkill> sowie <SoftSkill>Freude am Kundenkontakt</SoftSkill> bilden weitere Voraussetzungen, um der Herausforderung gerecht zu werden.","<SoftSkill_C>Sicheres</SoftSkill_C> und <SoftSkill>gepflegtes Auftreten</SoftSkill> sowie <SoftSkill>Freude am Kundenkontakt</SoftSkill> bilden weitere Voraussetzungen, um der Herausforderung gerecht zu werden."
2350,5415,Sie haben <SoftSkill>Freude an der Pflege und Betreuung betagter Menschen</SoftSkill> und <SoftSkill_C>Menschen mit Demenz</SoftSkill_C>.,Sie haben <SoftSkill>Freude an der Pflege und Betreuung betagter Menschen</SoftSkill> und <SoftSkill_C>Menschen mit Demenz</SoftSkill_C>.
16533,39622,"•  <SoftSkill>Überzeugender Auftritt</SoftSkill>; <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill>, die ihre Zielsetzung auf überdurchschnittliche Leistungsresultate ausrichtet.","•  <SoftSkill>Überzeugender Auftritt</SoftSkill>; <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill>, die ihre Zielsetzung auf überdurchschnittliche Leistungsresultate ausrichtet."
25834,65247,"Infolge einer Nachfolgeregelung sind wir beauf tragt, eine <SoftSkill_C>initiative</SoftSkill_C> und <SoftSkill>fachkompetente Persönlichkeit</SoftSkill> als Stellvertretende/r Geschäftsführer/inmit Stellenantritt ab Frühsommer 2020 zu rekrutieren.","Infolge einer Nachfolgeregelung sind wir beauf tragt, eine <SoftSkill_C>initiative</SoftSkill_C> und <SoftSkill>fachkompetente Persönlichkeit</SoftSkill> als Stellvertretende/r Geschäftsführer/inmit Stellenantritt ab Frühsommer 2020 zu rekrutieren."
21906,54004,"Berufserfahrung im Bereich Gastronomie
	<SoftSkill_C>Hohes Qualitäts-</SoftSkill_C> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>
	<SoftSkill_C>Flexible</SoftSkill_C> sowie <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>
	<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill> (inkl. guten HACCP-Kenntnissen)
	Gute Deutschkenntnisse

","Berufserfahrung im Bereich Gastronomie
	<SoftSkill_C>Hohes Qualitäts-</SoftSkill_C> und <SoftSkill>Verantwortungsbewusstsein</SoftSkill>
	<SoftSkill_C>Flexible</SoftSkill_C> sowie <SoftSkill>zuverlässige Persönlichkeit</SoftSkill>
	<SoftSkill_C>Selbstständige</SoftSkill_C> und <SoftSkill>saubere Arbeitsweise</SoftSkill> (inkl. guten HACCP-Kenntnissen)
	Gute Deutschkenntnisse

"
13494,31517,"•  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill>
Ihre Perspektiven
Es erwartet Sie eine selbständige und verantwortungsvolle Tätigkeit mit viel Freiraum für Eigeninitiative.","•  <SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>verantwortungsbewusste</SoftSkill_C> und <SoftSkill>belastbare Persönlichkeit</SoftSkill>
Ihre Perspektiven
Es erwartet Sie eine selbständige und verantwortungsvolle Tätigkeit mit viel Freiraum für Eigeninitiative."
28034,72500,"Nebst dem <SoftSkill>Interesse an der ärztlich-therapeutischen Arbeit</SoftSkill> verfügen Sie über eine <SoftSkill>selbständige Arbeits- weise</SoftSkill> und <SoftSkill>handeln stets patienten-, team-</SoftSkill> und <SoftSkill_C>netzwerkorientiert</SoftSkill_C>.","Nebst dem <SoftSkill>Interesse an der ärztlich-therapeutischen Arbeit</SoftSkill> verfügen Sie über eine <SoftSkill>selbständige Arbeits- weise</SoftSkill> und <SoftSkill>handeln stets patienten-, team-</SoftSkill> und <SoftSkill_C>netzwerkorientiert</SoftSkill_C>."
