,Index,input,output,Problem type,valids
,698," Betriebsmitarbeiter (w/m) 35 %
Haben Sie ein <SoftSkill>Flair für Verkauf</SoftSkill> und <SoftSkill_C>Gästekontakt</SoftSkill_C>? ->"," Betriebsmitarbeiter (w/m) 35 %
Haben Sie ein <SoftSkill>Flair für Verkauf</SoftSkill> und <SoftSkill>Flair für Gästekontakt</SoftSkill>?",MWA,0
,699," Elektroniker und Elektronikerinnen EFZ haben <SoftSkill>Spass an Algebra</SoftSkill> und <SoftSkill_C>Rechnen</SoftSkill_C>, und sie <SoftSkill>arbeiten gern am Computer</SoftSkill>. ->"," Elektroniker und Elektronikerinnen EFZ haben <SoftSkill>Spass an Algebra</SoftSkill> und <SoftSkill>Spass an Rechnen</SoftSkill>, und sie <SoftSkill>arbeiten gern am Computer</SoftSkill>.",MWA,0
,700,•  <SoftSkill_C>Präzise</SoftSkill_C> und <SoftSkill>gründliche Arbeitsweise</SoftSkill> mit einem <SoftSkill>hohen Qualitätsbewusstsein</SoftSkill> ->,• <SoftSkill>Präzise Arbeitsweise</SoftSkill> und <SoftSkill>gründliche Arbeitsweise</SoftSkill> mit einem <SoftSkill>hohen Qualitätsbewusstsein</SoftSkill>,OWA,0
,701,<SoftSkill>Interesse an der Kommunikation</SoftSkill> und der <SoftSkill_C>Teamarbeit</SoftSkill_C> ->,<SoftSkill>Interesse an der Kommunikation</SoftSkill> und <SoftSkill>Interesse an der Teamarbeit</SoftSkill>.,MWA,0
,702," Als <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> sowie <SoftSkill>herzliche Gastgeberpersönlichkeit</SoftSkill> verfügen Sie über eine abgeschlossene Service-Ausbildung und bringen schon vielseitige Berufserfahrung mit. ->"," Als <SoftSkill>zuverlässige Gastgeberpersönlichkeit</SoftSkill>, <SoftSkill>belastbare Gastgeberpersönlichkeit</SoftSkill> sowie <SoftSkill>herzliche Gastgeberpersönlichkeit</SoftSkill> verfügen Sie über eine abgeschlossene Service-Ausbildung und bringen schon vielseitige Berufserfahrung mit.",MC,0
,703," Du verfügst über <SoftSkill_C>ausgezeichnete Kommunikations-</SoftSkill_C>, <SoftSkill_C>Präsentations-</SoftSkill_C> und <SoftSkill>Moderationsfähigkeitenc</SoftSkill>
Du beherrscht die deutsche Sprache fliessend in Wort und Schrift, Fremdsprachenkenntnisse sind von Vorteil. ->","  Du verfügst über <SoftSkill>ausgezeichnete Kommunikationsfähigkeiten</SoftSkill>, <SoftSkill>Präsentationsfähigkeiten</SoftSkill> und <SoftSkill>Moderationsfähigkeiten</SoftSkill>
Du beherrscht die deutsche Sprache fliessend in Wort und Schrift, Fremdsprachenkenntnisse sind von Vorteil.",HMC,0
,704," <SoftSkill>Freude an kaufmännischen Arbeiten</SoftSkill>
<SoftSkill>Kundenorientiertes Verhalten</SoftSkill>
<SoftSkill>Interesse an der Bauwirtschaft</SoftSkill>
<SoftSkill_C>Kommunikations-</SoftSkill_C> und <SoftSkill>Sprachgewandtheit</SoftSkill>
<SoftSkill>Rasche Auffassungsgabe</SoftSkill>
<SoftSkill>Organisationsfähigkeit</SoftSkill> sowie <SoftSkill>Flexibilität</SoftSkill> ->"," <SoftSkill>Freude an kaufmännischen Arbeiten</SoftSkill>
<SoftSkill>Kundenorientiertes Verhalten</SoftSkill>
<SoftSkill>Interesse an der Bauwirtschaft</SoftSkill>
<SoftSkill>Kommunikationsgewandtheit</SoftSkill> und <SoftSkill>Sprachgewandtheit</SoftSkill>
<SoftSkill>Rasche Auffassungsgabe</SoftSkill>
<SoftSkill>Organisationsfähigkeit</SoftSkill> sowie <SoftSkill>Flexibilität</SoftSkill>",HOWA,0
,705," <SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>speditive Arbeitserledigung</SoftSkill>, <SoftSkill>hohe Flexibilität</SoftSkill>, <SoftSkill>Gewandtheit im schriftlichen Ausdruck</SoftSkill> gehören zu Ihren Stärken. ->"," <SoftSkill>Exakte Arbeitserledigung</SoftSkill> und <SoftSkill>speditive Arbeitserledigung</SoftSkill>, <SoftSkill>hohe Flexibilität</SoftSkill>, <SoftSkill>Gewandtheit im schriftlichen Ausdruck</SoftSkill> gehören zu Ihren Stärken.",OWA,0
,706,Für das Ressort Kundendienst im Bereich der Privaten Vorsorge am Hauptsitz in Basel suchen wir eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>verantwortungsvolle Persönlichkeit</SoftSkill> als ->,Für das Ressort Kundendienst im Bereich der Privaten Vorsorge am Hauptsitz in Basel suchen wir eine <SoftSkill>engagierte Persönlichkeit</SoftSkill> und <SoftSkill>verantwortungsvolle Persönlichkeit</SoftSkill> als,OWA,0
,707," Wenn Sie zudem eine <SoftSkill_C>korrekte</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>vertrauenswürdige Person</SoftSkill> sind, freuen wir uns auf Ihre Bewerbung! ->"," Wenn Sie zudem eine <SoftSkill>korrekte Person</SoftSkill>, <SoftSkill>zuverlässige Person</SoftSkill> und <SoftSkill>vertrauenswürdige Person</SoftSkill> sind, freuen wir uns auf Ihre Bewerbung!",MC,0
,708," Sie zeichnen sich durch fundierte IT-Kenntnisse (MS-Office, Lotus Notes), eine <SoftSkill_C>zuverlässige</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>eigeninitiative Arbeitsweise</SoftSkill> aus. ->"," Sie zeichnen sich durch fundierte IT-Kenntnisse (MS-Office, Lotus Notes), eine <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill>, <SoftSkill>flexible Arbeitsweise</SoftSkill> und <SoftSkill>eigeninitiative Arbeitsweise</SoftSkill> aus.",MC,0
,709,Wir suchen <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>begeisterte Talente</SoftSkill>. ->,Wir suchen <SoftSkill>motivierte Talente</SoftSkill> und <SoftSkill>begeisterte Talente</SoftSkill>.,OWA,0
,710,•  Als <SoftSkill_C>vitale</SoftSkill_C> und <SoftSkill>widerstandsfähige Person</SoftSkill> <SoftSkill>siehst du in der körperlichen Arbeit eine Herausforderung</SoftSkill> ->,• Als <SoftSkill>vitale Person</SoftSkill> und <SoftSkill>widerstandsfähige Person</SoftSkill> <SoftSkill>siehst du in der körperlichen Arbeit eine Herausforderung</SoftSkill>,OWA,0
,711," •  Mit Ihrem <SoftSkill_C>zielorientierten</SoftSkill_C> und <SoftSkill>motivierenden Führungsstil</SoftSkill>
So begeistern wir Sie ->"," • Mit Ihrem <SoftSkill>zielorientierten Führungsstil</SoftSkill> und <SoftSkill>motivierenden Führungsstil</SoftSkill>
So begeistern wir Sie",OWA,0
,712," •  <SoftSkill>Hohes Mass an Verantwortungsbewusstsein</SoftSkill>, <SoftSkill_C>Entscheidungs-</SoftSkill_C> und <SoftSkill>Teamfähigkeit</SoftSkill> ->"," • <SoftSkill>Hohes Mass an Verantwortungsbewusstsein</SoftSkill>, <SoftSkill>Entscheidungsfähigkeit</SoftSkill> und <SoftSkill>Teamfähigkeit</SoftSkill>",HOWA,0
,713," Sie sind eine <SoftSkill>äusserst akquisitionsstarke Persönlichkeit</SoftSkill>, die <SoftSkill_C>selbständiges</SoftSkill_C> und <SoftSkill>kundennahes Arbeiten gewohnt</SoftSkill> ist. ->"," Sie sind eine <SoftSkill>äusserst akquisitionsstarke Persönlichkeit</SoftSkill>, die <SoftSkill>selbständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>kundennahes Arbeiten gewohnt</SoftSkill> ist.",MWA,0
,714," Sie <SoftSkill>arbeiten konzentriert</SoftSkill> und <SoftSkill_C>selbstständig</SoftSkill_C>, besitzen <SoftSkill>Ausdauer</SoftSkill> und <SoftSkill>Geduld</SoftSkill> und sind <SoftSkill>flexibel</SoftSkill> und <SoftSkill>teamfähig</SoftSkill>. ->"," Sie <SoftSkill>arbeiten konzentriert</SoftSkill> und <SoftSkill>arbeiten selbstständig</SoftSkill>, besitzen <SoftSkill>Ausdauer</SoftSkill> und <SoftSkill>Geduld</SoftSkill> und sind <SoftSkill>flexibel</SoftSkill> und <SoftSkill>teamfähig</SoftSkill>.",OWA,0
,715," Im Rahmen des weiteren Ausbaus der diversen Engineering-Abteilungen suchen wir <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>ambitionierte Projektingenieure</SoftSkill> sowie Projektmanager-Persönlichkeiten:
Senior Prozessingenieur/in – Labor ->"," Im Rahmen des weiteren Ausbaus der diversen Engineering-Abteilungen suchen wir <SoftSkill>dynamische Projektingenieure</SoftSkill> und <SoftSkill>ambitionierte Projektingenieure</SoftSkill> sowie Projektmanager-Persönlichkeiten:
Senior Prozessingenieur/in – Labor",OWA,0
,716," Mit Ihrer <SoftSkill_C>offenen</SoftSkill_C> und <SoftSkill>positiven Art</SoftSkill> bedienen Sie unsere Gäste freundlich, <SoftSkill_C>schnell</SoftSkill_C> und nach STARBUCKS® Standards. ->"," Mit Ihrer <SoftSkill>offenen Art</SoftSkill> und <SoftSkill>positiven Art</SoftSkill> bedienen Sie unsere Gäste freundlich, <SoftSkill>bedienen Sie unsere Gäste schnell</SoftSkill> und nach STARBUCKS® Standards.",MDC,0
,717,•  <SoftSkill>Unternehmerisch handelnde Persönlichkeit</SoftSkill> mit <SoftSkill_C>guten kommunikativen</SoftSkill_C> und <SoftSkill>analytischen Fähigkeiten</SoftSkill> ->,• <SoftSkill>Unternehmerisch handelnde Persönlichkeit</SoftSkill> mit <SoftSkill>guten kommunikativen Fähigkeiten</SoftSkill> und <SoftSkill>analytischen Fähigkeiten</SoftSkill>,OWA,0
,718," <SoftSkill_C>Führen</SoftSkill_C>, <SoftSkill_C>Beraten</SoftSkill_C> und <SoftSkill>Motivieren macht Ihnen Spass</SoftSkill> und Sie <SoftSkill>arbeiten gerne im Team</SoftSkill>. ->"," <SoftSkill>Führen macht Ihnen Spass</SoftSkill>, <SoftSkill>Beraten macht Ihnen Spass</SoftSkill> und <SoftSkill>Motivieren macht Ihnen Spass</SoftSkill> und Sie <SoftSkill>arbeiten gerne im Team</SoftSkill>.",MC,0
,719," Sie können sich <SoftSkill>organisatorisch entfalten</SoftSkill>
Sie <SoftSkill>können in einem dynamischen Umfeld viel mitgestalten</SoftSkill> und <SoftSkill_C>bewirken</SoftSkill_C>
Sie dürfen auch Eigenverantwortung tragen ->","  Sie können sich <SoftSkill>organisatorisch entfalten</SoftSkill>
Sie <SoftSkill>können in einem dynamischen Umfeld viel mitgestalten</SoftSkill> und <SoftSkill>können in einem dynamischen Umfeld viel bewirken</SoftSkill>
Sie dürfen auch Eigenverantwortung tragen",MWA,0
,720,Sie sind als <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>effiziente Persönlichkeit</SoftSkill> in verschiedenen Bereichen vielseitig einsetzbar. ->,Sie sind als <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>effiziente Persönlichkeit</SoftSkill> in verschiedenen Bereichen vielseitig einsetzbar.,OWA,0
,721,Sie haben eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und eine <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill>. ->,Sie haben eine <SoftSkill>schnelle Auffassungsgabe</SoftSkill> und eine <SoftSkill>selbstständige Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill>.,OWA,0
,722," Sie sind eine <SoftSkill_C>aufgeschlossen</SoftSkill_C>, <SoftSkill_C>engagiert</SoftSkill_C>
und <SoftSkill>zuverlässig arbeitende Person</SoftSkill> mit einer <SoftSkill_C>stark service</SoftSkill_C> ->"," Sie sind eine <SoftSkill>aufgeschlossen arbeitende Person</SoftSkill>, <SoftSkill>engagiert arbeitende Person</SoftSkill> und <SoftSkill>zuverlässig arbeitende Person</SoftSkill> mit einer <SoftSkill>stark service</SoftSkill>.",MDC,0
,723," Abgeschlossene Ausbildung als Polymechaniker/in EFZ mit 2-3 Jahren Berufserfahrung
<SoftSkill>Polyvalent einsetzbar</SoftSkill> (fräsen/drehen/bohren/mechanische Tätigkeiten)
<SoftSkill_C>Flexible</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>eigenständige Persönlichkeit</SoftSkill> ->","  Abgeschlossene Ausbildung als Polymechaniker/in EFZ mit 2-3 Jahren Berufserfahrung
<SoftSkill>Polyvalent einsetzbar</SoftSkill> (fräsen/drehen/bohren/mechanische Tätigkeiten)
<SoftSkill>Flexible Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>eigenständige Persönlichkeit</SoftSkill>",MC,0
,724," <SoftSkill>Zielstrebigkeit</SoftSkill>,
<SoftSkill>Belastbarkeit</SoftSkill>, eine <SoftSkill_C>exakte</SoftSkill_C> und <SoftSkill>effiziente Arbeitsweise</SoftSkill>, <SoftSkill_C>gute schriftliche</SoftSkill_C> und <SoftSkill>mündliche Kommunikationsfähigkeiten</SoftSkill> sowie <SoftSkill>Teamfähigkeit</SoftSkill> runden Ihr Profil ab. ->"," <SoftSkill>Zielstrebigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> und <SoftSkill>effiziente Arbeitsweise</SoftSkill>, <SoftSkill>gute schriftliche Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>gute mündliche Kommunikationsfähigkeiten</SoftSkill> sowie <SoftSkill>Teamfähigkeit</SoftSkill> runden Ihr Profil ab.",MDC,0
,725,Ihre <SoftSkill_C>Ideen</SoftSkill_C> und <SoftSkill>Resultate können sie überzeugend präsentieren</SoftSkill>. ->,Ihre <SoftSkill>Ideen können sie überzeugend präsentieren</SoftSkill> und <SoftSkill>Resultate können sie überzeugend präsentieren</SoftSkill>.,MWA,0
,726," •  Sie sind <SoftSkill_C>motiviert</SoftSkill_C>, <SoftSkill_C>kreativ</SoftSkill_C> und <SoftSkill>kooperativ im Team zu arbeiten</SoftSkill>. ->"," • Sie sind <SoftSkill>motiviert im Team zu arbeiten</SoftSkill>, <SoftSkill>kreativ im Team zu arbeiten</SoftSkill> und <SoftSkill>kooperativ im Team zu arbeiten</SoftSkill>.",MC,0
,727," Ihr Profil:
Wir suchen eine <SoftSkill_C>führungs-</SoftSkill_C> und <SoftSkill>verkaufserfahrene Persönlichkeit</SoftSkill> mit kaufmännischem Hintergrund und einer höheren Weiterbildung in Marketing oder Verkauf. ->"," Ihr Profil:
Wir suchen eine <SoftSkill>führungserfahrene Persönlichkeit</SoftSkill> und <SoftSkill>verkaufserfahrene Persönlichkeit</SoftSkill> mit kaufmännischem Hintergrund und einer höheren Weiterbildung in Marketing oder Verkauf.",HOWA,0
,728,•  <SoftSkill>Unternehmerisches Verständnis</SoftSkill> und <SoftSkill_C>Denken</SoftSkill_C> ->,<SoftSkill>Unternehmerisches Verständnis</SoftSkill> und <SoftSkill>Unternehmerisches denken</SoftSkill>.,OWA,0
,729,Wir suchen Sie als <SoftSkill_C>fachlich</SoftSkill_C> und <SoftSkill>menschlich überzeugende Person</SoftSkill> zur Verstärkung unseres Teams im Processing Center am Standort Reinach BL. ->,Wir suchen Sie als <SoftSkill>fachlich überzeugende Person</SoftSkill> und <SoftSkill>menschlich überzeugende Person</SoftSkill> zur Verstärkung unseres Teams im Processing Center am Standort Reinach BL.,MWA,0
,730,Sie überzeugen mit einem <SoftSkill>sympathischen Auftritt</SoftSkill> und einem <SoftSkill_C>speditiven</SoftSkill_C> und <SoftSkill>einwandfreien Service</SoftSkill>. ->,Sie überzeugen mit einem <SoftSkill>sympathischen Auftritt</SoftSkill> und einem <SoftSkill>speditiven Service</SoftSkill> und <SoftSkill>einwandfreien Service</SoftSkill>.,OWA,0
,731," <SoftSkill>Auch während Spitzenzeiten bewahren Sie Ruhe</SoftSkill> und <SoftSkill>pflegen einen</SoftSkill> <SoftSkill_C>freundlichen</SoftSkill_C>, <SoftSkill>zuvorkommenden Umgang mit unseren Kunden</SoftSkill>. ->"," <SoftSkill>Auch während Spitzenzeiten bewahren Sie Ruhe</SoftSkill> und <SoftSkill>pflegen einen</SoftSkill> <SoftSkill>freundlichen Umgang mit unseren Kunden</SoftSkill>, <SoftSkill>zuvorkommenden Umgang mit unseren Kunden</SoftSkill>.",MWA,0
,732," oder Restaurantfach
<SoftSkill_C>Freundliches</SoftSkill_C>, <SoftSkill_C>offenes</SoftSkill_C> und <SoftSkill>professionelles Auftreten</SoftSkill> sowie ein <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill> ->"," oder Restaurantfach
<SoftSkill>Freundliches Auftreten</SoftSkill>, <SoftSkill>offenes Auftreten</SoftSkill> und <SoftSkill>professionelles Auftreten</SoftSkill> sowie ein <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>",MC,0
,733," Ihr Profil
Sie repräsentieren unsere Firma durch Ihre <SoftSkill_C>kommunikative</SoftSkill_C> sowie <SoftSkill_C>organisations-</SoftSkill_C> und <SoftSkill>koordinationsstarke Persönlichkeit</SoftSkill>. ->"," Ihr Profil
Sie repräsentieren unsere Firma durch Ihre <SoftSkill>kommunikative Persönlichkeit</SoftSkill> sowie <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill> und <SoftSkill>koordinationsstarke Persönlichkeit</SoftSkill>.",HMC,0
,734," Du bist <SoftSkill>ausgesprochen dienstleistungsorientiert</SoftSkill> sowie <SoftSkill>engagiert</SoftSkill> und <SoftSkill>arbeitest gerne selbständig</SoftSkill>, <SoftSkill_C>teamorientiert</SoftSkill_C> und <SoftSkill_C>proaktiv</SoftSkill_C>. ->","  Du bist <SoftSkill>ausgesprochen dienstleistungsorientiert</SoftSkill> sowie <SoftSkill>engagiert</SoftSkill> und <SoftSkill>arbeitest gerne selbständig</SoftSkill>, <SoftSkill>bist teamorientiert</SoftSkill> und <SoftSkill>bist proaktiv</SoftSkill>.",,1
,735,<SoftSkill_C>Hohe soziale</SoftSkill_C> und <SoftSkill>persönliche Kompetenzen</SoftSkill> sind weitere Grundvoraussetzungen zur erfolgreichen Ausübung dieser interessanten Stelle. ->,<SoftSkill>Hohe soziale Kompetenzen</SoftSkill> und <SoftSkill>persönliche Kompetenzen</SoftSkill> sind weitere Grundvoraussetzungen zur erfolgreichen Ausübung dieser interessanten Stelle.,OWA,0
,736," Zudem sind Sie eine <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill_C>begeisterungsfähige</SoftSkill_C> und <SoftSkill>zielstrebige Persönlichkeit</SoftSkill> mit <SoftSkill>hervorragenden organisatorischen Fähigkeiten</SoftSkill>, <SoftSkill>kundenorientiertem Verhalten</SoftSkill> und <SoftSkill>hoher Leistungsbereitschaft</SoftSkill>. ->"," Zudem sind Sie eine <SoftSkill>motivierte Persönlichkeit</SoftSkill>, <SoftSkill>begeisterungsfähige Persönlichkeit</SoftSkill> und <SoftSkill>zielstrebige Persönlichkeit</SoftSkill> mit <SoftSkill>hervorragenden organisatorischen Fähigkeiten</SoftSkill>, <SoftSkill>kundenorientiertem Verhalten</SoftSkill> und <SoftSkill>hoher Leistungsbereitschaft</SoftSkill>.",MC,0
,737," Als <SoftSkill>kundenorientierte Person</SoftSkill> <SoftSkill>fällt es Ihnen leicht, auf Leute zuzugehen</SoftSkill>, zu <SoftSkill_C>überzeugen</SoftSkill_C> und <SoftSkill>konsensorientiert zu verhandeln</SoftSkill>. ->"," Als <SoftSkill>kundenorientierte Person</SoftSkill> <SoftSkill>fällt es Ihnen leicht, auf Leute zuzugehen</SoftSkill>, <SoftSkill>es Ihnen leicht fällt, zu überzeugen</SoftSkill> und <SoftSkill>es Ihnen leicht fällt, konsensorientiert zu verhandeln</SoftSkill>.",,1
,738,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Neugier</SoftSkill> am IT-Umfeld ->,<SoftSkill>Freude am IT-Umfeld</SoftSkill> und <SoftSkill>Neugier am IT-Umfeld</SoftSkill>,MWA,0
,739," Zur Ergänzung unseres dynamischen Teams in Steg VS suchen wir für die Regionen Ober- und Unterwallis einen <SoftSkill_C>handwerklich</SoftSkill_C> und <SoftSkill>technisch begabten</SoftSkill>
Ausliefermonteur ->",Zur Ergänzung unseres dynamischen Teams in Steg VS suchen wir für die Regionen Ober- und Unterwallis einen <SoftSkill>handwerklich begabten</SoftSkill> und <SoftSkill>technisch begabten</SoftSkill>Ausliefermonteur.,OWA,0
,740,Die <SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Flexibilität für eine Karriere in einem internationalen Umfeld</SoftSkill> bringst Du mit. ->,Die <SoftSkill>Bereitschaft für eine Karriere in einem internationalen Umfeld</SoftSkill> und <SoftSkill>Flexibilität für eine Karriere in einem internationalen Umfeld</SoftSkill> bringst Du mit.,MWA,0
,741," <SoftSkill>Selbstständigkeit</SoftSkill> und <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>
<SoftSkill_C>Kommunikations-</SoftSkill_C> und <SoftSkill>Konfliktfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft zur Schichtarbeit- und Wochenendarbeit</SoftSkill> (Zeitfenster 06:15–14:45 / 14:45–23.30)
Unser Angebot
Unser Versprechen ist Sharing Expertise. ->"," <SoftSkill>Selbstständigkeit</SoftSkill> und <SoftSkill>hohes Qualitätsbewusstsein</SoftSkill>
<SoftSkill>Kommunikationsfähigkeit</SoftSkill> und <SoftSkill>Konfliktfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft zur Schichtarbeit- und Wochenendarbeit</SoftSkill> (Zeitfenster 06:15–14:45 / 14:45–23.30)
Unser Angebot
Unser Versprechen ist Sharing Expertise.",HOWA,0
,742," Die <SoftSkill>Beratung und Dienstleistung am Kunden macht Ihnen Spass</SoftSkill>, <SoftSkill>Verkaufen ist Ihre grosse Leidenschaft</SoftSkill> und Sie <SoftSkill>arbeiten gerne ziel- und</SoftSkill> <SoftSkill_C>umsatzorientiert</SoftSkill_C>. ->"," Die <SoftSkill>Beratung und Dienstleistung am Kunden macht Ihnen Spass</SoftSkill>, <SoftSkill>Verkaufen ist Ihre grosse Leidenschaft</SoftSkill> und Sie <SoftSkill>arbeiten gerne ziel- und</SoftSkill> <SoftSkill>arbeiten gerne umsatzorientiert</SoftSkill>.",MWA,0
,743," <SoftSkill_C>Ausgeprägte soziale</SoftSkill_C>, <SoftSkill_C>fachliche</SoftSkill_C> und <SoftSkill>methodische Kompetenzen</SoftSkill> ? ->"," <SoftSkill>Ausgeprägte soziale Kompetenzen</SoftSkill>, <SoftSkill>fachliche Kompetenzen</SoftSkill> und <SoftSkill>methodische Kompetenzen</SoftSkill> ?",MC,0
,744," Als <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill_C>dynamische</SoftSkill_C> und <SoftSkill>sprachlich gut gewandte Persönlichkeit</SoftSkill> <SoftSkill>gehen Sie aktiv auf Kunden und Partner zu</SoftSkill>. ->"," Als <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>dynamische Persönlichkeit</SoftSkill> und <SoftSkill>sprachlich gut gewandte Persönlichkeit</SoftSkill> <SoftSkill>gehen Sie aktiv auf Kunden und Partner zu</SoftSkill>.",MC,0
,745," Abgeschlossene mechanische Grundausbildung und Erfahrung im Bereich Instandhaltung
<SoftSkill>Bereitschaft zur Schicht-Arbeit (Früh - Spät - Nacht</SoftSkill>)
<SoftSkill_C>Selbständiges</SoftSkill_C>, <SoftSkill_C>zuverlässiges</SoftSkill_C> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an technischen Herausforderungen</SoftSkill> ->","  Abgeschlossene mechanische Grundausbildung und Erfahrung im Bereich Instandhaltung
<SoftSkill>Bereitschaft zur Schicht-Arbeit (Früh - Spät - Nacht</SoftSkill>)
<SoftSkill>Selbständiges Arbeiten</SoftSkill>, <SoftSkill>zuverlässiges Arbeiten</SoftSkill> und <SoftSkill>verantwortungsbewusstes Arbeiten</SoftSkill>
<SoftSkill>Freude an technischen Herausforderungen</SoftSkill>",MC,0
,746,•  <SoftSkill_C>Effiziente</SoftSkill_C> und <SoftSkill>korrekte Arbeitsweise</SoftSkill> ->,<SoftSkill>Effiziente Arbeitsweise</SoftSkill> und <SoftSkill>korrekte Arbeitsweise</SoftSkill>,OWA,0
,747,•  <SoftSkill_C>Vertrauenswürdige</SoftSkill_C> und <SoftSkill>kommunikationsfreudige Person</SoftSkill> ->,<SoftSkill>Vertrauenswürdige Person</SoftSkill> und <SoftSkill>kommunikationsfreudige Person</SoftSkill>,OWA,0
,748,Sie <SoftSkill>kommunizieren klar</SoftSkill> und <SoftSkill_C>offen</SoftSkill_C> und verfügen über ein <SoftSkill>ausgeprägtes Organisationstalent</SoftSkill>. ->,Sie <SoftSkill>kommunizieren klar</SoftSkill> und <SoftSkill>kommunizieren offen</SoftSkill> und verfügen über ein <SoftSkill>ausgeprägtes Organisationstalent</SoftSkill>.,OWA,0
,749," Du <SoftSkill>arbeitest exakt</SoftSkill>, <SoftSkill_C>verantwortungsbewusst</SoftSkill_C> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich und mit Ausdauer zu betätigen</SoftSkill>? ->"," Du <SoftSkill>arbeitest exakt</SoftSkill>, <SoftSkill>arbeitest verantwortungsbewusst</SoftSkill> und <SoftSkill>zuverlässig zu arbeiten</SoftSkill> und es bereitet dir <SoftSkill>Freude, dich körperlich und mit Ausdauer zu betätigen</SoftSkill>?",OWA,0
,750,Sie gehen <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>lösungsorientiert an Ihre Aufgaben heran</SoftSkill> und <SoftSkill>schätzen eine pragmatische und lösungsorientierte Arbeitsweise</SoftSkill>. ->,Sie gehen <SoftSkill>selbständig an Ihre Aufgaben heran</SoftSkill> und <SoftSkill>lösungsorientiert an Ihre Aufgaben heran</SoftSkill> und <SoftSkill>schätzen eine pragmatische und lösungsorientierte Arbeitsweise</SoftSkill>.,MWA,0
,751,•  einen <SoftSkill_C>offenen</SoftSkill_C> und <SoftSkill>freundlichen Umgang mit unseren Kunden</SoftSkill> setzen wir voraus ->,• einen <SoftSkill>offenen Umgang mit unseren Kunden</SoftSkill> und <SoftSkill>freundlichen Umgang mit unseren Kunden</SoftSkill> setzen wir voraus,MWA,0
,752,•  <SoftSkill_C>Kunden-</SoftSkill_C> und <SoftSkill>Mitarbeiterorientierung</SoftSkill> bildet für Sie den Fokus und ist der Schlüssel zur Erreichung der qualitativen sowie quantitativen Verkaufsziele der Filiale ->,• <SoftSkill>Kundenorientierung</SoftSkill> und <SoftSkill>Mitarbeiterorientierung</SoftSkill> bildet für Sie den Fokus und ist der Schlüssel zur Erreichung der qualitativen sowie quantitativen Verkaufsziele der Filiale,HOWA,0
,753," Automatiker EFZ und Automatikerinn
en EFZ
zeichnen sich
aus durch
<SoftSkill_C>wirtschaftliches</SoftSkill_C> und <SoftSkill>ökologisches Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C>. ->",Automatiker EFZ und Automatikerinnen EFZ zeichnen sich aus durch <SoftSkill>wirtschaftliches Denken</SoftSkill> und <SoftSkill>ökologisches Denken</SoftSkill> und <SoftSkill>ökologisches Handeln</SoftSkill>.,MDC,0
