prompt,predicted_text
 Sie <SoftSkill>beraten zielgerichtet</SoftSkill> und <SoftSkill_C>kompetent</SoftSkill_C> rund um unsere breite Produktepalette und bieten unsere Dienstleistungen überzeugend an. ->, Sie <SoftSkill>beraten zielgerichtet</SoftSkill> und <SoftSkill>beraten kompetent</SoftSkill> rund um unsere breite Produktepalette und bieten unsere Dienstleistungen überzeugend an.
" Dank Ihrer <SoftSkill>lokalen Verankerung</SoftSkill> und Ihrem <SoftSkill_C>authentischen</SoftSkill_C> und <SoftSkill>überzeugenden Auftreten</SoftSkill> <SoftSkill>fällt es Ihnen leicht, Neukunden zu gewinnen</SoftSkill>. ->"," Dank Ihrer <SoftSkill>lokalen Verankerung</SoftSkill> und Ihrem <SoftSkill>authentischen Auftreten</SoftSkill> und <SoftSkill>überzeugenden Auftreten</SoftSkill> <SoftSkill>fällt es Ihnen leicht, Neukunden zu gewinnen</SoftSkill>."
 Ihre <SoftSkill>Problemlösungsorientierung</SoftSkill> und Ihr <SoftSkill>Verantwortungsbewusstsein</SoftSkill> helfen Ihnen in <SoftSkill_C>erfolgreichen</SoftSkill_C> und <SoftSkill>ausdauernden Verhandlungspartnerschaften</SoftSkill>. ->, Ihre <SoftSkill>Problemlösungsorientierung</SoftSkill> und Ihr <SoftSkill>Verantwortungsbewusstsein</SoftSkill> helfen Ihnen in <SoftSkill>erfolgreichen Verhandlungspartnerschaften</SoftSkill> und <SoftSkill>ausdauernden Verhandlungspartnerschaften</SoftSkill>.
" Sie sind eine <SoftSkill_C>methodisch denkende</SoftSkill_C>, <SoftSkill>praxisorientierte Persönlichkeit</SoftSkill> mit einer <SoftSkill>raschen Auffassungsgabe</SoftSkill>, langjähriger Projekt- und Führungserfahrung sowie <SoftSkill>hoher Selbstständigkeit</SoftSkill> und <SoftSkill>Kundenorientierung</SoftSkill>. ->"," Sie sind eine <SoftSkill>methodisch denkende Persönlichkeit</SoftSkill>, <SoftSkill>praxisorientierte Persönlichkeit</SoftSkill> mit einer <SoftSkill>raschen Auffassungsgabe</SoftSkill>, langjähriger Projekt- und Führungserfahrung sowie <SoftSkill>hoher Selbstständigkeit</SoftSkill> und <SoftSkill>Kundenorientierung</SoftSkill>."
" •  <SoftSkill>gewohnt exakt</SoftSkill>, <SoftSkill_C>genau</SoftSkill_C> und <SoftSkill>selbständig zu arbeiten</SoftSkill ->"," • <SoftSkill>gewohnt exakt zu arbeiten</SoftSkill>, <SoftSkill>gewohnt genau zu arbeiten</SoftSkill> und <SoftSkill>gewohnt selbständig zu arbeiten</SoftSkill>"
" Sie sind eine <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>aufmerksame Persönlichkeit</SoftSkill> mit <SoftSkill>wissenschaftlichem Interesse</SoftSkill> und sind <SoftSkill>bereit, sich in ein dynamisches Team einzufügen</SoftSkill>. ->"," Sie sind eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>aufmerksame Persönlichkeit</SoftSkill> mit <SoftSkill>wissenschaftlichem Interesse</SoftSkill> und sind <SoftSkill>bereit, sich in ein dynamisches Team einzufügen</SoftSkill>."
" Dank Ihrem <SoftSkill_C>vernetzten</SoftSkill_C> und <SoftSkill>analytischen Denken</SoftSkill> <SoftSkill>erkennen Sie rasch die Zusammenhänge</SoftSkill>, <SoftSkill>analysieren Probleme exakt</SoftSkill> und leiten daraus folgerichtige Lösungen ab. ->"," Dank Ihrem <SoftSkill>vernetzten Denken</SoftSkill> und <SoftSkill>analytischen Denken</SoftSkill> <SoftSkill>erkennen Sie rasch die Zusammenhänge</SoftSkill>, <SoftSkill>analysieren Probleme exakt</SoftSkill> und leiten daraus folgerichtige Lösungen ab."
" •  <SoftSkill_C>Vorausschauendes</SoftSkill_C>, <SoftSkill>proaktives Mitdenken</SoftSkill ->"," <SoftSkill>Vorausschauendes Mitdenken</SoftSkill>, <SoftSkill>proaktives Mitdenken</SoftSkill>"
" B
Vorteil die Stapler-/Radladerprüfung
<SoftSkill>Gewohnt selbstständig</SoftSkill> und <SoftSkill>verantwortungsbewusst zu handeln</SoftSkill> und <SoftSkill_C>zu arbeiten</SoftSkill_C>
Wohnort max. 15Min von Arbeitsort entfernt ->"," B
Vorteil die Stapler-/Radladerprüfung
<SoftSkill>Gewohnt selbstständig zu handeln</SoftSkill> und <SoftSkill>verantwortungsbewusst zu handeln</SoftSkill> und <SoftSkill>gewohnt verantwortungsbewusst zu arbeiten</SoftSkill>
Wohnort max. 15Min von Arbeitsort entfernt"
 Sie sind <SoftSkill_C>medien-</SoftSkill_C> und <SoftSkill>schreibgewandt</SoftSkill> in Print und Digital. ->, Sie sind <SoftSkill>mediengewandt</SoftSkill> und <SoftSkill>schreibgewandt</SoftSkill> in Print und Digital.
" Du <SoftSkill>arbeitest ergebnisorientiert</SoftSkill>, <SoftSkill_C>systematisch</SoftSkill_C> und hast ein <SoftSkill>hohes Qualitätsgefühl</SoftSkill>. ->"," Du <SoftSkill>arbeitest ergebnisorientiert</SoftSkill>, <SoftSkill>arbeitest systematisch</SoftSkill> und hast ein <SoftSkill>hohes Qualitätsgefühl</SoftSkill>."
 Diese Aufgabe erfordert einen <SoftSkill_C>zuverlässigen</SoftSkill_C> und <SoftSkill>pflichtbewussten Charakter</SoftSkill> mit <SoftSkill>zielgerichteter Arbeitsweise</SoftSkill> und <SoftSkill>integralem Denken</SoftSkill>. ->, Diese Aufgabe erfordert einen <SoftSkill>zuverlässigen Charakter</SoftSkill> und <SoftSkill>pflichtbewussten Charakter</SoftSkill> mit <SoftSkill>zielgerichteter Arbeitsweise</SoftSkill> und <SoftSkill>integralem Denken</SoftSkill>.
" Ihr Profil
Verfügen Sie über eine Ausbildung als Logistiker EFZ (oder gleichwertig) und haben ein <SoftSkill>technisches Flair im Bereich Funk</SoftSkill> und <SoftSkill_C>Kommunikation</SoftSkill_C>? ->"," Ihr Profil
Verfügen Sie über eine Ausbildung als Logistiker EFZ (oder gleichwertig) und haben ein <SoftSkill>technisches Flair im Bereich Funk</SoftSkill> und <SoftSkill>technisches Flair im Bereich Kommunikation</SoftSkill>?"
 •  und <SoftSkill>kannst dich in einem dynamischen Umfeld behaupten</SoftSkill> sowie <SoftSkill_C>unter Zeitdruck Prioritäten setzen</SoftSkill_C ->, • und <SoftSkill>kannst dich in einem dynamischen Umfeld behaupten</SoftSkill> sowie <SoftSkill>kannst dich in einem dynamischen Umfeld Prioritäten setzen</SoftSkill>.
 Sie <SoftSkill>setzen gerne kreative Ideen um</SoftSkill> und <SoftSkill_C>schätzen</SoftSkill_C> den <SoftSkill>kollegialen Umgang in einem motivierten Team</SoftSkill>. ->, Sie <SoftSkill>setzen gerne kreative Ideen um</SoftSkill> und <SoftSkill>schätzen den kollegialen Umgang in einem motivierten Team</SoftSkill>.
" Zur Verstärkung unseres Teams in Bern suchen wir <SoftSkill_C>motivierte</SoftSkill_C> und <SoftSkill>dynamische
Verkaufstalente</SoftSkill> und <SoftSkill>Verkaufsprofis</SoftSkill> für den Aussendienst Bern
Ihre Aufgaben ->"," Zur Verstärkung unseres Teams in Bern suchen wir <SoftSkill>motivierte Verkaufstalente</SoftSkill> und <SoftSkill>dynamische Verkaufstalente</SoftSkill> und <SoftSkill>Verkaufsprofis</SoftSkill> für den Aussendienst Bern
Ihre Aufgaben"
" Sie <SoftSkill>arbeiten effizient</SoftSkill>, <SoftSkill_C>leistungsorientiert</SoftSkill_C> und
<SoftSkill>denken unternehmerisch</SoftSkill>. ->"," Sie <SoftSkill>arbeiten effizient</SoftSkill>, <SoftSkill>arbeiten leistungsorientiert</SoftSkill> und <SoftSkill>denken unternehmerisch</SoftSkill>."
 Weiter besitzen Sie ein <SoftSkill>sehr gutes technisches Verständnis</SoftSkill> und <SoftSkill>Geschick</SoftSkill> wie auch eine <SoftSkill_C>umsichtige</SoftSkill_C> und <SoftSkill_C>verantwortungsvolle Denk-</SoftSkill_C> und <SoftSkill_C>Handlungsweise</SoftSkill_C>. ->, Weiter besitzen Sie ein <SoftSkill>sehr gutes technisches Verständnis</SoftSkill> und <SoftSkill>Geschick</SoftSkill> wie auch eine <SoftSkill>umsichtige Denkweise und Handlungsweise</SoftSkill> und <SoftSkill>verantwortungsvolle Denkweise und Handlungsweise</SoftSkill>.
" •  <SoftSkill_C>Pünktliche</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill>körperlich belastbare</SoftSkill> und <SoftSkill>selbstständige Person</SoftSkill ->"," • <SoftSkill>Pünktliche Person</SoftSkill>, <SoftSkill>motivierte Person</SoftSkill>, <SoftSkill>körperlich belastbare Person</SoftSkill> und <SoftSkill>selbstständige Person</SoftSkill>"
" Sie verstehen es, <SoftSkill>in hektischen Zeiten Ruhe zu bewahrenund</SoftSkill> <SoftSkill_C>Prioritäten richtig zu setzen</SoftSkill_C>. ->"," Sie verstehen es, <SoftSkill>in hektischen Zeiten Ruhe zu bewahrenund</SoftSkill> <SoftSkill>Prioritäten richtig zu setzen</SoftSkill>."
" <SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill_C>Handwerkliches</SoftSkill_C> und <SoftSkill>technisches Geschick</SoftSkill>
<SoftSkill>Interesse an organisatorischen und planerischen Aufgaben</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill ->"," <SoftSkill>Freude an praktischer Arbeit</SoftSkill>
<SoftSkill>Freude an handwerklicher Arbeit</SoftSkill> und <SoftSkill>technisches Geschick</SoftSkill>
<SoftSkill>Interesse an organisatorischen und planerischen Aufgaben</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>Zuverlässigkeit</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>"
 Du besitzt ein <SoftSkill>Flair für Farben</SoftSkill> und <SoftSkill_C>Formen</SoftSkill_C ->, Du besitzt ein <SoftSkill>Flair für Farben</SoftSkill> und <SoftSkill>Flair für Formen</SoftSkill>.
" •  Dich <SoftSkill>interessieren andere Meinungen</SoftSkill>, <SoftSkill_C>Menschen</SoftSkill_C>, <SoftSkill_C>Arbeitsweisen</SoftSkill_C>,
und du setzt dich aktiv für die «beste» Lösung ein
Das erwartet dich ->"," • Dich <SoftSkill>interessieren andere Meinungen</SoftSkill>, <SoftSkill>interessieren Menschen</SoftSkill>, <SoftSkill>interessieren Arbeitsweisen</SoftSkill>,
und du setzt dich aktiv für die «beste» Lösung ein"
" Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln verantwortungsbewusst</SoftSkill>, sind <SoftSkill>entscheidungsfähig</SoftSkill> und zeichnen sich durch <SoftSkill>Konsensfähigkeit</SoftSkill> aus. ->"," Sie <SoftSkill>denken verantwortungsbewusst</SoftSkill> und <SoftSkill>handeln verantwortungsbewusst</SoftSkill>, sind <SoftSkill>entscheidungsfähig</SoftSkill> und zeichnen sich durch <SoftSkill>Konsensfähigkeit</SoftSkill> aus."
" Abgeschlossenes Maschinenbaustudium auf Stufe Universität/ETH oder Hochschullevel
CAD Erfahrung
<SoftSkill>Wissenschaftliche Arbeitsweise</SoftSkill> gepaart mit einer <SoftSkill>pragmatischen ""Hands-on-Arbeitsweise""</SoftSkill>
<SoftSkill_C>Sehr gute Kommunikations-</SoftSkill_C> und <SoftSkill>Kooperationsfähigkeiten</SoftSkill> (Deutsch, Englisch) ->"," Abgeschlossenes Maschinenbaustudium auf Stufe Universität/ETH oder Hochschullevel
CAD Erfahrung
<SoftSkill>Wissenschaftliche Arbeitsweise</SoftSkill> gepaart mit einer <SoftSkill>pragmatischen ""Hands-on-Arbeitsweise""</SoftSkill>
<SoftSkill>Sehr gute Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Kooperationsfähigkeiten</SoftSkill> (Deutsch, Englisch)"
" 1 Jahr Erfahrung als Java Entwickler
Von Vorteil: JUnit
<SoftSkill>Freude an Koordinationsaufgaben</SoftSkill>
Erfahrung mit agiler Vorgehensweise (Scrum)
<SoftSkill_C>Proaktive</SoftSkill_C> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill>
fliessende Deutschkenntnisse ->"," 1 Jahr Erfahrung als Java Entwickler
Von Vorteil: JUnit
<SoftSkill>Freude an Koordinationsaufgaben</SoftSkill>
Erfahrung mit agiler Vorgehensweise (Scrum)
<SoftSkill>Proaktive Persönlichkeit</SoftSkill> und <SoftSkill>kommunikative Persönlichkeit</SoftSkill>
fliessende Deutschkenntnisse"
 Als Verstärkung für den Schwerpunkt Information Engineering suchen wir eine <SoftSkill_C>hochmotivierte</SoftSkill_C> und <SoftSkill>fachlich exzellente Persönlichkeit</SoftSkill> als: ->, Als Verstärkung für den Schwerpunkt Information Engineering suchen wir eine <SoftSkill>hochmotivierte Persönlichkeit</SoftSkill> und <SoftSkill>fachlich exzellente Persönlichkeit</SoftSkill> als:
" Sie können <SoftSkill>Unterhaltsarbeiten nicht nur fachmännisch angehen</SoftSkill>, sondern verfügen auch über die <SoftSkill>Fähigkeit, unkonventionelle und pragmatische Lösungen zu finden</SoftSkill> und <SoftSkill_C>umzusetzen</SoftSkill_C>. ->"," Sie können <SoftSkill>Unterhaltsarbeiten nicht nur fachmännisch angehen</SoftSkill>, sondern verfügen auch über die <SoftSkill>Fähigkeit, unkonventionelle und pragmatische Lösungen zu finden</SoftSkill> und <SoftSkill>Fähigkeit, unkonventionelle und pragmatische Lösungen umzusetzen</SoftSkill>."
 Spezifische fachdidaktische Konzepte und eine <SoftSkill>ausgeprägte Fähigkeit zur Reflexion</SoftSkill> und <SoftSkill_C>Analyse des didaktischen Handelns</SoftSkill_C> werden ebenso benötigt. ->, Spezifische fachdidaktische Konzepte und eine <SoftSkill>ausgeprägte Fähigkeit zur Reflexion</SoftSkill> und <SoftSkill>ausgeprägte Fähigkeit zur Analyse des didaktischen Handelns</SoftSkill> werden ebenso benötigt.
" Die Mission für eine humanitäre Aufgabe verbindet sich bei Ihnen mit <SoftSkill>Pragmatismus</SoftSkill>, <SoftSkill>Kommunikationsgeschick</SoftSkill>, <SoftSkill>Führungskompetenz</SoftSkill> und der <SoftSkill>Fähigkeit, Bestehendes zu hinterfragen</SoftSkill> und <SoftSkill_C>innovativ weiterzuentwickeln</SoftSkill_C>. ->"," Die Mission für eine humanitäre Aufgabe verbindet sich bei Ihnen mit <SoftSkill>Pragmatismus</SoftSkill>, <SoftSkill>Kommunikationsgeschick</SoftSkill>, <SoftSkill>Führungskompetenz</SoftSkill> und der <SoftSkill>Fähigkeit, Bestehendes zu hinterfragen</SoftSkill> und <SoftSkill>Fähigkeit, Bestehendes innovativ weiterzuentwickeln</SoftSkill>."
" Bist du eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>teamorientierte</SoftSkill_C>, <SoftSkill_C>motivierte</SoftSkill_C>, <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>proaktive Person</SoftSkill>, die eine <SoftSkill>natürliche Autorität ausstrahlt</SoftSkill>? ->"," Bist du eine <SoftSkill>offene Person</SoftSkill>, <SoftSkill>teamorientierte Person</SoftSkill>, <SoftSkill>motivierte Person</SoftSkill>, <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>proaktive Person</SoftSkill>, die eine <SoftSkill>natürliche Autorität ausstrahlt</SoftSkill>?"
 Für unser Team in der Qualitätssicherung suchen wir einen <SoftSkill_C>selbstständigen</SoftSkill_C> und <SoftSkill>kommunikationsstarken Teamplayer</SoftSkill> mit <SoftSkill>Flair für Prozessoptimierungen</SoftSkill>. ->, Für unser Team in der Qualitätssicherung suchen wir einen <SoftSkill>selbstständigen Teamplayer</SoftSkill> und <SoftSkill>kommunikationsstarken Teamplayer</SoftSkill> mit <SoftSkill>Flair für Prozessoptimierungen</SoftSkill>.
" Einer <SoftSkill_C>engagierten</SoftSkill_C> und <SoftSkill>zuverlässigen Person</SoftSkill>, die <SoftSkill>auch in hektischen Situationen den Überblick behält</SoftSkill>, bieten wir eine interessante und abwechslungsreiche Tätigkeit in einem innovativen Unternehmen. ->"," Einer <SoftSkill>engagierten Person</SoftSkill> und <SoftSkill>zuverlässigen Person</SoftSkill>, die <SoftSkill>auch in hektischen Situationen den Überblick behält</SoftSkill>, bieten wir eine interessante und abwechslungsreiche Tätigkeit in einem innovativen Unternehmen."
" E
oder	P),   <SoftSkill>Freude   an   praktischer   Tätigkeit</SoftSkill>,   eine   <SoftSkill>gute
körperliche   Konstitution</SoftSkill>   sowie   <SoftSkill>Interesse   an   techni
schen
Zusammenhängen</SoftSkill>	und  <SoftSkill_C>Arbeit  mit  </SoftSkill_C>Computer  gesteuerten
Anlagen. ->"," E
oder	P),   <SoftSkill>Freude   an   praktischer   Tätigkeit</SoftSkill>,   eine   <SoftSkill>gute
körperliche   Konstitution</SoftSkill>   sowie   <SoftSkill>Interesse   an   techni
schen
Zusammenhängen</SoftSkill>	und  <SoftSkill>Interesse  an  Arbeit mit Computer gesteuerten Anlagen</SoftSkill>."
" Die <SoftSkill>Bereitschaft, Verantwortung zu übernehmen</SoftSkill> und <SoftSkill_C>sich weiterzubilden</SoftSkill_C>, sind weitere Voraussetzungen für diese Tätigkeit. ->"," Die <SoftSkill>Bereitschaft, Verantwortung zu übernehmen</SoftSkill> und <SoftSkill>Bereitschaft, sich weiterzubilden</SoftSkill>, sind weitere Voraussetzungen für diese Tätigkeit."
" Sie sind <SoftSkill>kommunikationsstark</SoftSkill>, <SoftSkill>gehen offen auf Menschen zu</SoftSkill> und besitzen eine <SoftSkill_C>hohe Service-</SoftSkill_C> und <SoftSkill>Dienstleistungsorientierung</SoftSkill>. ->"," Sie sind <SoftSkill>kommunikationsstark</SoftSkill>, <SoftSkill>gehen offen auf Menschen zu</SoftSkill> und besitzen eine <SoftSkill>hohe Serviceorientierung</SoftSkill> und <SoftSkill>Dienstleistungsorientierung</SoftSkill>."
 Sie verfügen über Erfahrung im Projektmanagement und <SoftSkill>gehen Projekte eigeninitiativ</SoftSkill> sowie <SoftSkill_C>selbständig an</SoftSkill_C>. ->, Sie verfügen über Erfahrung im Projektmanagement und <SoftSkill>gehen Projekte eigeninitiativ</SoftSkill> sowie <SoftSkill>gehen Projekte selbständig an</SoftSkill>.
" Anforderungen
Sie erreichen im ersten Ausbildungssemester das 16. Altersjahr und sind <SoftSkill_C>körperlich</SoftSkill_C> und <SoftSkill>mental belastbar</SoftSkill>. ->", Anforderungen Sie erreichen im ersten Ausbildungssemester das 16. Altersjahr und sind <SoftSkill>körperlich belastbar</SoftSkill> und <SoftSkill>mental belastbar</SoftSkill>.
" Neben Ihrer <SoftSkill>ausgeprägten Flexibilität</SoftSkill> und Ihrer <SoftSkill>hohen Belastbarkeit</SoftSkill> zeichnen Sie sich durch eine <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill_C>präzise</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> aus. ->"," Neben Ihrer <SoftSkill>ausgeprägten Flexibilität</SoftSkill> und Ihrer <SoftSkill>hohen Belastbarkeit</SoftSkill> zeichnen Sie sich durch eine <SoftSkill>exakte Arbeitsweise</SoftSkill>, <SoftSkill>präzise Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> aus."
 Im Weiteren überzeugen Sie uns durch Ihr <SoftSkill_C>freundliches</SoftSkill_C> und <SoftSkill>dienstleistungsorientiertes Auftreten</SoftSkill>. ->, Im Weiteren überzeugen Sie uns durch Ihr <SoftSkill>freundliches Auftreten</SoftSkill> und <SoftSkill>dienstleistungsorientiertes Auftreten</SoftSkill>.
" Gute Leistungen in Deutsch, Französisch, Englisch sowie Mathematik
Sekundarschule A
<SoftSkill>Freude an kaufmännische Arbeiten</SoftSkill>
<SoftSkill>Interesse für die Computerarbeit</SoftSkill>
<SoftSkill_C>Sorgfältige</SoftSkill_C> und <SoftSkill>exakte Arbeitsweise</SoftSkill>
Eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill ->"," Gute Leistungen in Deutsch, Französisch, Englisch sowie Mathematik
Sekundarschule A
<SoftSkill>Freude an kaufmännische Arbeiten</SoftSkill>
<SoftSkill>Interesse für die Computerarbeit</SoftSkill>
<SoftSkill>Sorgfältige Arbeitsweise</SoftSkill> und <SoftSkill>exakte Arbeitsweise</SoftSkill>
Eine <SoftSkill>kommunikative Persönlichkeit</SoftSkill>"
 Sie verfügen über <SoftSkill_C>ausgeprägte analytische</SoftSkill_C> und <SoftSkill>betriebswirtschaftliche Fähigkeiten</SoftSkill>. ->, Sie verfügen über <SoftSkill>ausgeprägte analytische Fähigkeiten</SoftSkill> und <SoftSkill>betriebswirtschaftliche Fähigkeiten</SoftSkill>.
" •  <SoftSkill>Selbstständige Arbeitsweise Arbeitsstil</SoftSkill> sowie <SoftSkill_C>analytische</SoftSkill_C>, <SoftSkill>lösungsorientierte Denkweise</SoftSkill ->"," • <SoftSkill>Selbstständige Arbeitsweise Arbeitsstil</SoftSkill> sowie <SoftSkill>analytische Denkweise</SoftSkill>, <SoftSkill>lösungsorientierte Denkweise</SoftSkill>"
" Sie zeichnen sich durch eine <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill_C>kundenorientierte</SoftSkill_C> und <SoftSkill>termingerechte Ausführung ihrer Arbeiten</SoftSkill> aus. ->"," Sie zeichnen sich durch eine <SoftSkill>exakte Ausführung ihrer Arbeiten</SoftSkill>, <SoftSkill>kundenorientierte Ausführung ihrer Arbeiten</SoftSkill> und <SoftSkill>termingerechte Ausführung ihrer Arbeiten</SoftSkill> aus."
" Erfolgreich abgeschlossene kaufmännische Ausbildung
Muttersprache Deutsch und sehr gute Französischkenntnisse
<SoftSkill_C>Gründliche</SoftSkill_C> und <SoftSkill>gewissenhafte Arbeitsweise</SoftSkill>
<SoftSkill>Hohe Kundenorientierung</SoftSkill> mit <SoftSkill>Freude an Beratung</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>ausgeprägte Kommunikationsfähigkeit</SoftSkill ->"," Erfolgreich abgeschlossene kaufmännische Ausbildung
Muttersprache Deutsch und sehr gute Französischkenntnisse
<SoftSkill>Gründliche Arbeitsweise</SoftSkill> und <SoftSkill>gewissenhafte Arbeitsweise</SoftSkill>
<SoftSkill>Hohe Kundenorientierung</SoftSkill> mit <SoftSkill>Freude an Beratung</SoftSkill>
<SoftSkill>Flexibilität</SoftSkill> und <SoftSkill>ausgeprägte Kommunikationsfähigkeit</SoftSkill>"
 Zudem haben Sie <SoftSkill>grosses Interesse an Pflegefachthemen</SoftSkill> und der <SoftSkill_C>Weiterentwicklung in der Praxis</SoftSkill_C>. ->, Zudem haben Sie <SoftSkill>grosses Interesse an Pflegefachthemen</SoftSkill> und <SoftSkill>grosses Interesse an Weiterentwicklung in der Praxis</SoftSkill>.
" Dabei überzeugen Sie mit einem <SoftSkill_C>sympathischen</SoftSkill_C>, <SoftSkill>speditiven Auftritt</SoftSkill> und einer <SoftSkill>einwandfreien Servicequalität</SoftSkill>. ->"," Dabei überzeugen Sie mit einem <SoftSkill>sympathischen Auftritt</SoftSkill>, <SoftSkill>speditiven Auftritt</SoftSkill> und einer <SoftSkill>einwandfreien Servicequalität</SoftSkill>."
" <SoftSkill>modern</SoftSkill>, <SoftSkill>neugierig</SoftSkill> und <SoftSkill>dynamisch</SoftSkill>, hast du <SoftSkill>stets eine</SoftSkill> <SoftSkill>positive Einstellung</SoftSkill> und ein <SoftSkill_C>ansteckendes</SoftSkill_C> und <SoftSkill>überzeugendes Lächeln</SoftSkill ->"," <SoftSkill>modern</SoftSkill>, <SoftSkill>neugierig</SoftSkill> und <SoftSkill>dynamisch</SoftSkill>, hast du <SoftSkill>stets eine</SoftSkill> <SoftSkill>positive Einstellung</SoftSkill> und ein <SoftSkill>ansteckendes Lächeln</SoftSkill> und <SoftSkill>überzeugendes Lächeln</SoftSkill>"
" <SoftSkill>Macher-Typ</SoftSkill>, der <SoftSkill>gerne etwas bewegt</SoftSkill> sowie <SoftSkill_C>lösungsorientiert</SoftSkill_C> und <SoftSkill>vernetzt denkt</SoftSkill ->"," <SoftSkill>Macher-Typ</SoftSkill>, der <SoftSkill>gerne etwas bewegt</SoftSkill> sowie <SoftSkill>lösungsorientiert denkt</SoftSkill> und <SoftSkill>vernetzt denkt</SoftSkill>"
" •  <SoftSkill_C>Integre</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C> und <SoftSkill>gewinne nde Persönlichkeit</SoftSkill> mit <SoftSkill>Zahlenflair</SoftSkill ->"," • <SoftSkill>Integre Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill> und <SoftSkill>gewinne nde Persönlichkeit</SoftSkill> mit <SoftSkill>Zahlenflair</SoftSkill>"
" <SoftSkill>Gutes Sehvermögen</SoftSkill>
Gute Deutschkenntnisse in Wort und Schrift
<SoftSkill_C>Langfristige</SoftSkill_C>, <SoftSkill>offene Haltung</SoftSkill> um laufend neue Arbeitsprozesse zu erlernen. ->"," <SoftSkill>Gutes Sehvermögen</SoftSkill>Gute Deutschkenntnisse in Wort und Schrift
<SoftSkill>Langfristige Haltung</SoftSkill>, <SoftSkill>offene Haltung</SoftSkill> um laufend neue Arbeitsprozesse zu erlernen."
" Sie zeichnen sich aus durch <SoftSkill_C>angenehme</SoftSkill_C>, <SoftSkill>teamorientierte Umgangsformen</SoftSkill>. ->"," Sie zeichnen sich aus durch <SoftSkill>angenehme Umgangsformen</SoftSkill>, <SoftSkill>teamorientierte Umgangsformen</SoftSkill>."
" •  <SoftSkill>sehr gute schriftliche Kommunikation</SoftSkill> und <SoftSkill_C>Gesprächsführung</SoftSkill_C>, <SoftSkill>sicheres Auftreten</SoftSkill ->"," • <SoftSkill>sehr gute schriftliche Kommunikation</SoftSkill> und <SoftSkill>sehr gute Gesprächsführung</SoftSkill>, <SoftSkill>sicheres Auftreten</SoftSkill>"
" Leidenschaft für eine präzisen Fertigung im tausendstel Millimeter
Erfahrung in der Uhrenindustrie ist ein Vorteil
Technisches Verständnis auf konventionellen Maschinen
<SoftSkill_C>Selbständige</SoftSkill_C>, <SoftSkill_C>qualitätsbewusste</SoftSkill_C> und <SoftSkill>praxisorientierte Person</SoftSkill ->"," Leidenschaft für eine präzisen Fertigung im tausendstel Millimeter
Erfahrung in der Uhrenindustrie ist ein Vorteil
Technisches Verständnis auf konventionellen Maschinen
<SoftSkill>Selbständige Person</SoftSkill>, <SoftSkill>qualitätsbewusste Person</SoftSkill> und <SoftSkill>praxisorientierte Person</SoftSkill>"
 Die <SoftSkill>Freude am Umgang mit älteren Menschen</SoftSkill> und am <SoftSkill_C>Beruf als FaGe istspürbar</SoftSkill_C>. ->, Die <SoftSkill>Freude am Umgang mit älteren Menschen</SoftSkill> und <SoftSkill>Freude am Beruf als FaGe istspürbar</SoftSkill>.
" Sie überzeugen mit Ihrer <SoftSkill_C>strukturierten</SoftSkill_C>, <SoftSkill>zielorientierten Art</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>. ->"," Sie überzeugen mit Ihrer <SoftSkill>strukturierten Art</SoftSkill>, <SoftSkill>zielorientierten Art</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>."
